ImageID,GroundTruth,Prediction,CER,WER
AHTD3A0741_Para2_3,سعيا وراء تأمين قوت طعامه وتوفير الدفء وكانت حاجته إلى الطاقه بطبيعة,معيا وراء تامين قوت طعامه وتوفير الدفء وكانت حاجته إلى الطاقه بطبيع,0.0441176470588235,0.25
AHTD3A0104_Para2_4,إلا بالقليل . وفي البداية جعل قاو تشيو، لاعب كرة القدم، قائدا للجيش،,إلا بالقليل . وفي البداية جعلا قاو تشيو، لاعب كرة القدم ، قائد ا للجيش،,0.0441176470588235,0.3846153846153846
AHTD3A0568_Para2_1,بعض آخر مادون القبيلة : العَمارة ثم البطن، ثم الفصيلة ، وزاد بعض آخر,بعض آخر مادون القبيلة :القمارة ثم البطن، ثم الفصيلة ، وزاد بعض آخر,0.0441176470588235,0.1428571428571428
AHTD3A1023_Para3_3,النار جعله الله يوم القيامة طعاماً للنار ! قال الشيخ: فكيف أصنع جعلت,التار جعله الكه يوم القيامة طعاماً للنار ! قال الشيخ: فكيف أصع جعلت,0.0441176470588235,0.2307692307692307
AHTD3A1130_Para3_1,بين رفاء تارة وكساد تارة أخرى . وكانت ساعات عمله كثيرة تختلف من ثمان,بين رقاء تارة وكساد قارة أخرى. وكانت ساعات عمله كثيرة تختلف من ثمان,0.0441176470588235,0.2857142857142857
AHTD3A0643_Para2_1,وهذا يعتمد على نوع الأحياء الدقيقه التي تقوم بتحليل المركبات العضويه,وهذا يعتمد على نوع الأحياء الدقيقه الت تقوم يتحليل المركبات الفضويه,0.0441176470588235,0.2727272727272727
AHTD3A0967_Para2_1,ومع توسع المتمدين ، وتكريس التعاملات النقدية ، وتعميم اقتصاد السوق ،,ومع توسع المتمدين، وتكريس التعاملات الفقدية ، وتعميم اقتصاد السوق،,0.0441176470588235,0.4166666666666667
AHTD3A0797_Para3_1,مما انفرس في جوهر حياتهم و لوّن بأصباغه ثقافتهم العامه ووقاهم كثيراً,ما انفرس في جوهر حياتهم ولؤّن بأصباغه ثقافتهم العامه ووقاهم كثيراً,0.0441176470588235,0.25
AHTD3A0711_Para3_3,شمال ألمانيا. إذ سجلت محطات الإرصاد الجوي إرتفاعاً ملحوظاً في معدلات,شمال أنمانياً إذ سجلت محطات الإرصاد الجوي إرتفاعاً ملحوظاً في مقدلات,0.0441176470588235,0.1818181818181818
AHTD3A0371_Para3_3,"ويشمل القبائل والناس. و قد جمعت جمعاً, على طريقة رواة النسب في رواية",ويشمل القبائل والناس. وقد جمعت جمعاًو على طريقة رواة النسب في روإية,0.0441176470588235,0.3076923076923077
AHTD3A0607_Para2_1,يركز أصجاب هذه النظرية على أن شدة   الأشعة الشمسية الواصلة إلى الأرض,يركز أصحاب هذه النظرية على أن شدة الأشعة الشمسية الواصلة إلى الأرض,0.0441176470588235,0.2142857142857142
AHTD3A0873_Para2_4,"الجفاف في منطقة الساحل، والهيئه  الحكومية  الدولية للتنمية ""ايقاد"").","الجفاف في منطقة الساحل، والهيئه الحكومية الدولية للتمية ""ايقاد"").",0.0441176470588235,0.2727272727272727
AHTD3A0559_Para3_1,العلاقة ما بين هذه الأشعة والتغيرات المناخية فوق الأرض، فلقد اكتشفوا,العلاقة مابين هذه الأشعة والتغيرات المناخية فوق الأرض، فتلقد الكتشفوا,0.0441176470588235,0.3636363636363636
AHTD3A1026_Para2_1,يزال أحدهم يسل من الخيط القطعة بعد القطعة حتى يبقى الحبل لا شيء فيه.,يزال أحدهم يسل من الخيط القطعة بعد القطعة حتى يبقى الجبل لاشيئ فيه.,0.0441176470588235,0.2142857142857142
AHTD3A0226_Para3_4,كلاً منهم من استعدادات خاصة . ووفق هذا الأساس,كللاً منهم من استعدادات خاصة. ووفق هذا الأساس,0.0444444444444444,0.3333333333333333
AHTD3A0586_Para3_2,إنتقالية ترتفع فيها درجة الحرارة حتى تصل الى درجة الصفر المئوي في مستوياتها العليا . تحتوي,إنتقالية ترتفع فيها دمرجة الحعرارة حتى تصل الى دمرجة الصفر المئوي في مستوياتها العليا. تحتوي,0.0444444444444444,0.3125
AHTD3A0987_Para3_2,تطور الدخل الفردي . وهو ما يعزى ، بالدرجة الأولى ، إلى ارتكاز الاقتصاد المغربي ، بالأساس ،,تطور الدخل الفردي . وهو ما يغرى ، بالدرجة الأولى ، إلى ارتكاز الاقتصاد المغربي، بالأساسي،,0.0444444444444444,0.2777777777777778
AHTD3A0554_Para3_2,أشعة شمس محرقة منهكة ومن إشعاع أرضي ومن أمطار,أشعة شمس محرقة منهدة ومن إشعاع أرض ومن أمطار,0.0444444444444444,0.2222222222222222
AHTD3A0762_Para3_2,الطاقة في ازدياد .  طاقة حرارة  جوف الأرض وهي الحرارة الهائلة الكامنة تحت قشرة الأرض والتي,الطاقة في ازدياد . طاتة حرارة جوف الأرض وهي الحرارة الهائلة الكامنة تحت قشرة الأرب والتي,0.0444444444444444,0.2222222222222222
AHTD3A1054_Para2_5,الحجر وإلى إيناس الرشد إذا أرادوا الشراء منهم,الجر وإلى إياس الرشد إذا أرادوا الشراء منهم,0.0444444444444444,0.25
AHTD3A0898_Para3_4,خارج الهرم الجامعي تقدم برامج لجامعة وتنتشر ضمن منطقة جغرافية محددة,خارج الهرم الجاممي تقدم براجج لجامعة وتنقشر ضمن منطقة جغرافية محددة,0.044776119402985,0.2727272727272727
AHTD3A0880_Para3_4,والمؤسسات الأكاديميه والمجتمات المحليه ، ومنظمات المجتمع  المدني من,والمؤسسات الأكاديميه والمجتمات المحليه ، ومنظمات المحتمع المدني منم,0.044776119402985,0.3
AHTD3A0796_Para3_2,كلا من المتجادلين في جانب مما يذهبون إليه، إذ أن المعول عليه في هذا,كلاً من المتجادلين في جانب مما يدهيون إليه، إذ أن المعول عليه في هذا,0.044776119402985,0.1428571428571428
AHTD3A0371_Para2_1,"وقد سكنت بها عشرين سنة , فأطلت على أخبار خولان وأنسابها ورجالها كما",وقد سكنت بها عشرين سنة و فأطلت على أخبار خولان وأنسابها، ورجالها كمما,0.044776119402985,0.2307692307692307
AHTD3A0344_Para3_2,عن الانبياء بحسب تسلسل رسالاتهم وهي الطريفه التي سار عليها من دون ي,عن الانبياء بحسبب تسلسل رسالاتهم وهي الطريفه التيى سار عليها من دوني,0.044776119402985,0.3076923076923077
AHTD3A0333_Para2_2,الاسلام عن الجاهلية،إلا إذا وقفنا بها إلى حدود القرن السادس للميلاد,الاسلام عن الجاهلية، إلا إذا وقفنابها إلى حدود القرن السادسس للميلاد,0.044776119402985,0.4545454545454545
AHTD3A0455_Para3_4,"عدة تعرف ب ""بساتين القرح""، وعلى مقربة منها ""سقيا يزيد"" أو ""قصرعنتر""","عدة تكرف ب ""بساتين القرح"" وعلى مقربة منها ""سقيا يزيد"" أو ""قصر عنتر""",0.044776119402985,0.3333333333333333
AHTD3A0709_Para2_3,إنفسنا والتابع للمركز الألماني للهواء والرحلات الفضائيه فوق المنطقه,إنفستا والتابع للمركز الألمائي للهواء والرحلات القضائيه فوق المنطقه,0.044776119402985,0.3333333333333333
AHTD3A0180_Para2_4,على  حل  #  كثير من المشاكل الإدارية التي تنجم عن الإدارة المركزية،,على حل # كثير من المشاكل الإدارية التي تنجم عن الإدارة المركزية،,0.044776119402985,0.2
AHTD3A0883_Para3_3,الاستباية مبدئياً بعرضها على ستة من أعضاء هيئة التدريس بقسح الإرشاد,الاستباية مبدئياً بعرضها على ستة من أعضاءهيئة التدريس بقسح الإرشلا,0.044776119402985,0.2727272727272727
AHTD3A1110_Para3_4,كثيره  والقناطر قليلة . وكانت الأحمال تنقل على ظهور البغال أو الخيل,كثيره والفاطر قليلة . وكانت الأحمال تنقل على ظهور البغال أو الخيل,0.044776119402985,0.1538461538461538
AHTD3A1135_Para2_2,والرسوم الإقطاعية التي أضحت لطول العهد بأدائها مقررة واجبة الأداء ،,والرسوم الإقطاعية التي أضحت لطول العهد بأرائها مقررة واجية الأداء،,0.044776119402985,0.3636363636363636
AHTD3A0721_Para3_3,إذا إستعلمت كبديل للوقود الإحقورى . الكتله الحيويه هي عباره عن مواد,إذا إستعلمت كيديل للوقود الإصقودى . الكتله الحيويه هي عباره عن مواد,0.044776119402985,0.1666666666666666
AHTD3A0385_Para3_2,وقوعهم في الخطأ. ومن هنا فإن من غير الممكن إصدار رأي في مقدار إتقان,وقوعهم في الخطأ . ومن هنا فإن من غير الممكن إحدار رأي في مقدار إنقان,0.044776119402985,0.2857142857142857
AHTD3A0317_Para2_3,"التجارية و الإجتماعية و الإقتصادية ، و حملة ""أوليوس غالوس"" المعروفة","التجارية والإجتماعية والإقتصادية ، وحملة ""أوليوس غالوس"" المعروفة",0.044776119402985,0.5454545454545454
AHTD3A0326_Para3_1,ووردت عنه أيضاً حكاية أهل مكة للمعلقات على الكعبة. ووردت أخبار أخرى,ووردت عله أيظا حكاية أهل مكة للمعلقات على الكعبة. ووردت أخبار أخرى,0.044776119402985,0.1666666666666666
AHTD3A0744_Para3_1,ومن المقدر أن يكفني استعمال الوقود النووي بتكلفة غبر باهظة لمدة قرن,ومنا المقدر أن يكوني استعمال الوقود النووي بتكلفة غير باهظة لمدة قرن,0.044776119402985,0.25
AHTD3A0862_Para3_1,تربة البستان حمراء متوسطة العمق . توضعت فيها الأشجار في صفوفه عارية,ترية البستان جمراء متوسطة العمق . توضفت فيها الأشجار في صفوفه عارية,0.044776119402985,0.25
AHTD3A0562_Para3_2,طبقاتها الفوقية أكثر برودة من نظيرتها في الغيوم المنخفضة وبالتالي فإنها تعكس قدراً أقل من,طبعاتها الفوقية أكثر برودة من نظيرتها في الغيوم المتخقضة وبالتالي فإنها تعكس قدرا أقل من,0.0449438202247191,0.2
AHTD3A1012_Para3_2,له موضعاً كما جعل لكل دهر رجالا ولكل مقام مقالا . وقد أحيا بالسم ومات بالغذاء وأغص بالماء,له موضعاً كما جعل لكل دهر وجالا ولكل مقام مقالا . وقد أحيا بالسم ومات بالغداء وأعص بالاء,0.0449438202247191,0.2222222222222222
AHTD3A0582_Para2_1,يتمثل التغير المناخي بإتفاع درجة # حرارة الجو # والتغير الحاصل في أوقات فصول السنة وإزاحة,يتمثل التغبير المناض بإتفاع درجة # حرارة الجو# والتغير الحاصل في أوقات فصول السنة وإزاحة,0.0449438202247191,0.25
AHTD3A0236_Para3_3,يعتمد عليها في الإنتاج.و أصبح التقدم التكنولوجي مقياس لدرجة التقدم,يعتمد عليها في الإنتاج. وأصبح التقدم التكتولوجي مقياس لدرجة التقدم,0.0454545454545454,0.3
AHTD3A0408_Para3_2,"عبيد بن شريه الجرهمي ومعاويه: فسأله ""أي معاوية عن الأخبار المتقدمة","عبيد بب شرية الجرهمي ومعاويه: فأله ""أي معاوية عن الأخبار المتقدمة",0.0454545454545454,0.2727272727272727
AHTD3A0594_Para2_1,وبسبب التباين الشاسع في كمية و شدة الأشعة الواصلة إلى بعض المناطق من الأرض فلاحظ تبايناً,وبسبب التباين الشاسع في كمية وشدة الأشعة الواصلة إلى بعض المناطق من الأوض يلاحظ تباياً,0.0454545454545454,0.3125
AHTD3A0446_Para3_4,وهكذا تنوعت التسميات .,وهكذاً تنوعت التسميات .,0.0454545454545454,0.25
AHTD3A0821_Para3_1,في خضم إنارة الانتعاشة الالكترونية ، التي بزغ من خلالها نجم أمازون,في فضم إثارة الانتعاشة الالكترونية، التي بزغ من خلالها نجم أمازون,0.0454545454545454,0.3333333333333333
AHTD3A0507_Para3_4,الاسلام بأمد طويل ، فأمنوا بذلك خبرا وافرا لهم ، جعل اليمن من أسعد,الاسلام يأمد طويل ، فأمنوا بذلك خبرا وافرالهم، جعل اليمن من أسعد,0.0454545454545454,0.2857142857142857
AHTD3A0979_Para3_3,المسجل في البداية ، ومن النمو الديموغرافي المطرد ، في الرفع من فرص,المسجل في البداية، ومن النمو الديموغرافي المطرد، في الرمع من فرص,0.0454545454545454,0.3846153846153846
AHTD3A0655_Para2_2,محعول نباتي يتكون من مواد عفوية هيدروكربونية تولد حين احتراقها غاز,محصول نباتي يتكون من مواد عضوية هيد روكربونية تولد حين احتراقها غاز,0.0454545454545454,0.3636363636363636
AHTD3A0789_Para3_1,ثالثاً :- الشكل : يعتبر الأدب الشعبى قمة الوعى الفنى ، فهو لا يحدد,ثالثاً :- الشكل : يعتبر الأدب الشعبي قمة الوعى الفني، فهو لا يحدد,0.0454545454545454,0.2142857142857142
AHTD3A1092_Para2_4,الضعف لهم شامل و أن سوء الظن يسرع أليهم خاصة,الضعف لهم شامل وأن سوء الظن يسرع إليهم خاصة,0.0454545454545454,0.3
AHTD3A0624_Para3_1,إن مصدر بخار الماء الموجود في الغلاف الجوي هو عمليات التيتر المائي,إن مصدر يخار الماء الموجود في الغلاف الجوي هو عمليات التيئر المائيي,0.0454545454545454,0.25
AHTD3A0991_Para2_4,، إلى جانب الجهود التي بذلت في مجال السقي ، باعتباره يشكل القطاع الأكثر  استهلاكا للمياه,، إلى جانب الجهود التي بذلت في مجال السقي ، باعتباره يشكل القطاع الأكثر أستهلاك للميان,0.0454545454545454,0.1764705882352941
AHTD3A0830_Para2_4,حل معلم آخر لتلك الأوقات - المهرجان الأدبي -,حل معلم آخر لتلك الأوقات - المعرجان الأدبي .,0.0454545454545454,0.2222222222222222
AHTD3A0149_Para2_5,وإيواء من لا مؤى لهم .,وإيواء من لا مؤى لهم.,0.0454545454545454,0.3333333333333333
AHTD3A0474_Para3_4,"وصارت تعرف بالمقطعين الأخيرين، و هما ""تاروت""","وصارت تعرف بالمقطعين الأخيرين وهما ""تاروت""",0.0454545454545454,0.4285714285714285
AHTD3A0292_Para3_5,كالنبط على ما ذكرت والعرب المجهولين كل الجهل الذين لم يكن للمسلمين,عالنبط على ما ذكرت والعرب المجهولين كل الجهل الذين لم يكن للم سملمين,0.0454545454545454,0.25
AHTD3A0137_Para2_3,من بساطة في تصميمها وخفية عناصرها .ولنا الكثير من الأمثلة المشابهة,من بساطة في تصميمها وخغية عناصرها. ولنا الكثير من الأمثلة المشابهة,0.0454545454545454,0.2727272727272727
AHTD3A0577_Para2_4,لا يكون فقط بالتلقيح الصناعي ،وإنما مجرد نقل نويع ووضعه بجانب آخر.,لا يكون فقط بالتلفيح الصناعي، وإنما مجرد نقل نويع ووضعه بجانب آخر.,0.0454545454545454,0.25
AHTD3A0709_Para3_4,ملحوظاً في معدلات درجات الحرارة خلال العقود الجمس الأخيرة ناتجة عن,لحوظاً في معدلات درجات الحرارة حلال العقود الخمس الأخيرة ناتجة عن,0.0454545454545454,0.2727272727272727
AHTD3A0400_Para3_4,و مثلبة، وحاول طمس كل أثر لها وكل ما كان فيها، حتى ظهرت تلك الأيام,ومثلبة، وحلاول طمس كل أثر لها وكل ماكان فيها، حتى ظهرت تلك الأيام,0.0454545454545454,0.3333333333333333
AHTD3A0311_Para2_1,هذا، وإن مما يلاحظ على الكتابات العربية الجنوبية أن التي ترجع منها إلى العهود القديمة من,هذا، وإن مما يلاحظ على الكبات العربية الجنوبية أن التي ترج منها إلى العهود للقديمة من,0.0454545454545454,0.1875
AHTD3A0615_Para2_4,لعب دوراً اساسياً في تعاظم ظاهرة الاحتباس الحراري وفي التغيير الذي,لعب دوراً اساسياً في معاظم ظاصرة الاحتباس الحراري وفي التغير الذي,0.0454545454545454,0.2727272727272727
AHTD3A0480_Para3_1,وعلى مسافة اثني عشر ميلاَ من مكة جبل، يقال له جبل النورة، حيث تحرق,وعلى مسافة اثني عشر هيلاً من كة جبل، يقال له جبل النورة، حيث تحرق,0.0454545454545454,0.1428571428571428
AHTD3A0318_Para3_4,بحسب درجات الطول والعرض . وقد تكلم في كتابه على مدن البلاد العربية,يحسب درحات الطول والعرض. وقد تكلم في كتابه على مدن البلاد العربية,0.0454545454545454,0.3076923076923077
AHTD3A0615_Para3_1,نلاحظ من جدول 3 أن عدد سكان الأرض قد إزداد حلال القرن الثامن عشر #,نلاحظ من جدول 1 أن عدد سكان الأرض قد إزدداد خلال القرن الثامن عشر #,0.0454545454545454,0.2
AHTD3A0900_Para2_3,وان الحصول على مقاعد للدراسة فيهم بالنسبة للطلبة الأجانب يكون صعبه,وأن الحعول على مقاعد للدراة فيهم بالنسبة للطلبة الأجانب يكون صعبه,0.0454545454545454,0.2727272727272727
AHTD3A0218_Para3_2,الجانب المتغير هو الفاعلية الإنسانية التي يتعامل بها هذا التصور مع,الإجانب المتفير هو الفاعلية الإنسانية التي يتعامل يها هذا التصور مع,0.0454545454545454,0.2727272727272727
AHTD3A1169_Para3_2,والموارد المختلفة ، والحضارة الوسط تؤكد علينا بأن دورنا للحصول على,والموارد المختلقة، والحضارة الوسط تؤكد علينا بأن دورنا للحيول على,0.0454545454545454,0.2727272727272727
AHTD3A0501_Para3_3,#والتفاح والمشمش وأمثالها، فقد غرست في مناطق,# والمفاح والمشمش وأمثالها، فقد غرست في مناطق,0.0454545454545454,0.2857142857142857
AHTD3A0328_Para2_4,كانت معلقة على الكعبة،,مكانت معلقة على الكعبة،,0.0454545454545454,0.25
AHTD3A0666_Para2_1,الغازية الملوثة للغلاف الجوى، يعتبر هو المسئول عن التغير المناخي الذي طرأ على مناخ الأرض,الغازية الملوثة للغلاف الجوى، يقبير هو المسئول عن التغير المناخي الذى طرأ على مناخ الأرض,0.0454545454545454,0.1333333333333333
AHTD3A0668_Para2_4,الجفاف،الاعاصير،وحرائق الغابات .كما اشارت توقعات اخرى الى ان متوسط,الجناف، الاعاصير، وحرائق الغابات .كما اشارت توقعات اخرى الى ان متوسط,0.0454545454545454,0.3333333333333333
AHTD3A0994_Para3_2,الوطني والمجالات المحلية من خلال هدف مزدوج الاتجاه :  يرمي  اتجاهه,الوطفي والمجالات المحلية من خلال هدف مزدوج الاتجاه : يرمي اتجاهه,0.0454545454545454,0.2307692307692307
AHTD3A0969_Para3_1,الجالية المغربية المهاجرة إلى  الخارج : إذا كانت الهجرة المغربية نحو أوروبا قد تمت بشكل,الجالية المغربية المهاجرة إلى الخارج: إذا كانت الججرة المغربيعة نحو أوروبا قد تمت بشكل,0.0459770114942528,0.3125
AHTD3A0221_Para2_1,والإسلام لم يتعرض لأغلب الفنون القديمة، وهذا يوضح أن الإسلام أقر  أغلب ما كان موجودا من,والإسلام لم يتعرض لأغلب الفنون القديعة، وهذا يوضح أن الإسلام أقر أغلب ما عان موجودا منه,0.0459770114942528,0.2352941176470588
AHTD3A1081_Para2_2,علاوة على ذلك، يمكن الإشارة إلى أن الظواهر الأخرى مثل ظاهرة الدفيئة، والاحترار العالمي،,علاوة على ذلك، يمكن الإشارة إلى أن الظواهر الأخرى مثل ظاهرة الدفيئة ، والاصرار العالمي,0.0459770114942528,0.2857142857142857
AHTD3A0773_Para2_3,الطاقة النووية . فالمحطات التقليدية لا بد لها من أن تتخلص من الحرارة الفائضة التي ينطلق,الطاقة النووية. فالمحطات التقليدية لا بدلما من أن تتغلص من الحرارة الفائضة التي ينطلق,0.0459770114942528,0.3125
AHTD3A0315_Para2_3,ووردت فيها أسماء قبائل عربية كثيرة لولاها لم نعرف عنها شيئا: وقد استقى مؤلفوها وأصحابها,ووردت فيها أمماء قبائل عربية كثيرة لولاها لم نعرف عنها شيئا: وقد امتقى ؤلفوها وأصحاها,0.0459770114942528,0.2666666666666666
AHTD3A0925_Para2_1,على إنجاز البحث ومن هنا قد تكون الأطروحة تقليدية أو إبداعية ويكون الفاصل الرئيسي في ذلك,على إنجاز البحت ومن هنا قد تكون الأطروعة تقليدية أو ابدامية ويكون الفاصل الرئيسي في ذلك,0.0459770114942528,0.1875
AHTD3A1166_Para2_2,العلم النافع ليس فقط العلم الشرعي ولكن يضاف اليه علوم الحياة المختلفة التى تيسر للأفراد,العلم النافع ليس فقط العلم الشرعي ولكن يضاف إليه علوم الحياة المختلفة التي ييسر للأفراء,0.0459770114942528,0.2666666666666666
AHTD3A0538_Para2_4,التوسع السكاني . بالإضافة إلى السياسات الخاطئة المتبعة من قبل الحكومات لتسكين الأفراد .,التوسع السكاني . بالإضاقة إلى السياسات الخاطئة المتبعة من قبل الحكومات لمتسكين الأفراد،,0.0459770114942528,0.2857142857142857
AHTD3A0732_Para2_3,المائية 0.02 بليون متر مكعب سنوياً. تتفاوت المعدلات السنوية للتساقطات بين بلدان المنطقة,المائية 2.و. بليون متر مكعب سنوياً . تتفاوت المعدلات السنوية للتساقطات بين بلدان المنطقة,0.0459770114942528,0.2307692307692307
AHTD3A0971_Para3_3,وإن  تنصيص القانون  الأساسي الأول على مبادئ # الملكية الدستورية ،,وإن تنصيص القانون الأساسي الأول على مبادئ # الملكية الدستورية،,0.0461538461538461,0.3076923076923077
AHTD3A0546_Para2_2,أما تأثيرها في دماء أهل الشرق الأدنى وفي سماء سكان جزيرة العرب  ،,أما تأثيرها في دماء اهل الشرق الأدنى وفي سماء سكان جزييرة العرب ،,0.0461538461538461,0.2142857142857142
AHTD3A0776_Para2_3,إنتاج هذه الطاقة على كميات كبيرة من الفضلات المشعة  التى تشكل بحد,إنتاج هذه الطاقة على كمياة كبيرة من الفضلات المشعة التي تشكل بحد,0.0461538461538461,0.2307692307692307
AHTD3A0734_Para2_3,والأطفال. تؤدي هذه الأمراص إلى حصد أرواح الملايين من الأشخاص بسبب,والأطفال. تؤدي هذه الأواض إلى حصد أرواح الملايين من الأشخاص بسبب,0.0461538461538461,0.0909090909090909
AHTD3A0471_Para2_1,وفي شمال منطقة عدن صحراء تصل بالربع الخالي، يخترق الهضاب المهيمنة,وفي شمال منظقة عدن صعراء تصل بالربع الخالي ، يخترق الهضاب المهيمنة,0.0461538461538461,0.3636363636363636
AHTD3A0826_Para2_4,الرئيسي للبلومز بيري في لندن لأخذ # نسختي ، مررت بمشهد غير عادي .,الدئيسي للبلومز بيري في لندن لأخذ # نسختي ، مدرت بمشهد غير عادي.,0.0461538461538461,0.2857142857142857
AHTD3A0494_Para3_3,ممكنة وتكاليفها كثيرة بالنسبة إليهم، ثم إنها لا تستطيع تحمل طبيعه,ممكنة وتكاليفها كثيرة بالنسبة إليهم، ثم إنها ماتستطيع تصمل طبيعه,0.0461538461538461,0.2727272727272727
AHTD3A0647_Para2_1,الكهربائية المنتجة في محطات توليد الطاقه الكهربائية. أدى الإنفجار,الكدربائية المنتبجة في محطات توليد الطاقه الكمربائية. أدى الإنفجار,0.0461538461538461,0.3333333333333333
AHTD3A0410_Para2_2,هذه الكتب وعدّها، وما دامت الحال على هذا المنوال، فليس من المعقول,هذه الكتب وعدها، وما دامت الحال على هذا المنوال، فليسمت المعقول,0.0461538461538461,0.25
AHTD3A0622_Para3_1,تتكون المركبات العضوية من عنصري الكربون والأوكسجين بشكل أساسي وان,تتكون المركيات العضوية من عنصري الكربون والأوكسجين يشكل أساسب وان,0.0461538461538461,0.3
AHTD3A0578_Para3_2,كنحّالة وأيضا باحثة واتصالي بالنحالين في ليبيا لم أجد ما يشير إلى,كنقالةً وأيضا باحثة واتصالي بالنحالين في ليبيا لم أجد ما يشير إلى,0.0461538461538461,0.0833333333333333
AHTD3A0933_Para2_5,لممارسة حقوقهم التعليمية. وتستأثر الدولة أيضاً بعدة سلطات تنفيذية,لممارسة حقوقهم التعليمية، وتستاثر الدولة أيضاً بعدة سلطات تنفيذيه,0.0461538461538461,0.3333333333333333
AHTD3A1072_Para2_2,قبل مدته . فقيل له: ويحك استلبت لقمه الامير من يده وقد رفعها غليه,قبل مدته. فقيل له: ويحك استلبت لفمه الاقير من يده وقد رفعها غليه,0.0461538461538461,0.2857142857142857
AHTD3A0758_Para3_2,و تعتبر المصدر الرئيسي للطاقة بمختلف أنواعها سواء كانت إحفورية أو,وتعتبر المصدر الرئيسي للطاقة بمخقلف أنواعها سواء كانت إصفورية أو,0.0461538461538461,0.3636363636363636
AHTD3A0789_Para2_1,"أولاً :- اللغة : وصفها الدكتور ""محمود ذهني"" :- بأنها فصحى مسهلة ،","أولاً:- اللغة : وصفها الدكتور ""محمود ذهي"" :- بأنها فصحى مسهلة .",0.0461538461538461,0.3076923076923077
AHTD3A0374_Para2_4,"في المنقول منه  في كتاب ""الإكليل"" ما يشير الى # جاهليه وأصل جاهلي","في المنقول منه في كتاب ""الإكليل"" ما يشجر الى #جاهليه وأصل جاهلي",0.0461538461538461,0.2857142857142857
AHTD3A0466_Para3_3,الجبليه وفي المرتفعات المتصله بها التي في شرق البحر الميت وفي شرق,الجبليه في المرتفعات المتصله بها التي في شرق البحر المين و في شرق,0.0461538461538461,0.3333333333333333
AHTD3A0924_Para2_2,الإنتاج العلمي وليس الكم فلا توزن الأبحاث الأصيلة والتقليدية بنفس,الإنتاج العلمي وليس الكم فلا توزن الأبجاث الأصلية والتقليدية بنفس,0.0461538461538461,0.2
AHTD3A0543_Para3_2,الغابات ، ونظم الزيادة بمدى التغير الذي يتم إحرازه في برامج إدارة,الغابات ، ونظم النزيادة بمدي التغير الذي يتم إحرازه فن برامج إدارة,0.0461538461538461,0.25
AHTD3A0934_Para3_2,الملاحظة والاستكشاف للأجواء المحيطة بهم من طبيعة وأسرة ومجتمع. 5 ـ بث الثقة في الأطفال وتشجيعهم على التحلي بالمبادرة في أعمالهم .,الملاحظة والاستكشاف للأجواء المحيطة بهم من طبيعة وأسرة ومجتمع . 2.بث الثقة في الأطعال وتشجيعهم على التحلي بالمبادرة في أعالهم .,0.0465116279069767,0.2727272727272727
AHTD3A1014_Para3_1,حين زعمت أن التبذير إلى أن التبذير إلى مال القمار ومال الميراث وإلى مال الإلتقاط وحباء,حين زعمت أن التذير إلى أم التبذير إلى مال القمار ومال الحيراث وإلى مال الإلتقاط وجباء,0.0465116279069767,0.25
AHTD3A0311_Para2_2,تاريخ جنوب بلاد العرب، قليلة  وكذلك الكتابات التي ترجع إلى العصور الحميرية المتأخرة،أي,تاريخ جنوب بلاء العرب، قلية وكذلك الكتابات التي ترجع إلى العصور الحميرية المتأخرة، أي,0.0465116279069767,0.3571428571428571
AHTD3A0577_Para2_2,الأخرى و التي جاءت نتيجة الانتخاب المبرمج من قبل الإنسان أي أن الأولى فيما عدا التلقيح,الأخرى والتي جاءت نتيجة الاتتخاب المبرفج من قبل الإنسان أي أن الأولى فيما عدا التلقيج,0.0465116279069767,0.3125
AHTD3A1066_Para2_2,حسدا منكم لنعمته . فلا المفسد ينجو ولا المصلح  ## يسلم. فتكلم يوما فما زال يبخل كلاماً,حسدا منكم لنعمته . فلا المفسد ينجو ولا المصلح ي## يسلم . فتكلم يوما فما زال ييخل كلاقاً,0.0465116279069767,0.2777777777777778
AHTD3A0660_Para2_1,تعود أسباب ظاهرة الإحترار الكوني الى عدة أسباب كما يراها العلماء,تعود أسباب ظاهرة الإمترار الكوني إلى عدة اسباب كما يراها العلماء,0.046875,0.2727272727272727
AHTD3A0575_Para2_4,هذه النويعات أو السلالات الجغرافية حسب التوزيع الجغرافي أو اللون,هذه النويعات أو السلالات الجغرافيه حصب التوزيع الجغرافي او اللون,0.046875,0.3
AHTD3A0308_Para2_4,السنة المذكورة قبل الميلاد . والكتابات المؤرخة بموجب هذه الطريقة,السنة المذكوة قبل الميلاد و الكتابات المؤرخة بموجب هذه الطريقة,0.046875,0.3
AHTD3A0847_Para2_4,(السي الدي) ، لا أعتقد أن الكتب ستستبدل بمواد يتم تحميلها من على,(السي الدي)، لا أعتقد أن الكتب ستستبدل بموال يتم تحميله من على,0.046875,0.3076923076923077
AHTD3A0371_Para3_4,"الأنساب . و لا استبعد أن يكون السجل قد وضع في صدر الإسلام, حينما",الأنساب . ولا استبعد أن يكون السجل قد وضع في صدر الإسلام وحينما,0.046875,0.2857142857142857
AHTD3A0760_Para2_4,ألمانيا مركز الصدارة عالمياً في مجال أستغلال طاقة الرياح، و يبلغ,المانيا مركز الصرارة عالمياً في مجال أستغلال طاقة الرياح، ويبلغ,0.046875,0.3636363636363636
