GroundTruth,Prediction
الوظيفة مسَاعدةً اعترف فيها هو ذاته,الوظيقة مسَاعدةً اعترف فيها هو ذاته
امام امرأته وقد قالت لي امرأته عند وصولها,امام امرأته وقد قالت لي امرأته عند وصولها
EAK1A-140,EAK1A-10
ان يغَيّر عند اسَتلامه المبلغ وعند تصديق,ان يغَّر عند اسَتلامه الملغ وعند تصديق
الحكومة لهذا المبلغ خصوصاً وان يتردد بعد,الكومة لهذا المبلغ خصعصًا وان يتردد بعد
ما عرف من بغض المسيو بونسو لي للحملة التي قمنا,ما عرف منالمسيو بونسه لي للحملة التي قمنا
به ضده هنا لذلك أوَّد ان يؤكَّد عليه,به ضده ه لذلك اوّد ان يؤكّد عليه
الاستاذ اده تأكداً قريباً من الارغام,الاسناز اره تأكداً قريبً من الارغام
وكل هذا سَيبقى مكتوماً لان المعاش اتناوله,وكل هذا سَبتى لكتوماً لان المعاش اتناوله
من يد ايوب وعملي معه يكون بالسَر فانا,من يد ايوب وعملي معه يكون بالسَر فانا
اليوم ازوره في النهار مرتين ولا,ايوم ازوره في النهار مرتين ولا
احد يدري ما يحدث عنده من الاعمال,اصد يدري ما يحدث عنده من الاعمال
7,7
-٧-,-٧-
التصديق على المبلغ الاضافي. وبذلك,التصديق على المبلغ الاضافي. وبذلك
اسَتطيع مواصلة عملي هنا هذا ما,اسَتطيع مواصلةعملي هنا هذا ما
يمكن عمله وترون سيادتكم اني لم اطلب,يمكز عمله وترون سيادتكم اني لم اطلب
اليكم مسَاعدة غامضة بل عنيت امراًَ,ريك مسَاعدة غافضة بل عينت امراً
معلوماً سهلاً تحقيقه لان ناجح من جميع,معلوماً سهلاً تحفيق لان ناجح من جميع
جهاته.,جهاته.
اني واثق من صداقة ايوب ولكن يمكن,اني واثق من صداقة ايوب ولكن يمكن
EAK1A-140,EAK1AA-10
فاقرر اي الطريق يجب سلوكه.,فاقرر اي الطريق يحب سلوكه.
ان الاستاذ اده بحاجة الى مثلي في,ان الاستاذ اده بحاجة الى مشلي في
باريس فما على سيادتكم الاَّ تذكيره,باريس ما على سيادتكم الاّ تذكيره
بي وطلب مسَاعدته حتى يفعل ويقتنع,بي وطلب مسَاعدته حتى يفعل ويقتغ
واعذروا ياسيدي هذه التكلفة فقد التفت حولي,واعدروا ياسيدي هذ السككفة فقد التنت حولي
فلم اجد سوى سيادتكم واسمحوا لي ان اقبل اياديكم,ل احد سوى سيادتكم واسمحوا لي ان اقبل اياديكم
توفيق وهبه,توفيق وهبه
ثانياً,انياً
-٨-,-٨-
8,6
هذا واني انتظر صواب سيادتكم لاعرف,هذا وانيي انتظر صواب سيادتكم لاعرف
ولدكم,ولدك
عنواني على ظهر,عواني على ظهر
هذه الصحيفة,هذه الصخيفة
موقفي حتى إقرر نهائياً ما يجب عمله,موقفي حتى إقرر نهأئياً ما يجب عمله
اذ اني لا اريد ان اضطر الى السَرقة,اذ اني لا اريد ان اضطر الى الشَرقة
ولا الى الشحاذه ولا الى ارتكاب ما,ولا الى الشخاذه ولا الى ارتكاب ما
يرتكب العاطلون فلي عزة نفس ولي,يرتكب العاطلون فلي عزة نفس ولي
منزلة ادبية لا بأس بها ومن العيب,مزلة اربية لا بأس بها ومن العيب
ان اخسَرها بلحظةٍ ومن اجل لقمة خبز,ان اخسَرها بلحظة ومن اجل لقمة خبز
لذلك اوّد لو عجَلّتم بالامر كي اتدَبّر الحالة,لذلك اوّد لو بعجّاتم بالامر كي اتدَبر الحالة
EAK1A-142,EAK1A-1
بيدَ اني لم افهم ولم ادرِ كيف ينفّذ المعهود التكذيب المأمور بهِ هل يكذّب على صفحات,بيدَ اني لم افهم ولم ادرِ كيف ينفّذ المعهود التكذيب المأمور بهِ هل يكذّب على صفحات
الجرائد ما نشره فيها وليس في ما نشره الاَّ رسالةً تتضمن ما ناله من الرعاية والمجاملة,الجرأئد ما نشره فيها وليس في ما نشره الاّ رسالةً تتضمن ما ناله من الرعاية والمجاملة
وليس فيهِ شيء فوق العادة يقتضي التكذيب ثم المراسيم وهي صحيحة الاَّ اذا كان في الترجمة,وليس فيهِ شيء فوق العادة يقتضي التكذيب ثم المراسيم وهي صحيحة الاّ اذا كان في الترجمة
مبالغات لا وجود لها في الاصل او كيف يكذّب ما قاله في كتاباتهِ المعهودة . . .,مبالغات لا وجود لها في الاصل او كيف يكذّب ما قاله في كتاباتهِ المعهودة...
وبأيّة طريقة . . فمهما كان من الامر فيكفي ان المراجع العليا وقفت على الحقائق,وبأيّة طريقة..فمهما كان من الامر فيكفي ان المراجع العلي وقفت على الحقائق
وانجلى لها وجه الصواب والله من وراء حسن النيات فارجو من غيرتكم ان تتكرموا,وانجلى لها وجه الصواب والله من وراء حسن النيات فارجو من غيرتكم ان تكرموا
بالافادة عمَّا يجدّ بهذا الخصوص,بالافادة عمّا يجدّ بهذا الخصوص
علمتم سيادتكم ولا بدَّ ان قد وافق المجلس النيابي وصدر مرسوم بالحاق مجدل المعوش والبيرة,علمتم سيادتكم ولا بدّ ان قد وافق المجلس النيابي وصدر مرسوم بالحاق مجدل العوش والبيرة
وكفرنيس ووادي الست والجعايل الى قائمقامية الشوف ادارةً والى محكمة دير القمر قضاءً فما,وكفرنيس ووادي الست والجعايل الى قائمقامية الشوف ادارة والى محكمة دير القمر قضاءً فما
درى بالامر سيادة مبارك وحبيب باشا حتى قامت قيامتهما وأخذا يسعيان,درى بالامر سيادة مبارك وحبيب باشا حتى قامت قيامتهما وأخذا يسعيان
مطرانية صيدا المارونية,مطرانية صيدا المارونية
لا بطال هذا الالحاق وابقاء القرى المذكورة تابعة لقائمقامية عاليه فكتب,لا بطل هذا الالحاق وابقاء القرى المذكورة تابعة لقائمقامية عاليه فكتب
الى الاهالي يحرّضانهم للاحتجاج على هذا الالحاق وطلب البقاء في قائمقامية عاليه,الى الاهالي يخرضانهم للاحتجاج على هذا الالحاق وطلب البقاء في قائمقامية عاليه
بيت الدين (لبنان),بيت الدين البنان)
سيدي,سيدي
تشرفت من مدةٍ قريبة بجوابكم الكريم وسررت جدًّا وحمدت الله لتعافي غبطته ايده الله واستعادته,تشرفت من مدةٍ قريبة بجوابكم الكريم وسررت جدا وحمدت الله لتعافي غبطته ايده الله واستعادته
القوة والنشاط حفظ الله حياته الثمينة الى أجلٍ طويل لأجل مجدهِ الاعظم وخير طائفتنا,القوة والنشاط حفظ الله حياته الثمينة الى أجلٍ طويل لأجل مجدب الاعظم وخير طائفتنا
انه السميع المجيب.,انه السمي الجيب.
ثم تلقيت امس عجالتكم وطالعتها بامعانٍ وشكرت الله على ان نور الحقيقة أخذ يشرق ويتألّق,ثم تلقيت امس عبجالتكم وطالعتها بامعانٍ وشكرت الله على ان نور الحقيقة أخذ يشرق وتألّق
ويبدد ظلمات الاكاذيب والاوهام وشكرت ايضًا لسيادتكم على تفضلكم بافادتي عن ذلك.,ويبدد ظلمات الاكاذيب والاوهام وشكرت ايضاً لسيادتكم على تفضلكم بافادتي عن ذلك.
وسيادتكم تعلمون ما تسَتوزعه روح مثلي من,وسيادتكم تعلمون ما تسَتوزعه روح مثلي من
انكم لتذكون ما هو دور المدرسَة في حياة شعب وامة,انكم لتذكون ما هو دور المدرسة في حياة شعب وامة
فلسَت بمذكركم وانما اذكركم ان المدرسَة هي الى زغرتا,فلسَت بمذكركم وانما اذكركم ان المدرسَة هي الى زغرتا
احوج منها الى كل قرية ام مدينة غيرها . فما افقر اهدن,اجوج فيها الى كل قرية ام مدتية غيرها - فم افقر اهدين
وشبيبتها الى التهذيب والى الاخلاق الادبية! فهل هذا,وشبيبتها الى التهذيب والى الاصلاق الادبية! فهل هذا
الا ثمرة العلم ربيب المدرسة ؟,الا ثمرة العلم ربيب المدرسة؟
اما وقد عطفتم على هذه المدينة الفقيرة الى ما جاء,اما وقد عطفتكم على هذا المدينة الفغيرة الى ماجاء
والفنية بكل ما يختص بطيب العواطف وبسَلامة النية,والفنية بكل ما يختص بطيب العداطت ويسَلامة النية
وبياض القلب ووجعلتم لها من شخصيتكم الكريمة يداً,وباض الغلب ووجعلتم لها من شخصيتكم الكريمة يدًا
بيضاءً فانني ليرتاح فؤادي من هذا النحو حتى ان,بيضاء فانني ليرتاح فؤادي من هذا اشحو حتى ان
يسَمح ان لي بالوقت الكافي لاشرح لمولاي بلسَان معرفة,يسَمح ان لي بالوقت الكافي لاشرح لمولاي بلسَان معرفة
يمشي في طريق الجلجلة - انه يسَتلهم كل نفع وكل,يمشي في طريق الجلجلة - انه يسَتلهم كل نفع وكل
الجلي والاقرار بهذا الفضل الكبير تشكراتي الصادرة,الجيل والاقرالر بهذا الفض الكبير تشكراتي الصادرة
عن قلب بنوي خالص ولاسيما بعد ان علمت ان سيادتكم,عن قلي ينوي خالص ولاسيما بعد ان علمت ان سيادتكم
تنوون ارسَال تلميذين الى مدرسَة عليا : الاول الى فرنسَا,تنوون ارسَال تلميزين ان مدرسَة عليا : الاول الى فرنسَا
والثاني الى مدرسَة الاباء اليسَوعيين لىتعلموا بدورهم ما,والثاني الى مدرسة الاباء اليسَوعيين لتعلمو بدورهم ما
2,2
خير ليزرعه بين قوم هو فرد منه انتقاه تعالى,خير ليزرعه بينا قوم هو فرد منه انتقاه تعالى
عزَّ وجلَّ خادمًا لانجيله. اما وقد شرفني بدعوته,عزَّ وجلَّ خادماً لا نجيله. اما وقد شرفني بدعوته
وعاهدت امتي الصغيرة - اعني الزغرتاويين . ان اكون لها,وعاهدت امتي الصغيرة - اعني الزغرتاديين - ان اكون لها
بكل ما فيَّ بقلبي ولسَأني - فانه يشرح فؤادي ان,بكل ما فيّ - بقلبي ولسَأني - فانه يشرح فؤادي ان
عطفكم واهتمام سيادتكم بهذا البلد الصغير العزيز,عطفكم واهتمام سيادتكم بهذا البلد الصقير العزيز
وحصيصاً المدرسَة- اجل يا مولاي ان اجمل ما احلم بهِ,وحصيصً المدرسة - اجل يامولاي ان اجمل ما احلم به
وهنا نحن اليه احوج من كلٍ غيره - الادب والمدرسَة.,وهذه نحن اليه اهوج من كلٍ غيره - الادب والمدرسَة.
يحملونه ليعلموه لاخوانهم ويريحوا به النفوسَ التائىهة.,يحملوته يعلموه لاخوانهم ويربحوا به النفوسَ الناهة.
الى اكثر كهنة تسَعون بهم ليحققوا ما تتمنونه من خير كبير,الى الت كهنة تسَعون بهم ليحققا ما تتمنونه من خير كبير
للدين وللطائفة وللامة ولزغرتا خاصة وربكم لا يضيّع اجرًا.,للدين للطائفة وللامة ولزغرتا خاصة وربكم لا يضيع اجرًا.
في الختام اسألكم ان تقبلوا هذه العواطف الخالصة,في الختام اشالكم ان تقبلوا هذها العواطف الخالصة
والصادقة وان تشملوني برضاكم ودعاكم مع,والصادقة وان تشملوني برضاكم ودعاكم مع
تكراري بلثم انامل سيادتكم - حفظكم الله للدين والادب ولولد,تكراري بثم انامل سيادتكم - حفظكم الة للدين والادي ولولد
سيادىكم,سيادتكم
حليم الخورى,حليم الخورت
عن باريسَ فى ٣ - ١١ - ٣٠,عن بارئيس ٣ - ١١ - ٣٣٠
غدا سيكون عندنا حفلة ادبية برئاسَة صاحب النيافة,غدا سيكوت عندنا حفلة ادبية براسَة احب الشيافة
الكردينال Binet رئيسَ اسَاقفة Besançon.,الكردينال  رئيس اسَاقفة s
هنا ولما كان كل عندي من عواطف الشكر لا يكفي,ها ولما كان كل عندي من عواطف الشكر لا يكفي
سعاده,سعادة
الاهدني,الاكدني
لاسَداء ما يوجبه الجميل فانني اتقدم باعلام مولاي,لاسداء ما يوجيه الجميل فانني اتقدم باعلام مولاي
ليكون على حقيقة من امري في هذا وليشملني بعطف,ليكون على حقيقة من امريب في هذا وليشملني بعطف
جديد خاص وليقبل من فتاه ما يقدر ان يقدمه,جديد خاص ويقبل من فناه ما يقدر ان يقدمه
فهو يسَأل انه ان ينظر الى سيادتكم خصيصًا باسَم,فهو يسأل اله ان ينظر ايا سيادتكم خصيصاً باسَمر
زغرتا فيطيل بايام رئاستكم لترى اهدن منبت الدويهي,زغرنا فطيل بايام رئاستكم بترى اهدن منبت الدويهين
الكبير - من لطف وعطف سيادتكم - اثرًا طيبًا تحفظه لكم,الكبير - من لطف وعطف سيادتكم - اثرًا طبًا تحفظه لكم
- منقوشًا في صدرها - مع الاجيال وذكرًا خالدًا يحمله,- منقوشً في صدرها - مع الاجبال وذكرًا خالدًا يحمله
لحضرة الحبر الجليل والراعي النبيل سَيادة المطران عبدالله الجزيل الاحترام,لحضرة الحبر الجليل والراعي النيل سَيادة المطران عبدلله الجزيل الاحترام
والتمرد على الانظمة والقوانين ونحن بحياتنا كلها لم يُسَمع عنا على اننا,والتحرد على الانظمة والقوانين ونحن بحياتنا كلها لم يُسمع عنا على اننا
افترينا وتعدينا على حقوق الناسَ وسَيادتك تعلم عنا كل شيء.,افترينا وتعدينا على حقوق الناسَ وسَيادتك تعلم عنا كل شيء.
هذا وبما ان وآلدنا اصبح مسَناً وخاطره مكسَور بموت اكثر العائلة,هذا وبما ان وآدنا اصبح مَناً وخاطره مكسَور بحموت اكثر العائلة
فعليه والحالة هذه نكلف سَيادتك بان تنوب عنا وعنه وان تجد لهذا الشيء,فعليه والحالة هذه نكلف سَيادتك بان تتوب عنا وعنه وان تجد لهذا الثيء
حد ونعهد اليك بحل هذا المشكل حلاً نهائياً وان تخبرنا عن كل,جد ويفهد اليك بحل هذا المشكل حلاً مهائياً وان تخبرنا عن ك
ما تضحيه بسَبيل هذا المشكل نقدم لك بكل ممنونية كل ما تطلبه عند اول,ما تضحيه بسَبيل هذا المشكل تقدم لك بكل ممنونينة كل ما تطلبه عند اول
اشارة. عائلنا تشترك معنا بتقبيل اناملكم مع طلب بركاتكم واطال الله بقاكم,اشارة. عائلنا ششرك معنا بتقبيل اناملكم مع طلب بركاتكم واطال الله يقكم
لاولادك,لاولادك
.Joe. J. Allen,Wp
جبرائيل سَعد العلم,جبرايل سَعد العلم
بعد لثم ايديكم الطاهرتين والتماسَ بركة ادعيتكم على الدوام. وبعده تناولنا,بعد لثم ايديكم الطاهرتين والتماسَ بركتة ادعياتكم على الدوام. وبعده تناولنا
.Weslaco Texas,oe
يوسَف وطانيوسَ,يوسَف وطانينوسَ
.U. S. A,4.
في هذا اليوم كتاباً من سَيدنا الوالد يصرح به عن سَيادتكم وتشريفكم الى,في هذا الليوم كتاباً من سَيدنا الوالد يصرح به عن سَيادتكم وتشريفكم الى
قرية عبدين وتوجهكم لعندنا لاجل النظر والحكم على المتعدي ظلماً ولما عرفتم,قرية عبدين وتوجهكم لعندنا لاجل النظر والحكم على المتعدي ظلماً ولما عرفتم
الحقيقة وتلاعب مختار عبدين وابن عمه على املاكنا حملتم عليهم حملات عنيفة,لحقيقة وتلاعب مختاد عبدين وابن عمه على املاكنا حملتم عليهم حالات غيفة
ولم تكتفوا بهذا بل وبختموهم توبيخاً مرّاَ على عملهم وافترأهم,ولم تكتفوا بهذا بل وبختموهم توبيخاً مراَّ على عملهم وافتراهم
فتراجعوا عن غيهم ولكن علمنا ايضاً ان بعد ترككم عادوا الى العنف,فتراجعوا عن غيهم ولكن علمنا ايضاً ان بعد ترلكم عادوا الى العنف
واخذوا يجددوا المتاعب والمشاغب ثمَّ اخرجوا كشفاً باملاك عمومتنا,واخذوا يجددوا المتاعب والمشاغيب ثمّ اخرجوا كشفاً باملاك عمومتنا
الياسَ وحنا فما هو حق هؤلا الجماعة علينا يا ترى غير اختراع التزوير,الياسَ وحنا فما هو حق هؤلا الجماعة علينا باترى غير اختراع التزوير
EAK1A-146,EAK1A-14
شريكه عزيز الخوري قبل وفاء الدين ثم اشترى املاك دومط قبل وفاء الدين,شريكه عزيز الخوري قبل دفاء الدين نم اشترى اسملاك دومط قبل وفاء الدين
هذه الاملاك التي تبلغ قيمتها عشرة الاف ليره ذهبية حلّلها يوسف لنفسه ولشريكه بثمن قدره خمسون ليره,هذه الاملاك التي تبلغ قميها عشرة الاف لي ذهبدية حلّلها يوسف لنفسه ولشريله بمى قدر. جمسوبر لي
ذهبيه ذكروها ثمنا فى الصك والحال ان لا تمن واحتج بانه دائن بهذا المبلغ ولا دين له اكثر من,ذهبيه ذكروها شمنا فى الصك والحال ان لا تمن واحتج بانه دائن بهذا المبلغ ولادين له اكثر من
عشرة الاف غرش لان الاحكام التي يحتج بها مدفوعة قيمتها من يد حضرة الخوري يوسف رشديين عندما اشترى الحرش,عشرة الاف قرش لان الاحكام التي يحتج به مدفوعة قيميتها من يد حضرة الخوري يوسف رشديين عندما اشترى الحورش
بتاريخ يرجع الى ثلاث سنوات تقريبا وبقيت الاحكام مع يوسف وعزيز ضد وصولات عادية استلمها دومط,بتاريخ يرجع الى ثلاث سنوات تقريبا وبقيت الاحكام مع يوسف وعزيز ضد وصولاً عادية استلمها دومط
بحضوري واستعادها يوسف فى هذه الاثنآء للاحتجاج بان الثمن ضد ديون سابقة,بحضوري واستعادها يوسف فى هذه الاثناء للاضتجاج بان الشمن ضد ديون سابقة
لم يكتف يوسف بارتكاب هذ الجريمة التي تحرمها شرايع العالم اجمع بل ينوه باسم من أجله واحترمه,لم يكتف يوسف بارتطاب هذه الجريمية التي تحرمها شرايعم الصالم اجمع بل ينوه باسم من أجله واحترمه
واحترامه ملء قلوب افاضل اهل الشرق والغرب نعم هكذا صرَّح واعطى غيري من الدائنين سندات,واحترامه مل اقلوب افاضل هل الشرق والغرب نعم هكذذا صرّح واعطى غيري من الدازنين سندات
من امضاء بديونهم وقال بانه اخذ الاملاك مدفوع لاجل اضاعة ديني فقط,من امضاء بيديونهم وقال بانه اخذ الاملاك مدفوع لاجل اضاعة ديني فقط
نعم يا سيدي انه يرتكب الجريمة وليصم اسمى مقام بفعلته الممنوعة,نعم باسيدي انه يرتكب الجريمة وليصم اسمى مقام بفعلته المفوعة
سيادة سيدي الحبر الجليل المفضال المطران عبدالله خوري الجزيل الاحترام,سيادة سيدي الحبر الجليل المفضال المطران عبدالله حخوري الجريل الاحترام
ولماذا يكون ذلك ألَستُ صاحب حق اليست سنداتي رسمية اليست صورة الحساب,ولماذا يكون ذلك ألستُ صاحب حق اليست سنداتي رسمية اليست صورة الحساب
بعد التشرف بلثم اناملكم الطاهرة واسَتمداد ادعيتكم الخيرية اعرض غير خفي على سيادتكم انه بطلب لي,بعد التشرف بكم انامكم الطاهرة واسَمداد اوعيتكم الخجرية اعرض غير خفي على سيادتكم انه بطلب لي
دينا من ذمة دومط وانطونيوس بطرس ابي عساف بموجب صك بيع وفآء قبضت بعضه بواسطة دائرة الاجرآء,دينا من ذمة دومط وانطونيوس بلطروس ابي عساف بموجب حك بيعه دفاء قبضت بعضه بواسطة دائرة الاجرآء
عندما باعت من الخوري يوسف رشدبين الاملاك المرهونة لاجل المدين وبقي لي من ذلك المدين مبلغ الف ومايتين,عندما باعت من الخوري يوسف رشيدين الاملاك المرهونة لاجل المدين وبقي لي من ذلك المدين مبلغ الف وما يشين
وسبعة وستين ليره سورية,وسبعة دشين ليه سورية
ولي ديون اخرى بذمة المرحوم امين شعنين مربوطة بسندات مسجلة,ولي ديون اخرى بذمة المرحوم امين سعنين مربوطة بسندات مسجلة
وقد ظهر فى هذه الايام رجل حلَّل لنفسه استملاك املاك المديونين لاجل اضاعة حقي فاشترى,وقد ظهر في هذه الايام رجل حلَّل لنفسه اسملاك املاك المدونين لاجل اضاعة حقي فاشترى
اولا الاملاك المتروكة عن امين شعنين قبل وفاء الدين ثم اشترى من انطونيوس دومط املاكه باسم,اولا الاملاك المتروكة عن امين شعين قبل وفاء الدير ثم اشترى من انطونيوس دومط املاكه باسم
موجودة بايديهم وهي تدل باننا لم ناخذ منهم فائدة تزيد عن التسعة بالماية,موجودة بايديهم وهي قول باننا لم ناخذ منهم فائدة تزبد عن التسعة بالماية
ذلك لم يتمكن فهو والحالة هذه لم يكن شجاعًا,ذلك لم يشمكن فهو والحالة هذه لم يكن شجاعًا
الحاصل عودتمونا على تحمل اثقالنا ووصلنا الى درجة ان ديننا اضحى بذمة سيادتكم فارجو,الحاصل عودتمونا على تحمل اثقالنا ووصلنا الى درجة ان ديننا اضحى بدمة سيادتكم فارجو
التفضل باداءه من صندوقكم ولا اقول انه بكلمة يدفع الرجل حقنا بل باشارة فقط,التفضل باداء. من صندوقسَم ولا اقول انه بكلمة يدفع الرجل حقنا بل باشارة فقط
لو كانت صحتى تساعدني كنت تشرفت بالذات ولكنى حتى الآن بعد العملية الجراحية لا اتمكن,لو كانن صحتى تساعدني كنت تشرفت بالنذات ولكن حتى الآن بعد العمدية الجراحية لا اتكن
من السير الطويل فتفضلوا بافادتي ما تأمرون,من السَير الطويل فتفضلوا بافادتي ما تأمرون
ومن صندوقكم واسَلمونا بالدعاء سيدى,ومن حضدوقكم واسَلونا مالبدعاء سيد
٢٤ تشرين الثانى ٩٣,٢٤ تشريه الثان ٩٤٠
وفى كل حال اطلب هذا الحق من يدكم,وفي كل حال اطلب هذا الحق من يدكم
سَمو الدعا,سَحد الده
ولدكم,والد
أاضحى يوسف جبور ثقة ونحن بلا ثقة هوذا ابناء الطائفة في جوارنا فهل منهم,أأخحى يوسف جبور ثقدَ ونحز بلاثقة هوذا ابناء الطائفة في جوارنا فهل منهم
نحىب,
بولس,لو
من يقول اننا منعنا انفسنا وصناديقنا عن كل معاونة تلزمهم ايقوم يوسف جبور,من يقول امنا منصنا الفسنا وصناديقنا عن كل معادنة تلزنهم ايقوم يوسف جنبور
بما قمنا بهِ نحوهم نحن ووالدنا من قبلنا واذا اعتاضوا عنا بهِ فهل ان المزاحمة,با قمنا بهِ نحوهم تحن ووالدا من قبلنا واذا اعتاضوا عنابهِ فهل ان المزاحة
تتصل لدرجة هضم حقوقنا لنا الله اننا لا نزاحم ولا نعامل احد فى صواب يوسف,تتصل لمدرجة هضم حقوذنا لنا الله انا لا نزاحم ولا نعامل احد في صوار يوسف
جبور ولكن هل يجوز تهريب الاملاك لاجل هضم الدين,جبور ولكن هل يجوز تهريب الاسلاك لاجل هضم الديه
أليست هذه الفعلة شنعآء أليست مما يوجب اضطراب المعاملات والتضييق حتى على اكارم,أليت هذه الفعلة شنصاء أليست ما يوجب اضطراب المعاملاً والتضديق حتى على اكارم
الناس,الاس
ان يوسف جبور لم يفعل فعله على غفلة مني فقط بل كان ذلك حين مرضي المميت ولولا,ان يوسف جبور لم يفصل فعله على غفلة مني فقط بل كان ذلك حين مرضي المسيت ولولا
اقضي نصفه في المدرسة المارونية (تدريس ومناظرة)، والنصف,اقضي نصفه في المدرسة المارونية (تدريس ومناظرة)، والنصف
لرجل الدين والدنيا. ولا يسَعني إلا ان اكرر الآن عبارات,لرجل الدين والدنيا. ولا يسَعني إلا ان اكرر الآن عبارات
الشكر والثناء عليكم لما لقيت من سَيادتكم، خلال هذه الصيفية،,الشكر والثناء عليكم لما لقيت من سَيادتكم، خلال هذه الصيفية،
من العناية والاهتمام بشخصي الحقير . حقاً انكم غمرتموني بفضلكم،,من العناية والاهتمام بشخصي الحغير . حقاً انكم غمر تموني بفضلكم،
مولاي، وجعلتم لي الشهرين الماضيين من أُسَعد واهنأ بل,مولاي، وجعلتم لي الشهرين الماضيين من أُسَعد واهنأ بل
أسعد واهنأ أيام حياتي ؛ تفضلوا اذن بقبول عبارات,اسعد واهناأ أيام حياتي؛ تفضلوا اذن بقبول عبارات
الشكر هذه المقرونة بأخلص التمنيات. ثم ارجوكم ، سيدي،,الشكر هذه المقروفة بأخلص التمنيات. ثم ارجوكم ما سيدي،
ان تشملوا دائماً برضاكم الثمين، من وقف حياته على ارضائكم,ان تشملوا دائماً برضاكم الثمين، من وقف حياته على ارضانكم
كل حين،,كل حين،
الخوري يوحنا صفير,الخوري يوحا صفيها
عبدكم المخلص,عبدكم المخلص
الآخر اقضيه بين الدرس (في غرفتي الخصوصية في البطركخانة),الآخر اقضيه بين الدرس (في غرفتي الخضوصية في البطركخانة)
والتدريس (في مدرسة راهبات القلب الاقدس، في غمره).,والتدريس (في مدرسة راهبات المقلب الاقدس، في غمره).
هذا ملخص بروجرامي الحالي والتوفيق في المستقبل من الله,هذا ملخص بروجرامي الحالي والتوفيق في المستقبل من الله
بمعونة بركة دعائكم لأجلي.,بمعونة بركة دعائكم لأجلي.
سيدي، ان لسَاني لن يكف عن الثناء عليكم، ولن,سيدي، ان لسَاني لن يكفا عن الثناء عليكم، ولن
انسَى فضلكم ومعروفكم وغيرتكم ما دمت حياً ؛ فاني صباح,انسَى فضلكم ومعروفكم وغيرتكم ما دمت حياً ؛ ذاني صباح
مسَاء اذكركم في صلواتي اقراراً بالجميل ولكي يطيل الله عُمْركم,مسَاء اذكركم في صلواتي اقراراً بالجميل ولكي يطيل الله غمرتم
ويحفظكم دائماً سَنداً للطائفة العزيزة واماماً للدين واكمل مثال,ويحفظكم دائماً سَنداً للطائفة العزيزة واماماً للدين واكمل مثال
EAK1A-149,EAK1A-14
زاد على ماكنا نعلمه عن استعدادات المدعي العام Régis . Mancet,زاد على ماكنا نعلمه عن استعدادات المدعي العام ssae
اذ انه كان سبق وكتب للاستاذ صقال ناصحاً له ان لا يتداخل في هذه القضية,اذ انه كان سبق وكتب للاستاذ حقال ناصحاً له ان لا يتداخل في هذه القضية
وان يعدل عن متابعتها فيما لو كان سبق وتداخل فيها وتجاسر فقال لى ان,وان يعدل عن متابعتها فيما لو كان سبق وتداخل فيها وتجاسر فقال لى ان
الدعوى لا شك مفقودة فلا فائدة من بذل التعب والاموال فنرجو,الدعوى لا شك معقودة فلا فائدة من بذل التعب والاموال فنرجو
سيادتكم ان تعلمونا فيما اذا كان من اللازم ان نحتج على تحكيم رجل متحيز الى,سيادتكم ان تعلمونا فيما اذا كان من اللازم ان نحتج على تحكيم رجل متخيز الى
طرف الاخصام او اذا كنتم تفضلون ان تقوموا بما يلزم من ذلك اوفق,طرف الاخصام او اذا كنتم تفضلون ان تقوموا بما يلزم من ذلك اوفق
بكثير واضمن لنجاح القضية راجين سيادتكم ان تغضوا الطرف عن ازعاج,بكثير واخمن لنجاح القضية راجين سيادتكم ان تفضوا الطرف عن ازعاج
خاطركم آملين النجاح الكامل من وراء مساعيكم والطائفة جمعاء,خاطركم أملين النجاح الكامل من وراء مساعيكم والطاففة جمعاء
بالاخص الحلبيون يحفظون لسيادتكم طي قلوبهم اعطر ذكر واخلص شكر,بالاخص الجلبيون يحقطون لسيادتكم طي قلوبهم اعطر ذكر واخلص شكر
لما بذلتموه وتبذلونه من الهمة الموفقة في هذه القضية مكررين ما بدأنا,لما نذلتموه وتبذلونه من الهمة الموققة في هذه القضة مكررين ما بدأنا
مطرانية الموارنة بحلب,مطرانية الموارنة بحلب
الداعى لسيادتكم,الداعى لسيادتكم
به من تقديم واجب الاعتبار والدعاء طال عزيز وجودكم بالاقبال,به من تقديم واجب الاعتباب والدعاء طال عزيز وجودكم بالاقبال
حلب في ٥ ت٢ سنة ٩٣١ الداعى لسيادتكم,حلب في ٥ ت٢ ن ٩٣
مطران حلب,مطراب حلب
محاىل احرس,بحاىل احى
Archevêché Maronite,Achêé Mo
D'ALEP,D'EP
Alep (Syrie),A Sy
سيادة الحبر الجليل المفضال المطران عبدالله خوري النائب البطريركي الكلي الشرف والجزيل الاحترام,سيادة الحجبر الجليل المفضال المطران عبدالله خوري النائب البطريركي الكلي التشرف والزيل الاحترام
بعد تأدية واجب الاحترام والدعاء لسيادتكم ارسلنا اليكم الى تاريخه مكتوبًا مضمونا,بعد تأدية واجب الاحترام والدعاء لسيادتكم ارسلنا اليكم الى تاريخه مكتوباً مضمونا
وفيه تقرير الذي كان وضعه محامينا الاستاذ فتح الله صقال وبعد ذلك,وفيه تقرير الذي كان وضعه محامينا الاستاذ فتح الله حقال وبعد ذلك
