GroundTruth,Prediction
به د مخې نه يوې ډډې ته كېدو.,به د مخې نه يوې ډډې ته كېدو.
وخت د پښتو اکېډيمۍ ډايريکټران صاحبان راغلي دي,وخت د پښتو اکېډيمۍ ډايريکټران صاحبان راغلي دي
مونږ د نواز طائر صېب نوم د يو ښۀ,مونږ د نواز طائر صېب نوم د يو ښۀ
په جنت کښي مزے د دنیا لټۍ,په جنت کښې مزے د دنيا لټۍ
"پوليټکل ايجنټ مسټر بيسټ مړۀ شو""","پوليټکل ايجنټ مسټر بيسټ مړۀ شو"""
ښکلې روزمره خوندې کړې شوې ده نو بل اړخ ته,ښکلې روزمره خوندې کړې شوې ده نو بل اړخ ته
افضل خان نه دي راوړي .,افضل خان نه دي راوړي
ښكاره ثبوت دے. په دغه ورپسې كال كښې يې د,ښكاره ثبوت دے. په دغه ورپسې كال كښې يې د
نو ده دغه بغاوت وچقوؤ او کله چې په دوئم ځل دغې پاڅون سر راپورته کړو نو ده,نو دۀ دغه بغاوت وچقو او کله چې په دويم ځل دغې پاڅون سر داپورته کړو نو دۀ
حرارت مې زېزمې وسوې ولې راغلې,حرارت مې زېز مې وسوې ولې راغلې
دا سيمه چې دَ اوسني سياسي او انتظامي تقسيم له کبله څومره,دا سيمه چې دَ اوسني سياسي او انتظامي تقسيم له لبله څومره
په ۱۵۲۵ء کال کي ومنو،نو په دې حساب او د تواريخ حافط رحمت,په ۱۵۲۵ء کال کې ومنو،نو په دې حساب او د تواريخ حافض رحمت
څومره لوئے عظمت لري,څومره لوئے عظمت لری
ماتولو هڅه وكړي نو ډائريكټر ته به دا اختيار حاصل,ماتولو هڅه وكړي نو ډائريكټر ته به دا اختيار حاصل
په بنده ګانو دې زۀ هسې نازېدمه,په بندهګانو خو دې هسې نازېدمه
ډرامه د قيصه ايز ادب اهمه برخه ده,درډرامه ده قيصه ايز ادب اهمه برخه ده
شروع شو ـ  خو کۀ مونږ اوګورو، پښتنو ددې اهميت ډېر پخوا,شروع شو ـ خو کۀ مونږ اوګورو، پښتنو ددې اهميت ډېر پخوا
کردار لوبولے شي. خو د تعليمي ترقۍ سره سره د فن ترقي هم په دې,کردار لوبولے شي. خو د تعليمي ترقۍ سره سره د فن ترقي هم په دې
چې دا د يو انسان په ذهني او جذباتي عناصرو کښې جوړښت پېدا,چې دا د يو انسان په ذهني او جذباتي عناصرو کښې جوړښت پېدا
پښتونولۍ دغه ټول قاعدې او قوانين نن هم په پښتنه,پښتونولۍ دغه ټول قاعدې او قوانين نن هم په پښتنه
څه قابل قدر كار نۀ تر نظره كېږی.,چه قابل قدر كار نۀ تر نظره كېږی.
يو عام رواج دے ـ   دَ جينۍ رنګ ورو په ورو زيړېدو او,يو عاړ رواج دے ـ  د جينۍ رنګ روپه رو زيړيدو او
سرفراز د سعادت وه,سرفراز د سعادت وه
زۀ خاموشه خاموشي دَ هدېرې ووم,زه خاموشه خاموشي دهدېرې ووم
راغونډ کړل ـ د پښتنو دغه دروند مشر شاه منصور(صوابئ),راغونډ کړل ـ د پښتنو دغه دروند مشر شاه منصور صوالبی
دَ مينې انتها دَ حقيقت غېږې ته رسي,دَ مينې انتها د حقيقت غېږې ته رسي
"ځكه نو اكېډمۍ د اهم ګام پورته كړو او ""ديرائد درست",ځكه نو اكېډمۍ د اهم ګام پورته كړو او ديرائر درست
كړ چه پرې وپوهېږی.,كړچه پرې وپوهېږی.
ښه په قلاره به چړې ته وږدي مرۍ په ګټه,ښه په قلاره به چړې ته وږدې مرۍ په ګټه
لانجه ورانه کړې وه ـ  دَ امير افغانستان سره په اړيکو دَ عمرا خان,لانجه وراڼه کړې وه ـ  دَ امير افغانستان سرۀ په اړيکو ده د عمرا خان
شكريه مشال، توقير، تواب شاه او شېخ امتياز شامل,شكريه مشال، توقير، تواب شاه او شېخ امتياز شامل
دے چې دے د حضرت ابراهيم (ع) پلار ؤ، ولې ځنې نور ئې د هغوي تره ګڼي.  اذر  په قصص القران,دے چې دے د ابراهم ) پلار وو ـ ولې ځنې نور ئې د هغوي تره ګڼي ـ اذر په قعيصه الران
زړۀ پۀ تختۍ ليکلې او بيا يې د سينو نه سينو ته د يو اوږد,زړۀ په تختۍ ليکلى او بيا يې د سينو نه سينو ته د يو اوږد
ستا نه زاريږو قربانيږو,ستا نه زارېږو قربانيږو
فيرنګي ورکړے وو ـ  او بيا دَ قاديانيت په سبب په ستمبر کال,فيرنګي ورکړے وو ـ  او بيا دَ قاديانيت په سبب په ستمبر کال
خدايه تر څو به مشري ددې خړ سرو,خدايه تر څو به مشري ددې خړ سرو
انديښنې د چتی زړه کښې,اندېښنی د چنې زړه کښې
ماپرې د خپلې ماضي هره تياره اووينځله,ما پرې د خپلې ماضي هره تياره اووينځله
دے بې حسابه,دے بې حسابه
وخت د مشرۍ پۀ ګدۍ ناست ليدے شي ـ کله چې شاه جهان پۀ ربيع الاول,وخت د مشرۍ پۀ ګرۍ ناست ليدے شي. کله چې شاه جهان په ربيع الاولى
ژوند تېر کړي. يعنې د حسن د فلسفې په راز دې ځان پوهه کړي.,ژوند تېر کړي. يعنې د حسن د فلسفې په لراز دې ځان پوهه کړي
ستا ياد پکښې د خپلې ساه انګۍ په بېرته اوري,ستا ياد پکښې د خپلې ساه انګۍ په بېرته اوري
سلام پاکستان,سلام پاکستان
ور پورته شوه . میرمن یی د مخ ددوازی او میړه يی د شا ددروازی,ور پورته شوه میرمین یی د مخ دروازی او میړه يی د شا د روازی
موضوع څۀ قېد نشته او نۀ ئې څۀ,موضوع څۀ قېد نشته او نۀ ئې څه
او د زړۀ  بيماري راته لګېدلې وه نو زما لور او زوم,او د زړه بيار راه لېدلې وله نورمالوراو زوم
مماثلت يو جديد اسلوب اؤ رنګ دے,مماثلت يو جديد اسلوب اؤ رنګ دے
د اخوند دروېزه په کتابونو کښې تذکره الابرار والاشرار، ارشاد,د اخون دروېزه په کتابونو کښې تذکره الابرار والاشرار، ارشاد
ښۀ ده ښۀ ده دا,ښه ده ښه ده دا
ګر چې مې د زړۀ د درمان کلے دے,ګرچې مې د زړه د رمان کلے دے
کردار نګارى د دنيا دهرې ژبې د ادب د هغې,کردار نګارى د دنيا دهرې ژبې د ادب د هغې
او ځان ئې بيخي تش لمنې او بې ښې محسوس کړو,او ځان ئې بيخي تش لمسې او بې ښې محسوس کړو
وار به زمونږ تېر دَ مرګه شي خو را به نۀ شي,وار به زمونږ تېر دَ هرګه شي خو را به نه شي
آدم خان به ځنې څه غوښتل په کور کښې,آدم خان به ځنې څه غوښتل په کور کښې
د پښتو اولسى ادب رومانوى کردارونه,د پښتو اولسى ادب رومانوی کردارونه
ځمکه لمده نهٔ شوه باران ختم شو,ځمکه لمده نۀ شوه باران ختم شو
په تور لحد کې به ښيرې درته کومه,په تور لحد کې به ښېرې درته کومه
"ښاغلي رفيع چې په خپل کتاب ""دَ خلکو سندرې "" کښې دَ عمومي","ښاغلي رفيع چې خپل کتاب د خلکو سندرې"" کښې و عمومي"
د خوشحال د خاطر جزم,د خوشحال د خاطر جزم
هم خپله وظيفه نۀ شي ترسره کولے. نو ځکه په صحيح ډول کتلو او,هم خپله وظيفه نۀ شي تر سره کولے. نو ځکه په صحيح ډول کتلو او
د يار مزاج مې هم د دې ملک د قانون پۀ شان دے,د يار مزاج مې هم د دې ملک د قاتون پۀ شان دے
د نسخې نه استفاده وكړی.,د نسخې نه استفاده وكړی.
هغه د مجرد او عام فهمه ټکو د استعمال خلاف دے. د هغۀ,هغه د مجرد او عام فهمه ټکو د استعمال خلاف دے د هغه
ستا نه لوګے شم ستا نه ځار ستا نه قربان وطنه,ستا نه لوګے شم ستا نه ځار ستا نه قربان وطنه
چې لاره مې خطا کړله په غم کښې د دوران,چې لاره مې خطا کړله په غم کښې د دوران
"د هغه نوم "" ډنګر"" ياد کړے دے. ولې مقامي خلق دغه نامه ""ډنګري""","د هغه نوم "" ډنګر ياد کړے دے. ولې مقامي خلق دغه نامه ""ډنګري"""
د جذبو بدلون پکار دے چې د هر چا سره سيال شو,د جذبو بدلون پکار دے چې د هر چا سره سيال شو
كه نيستګار وی كه خوېش وی,كۀ نيستكار وی كه خوش وی
ته شي,لهش
ياسيت،، د احساس محرومۍ او ذلت ښکار شي  او د کوټلي او,اسيت، د احساس محرومۍ او ذلت ښار شى او د کوټلې او
عوامو په خوله وي ـ  دَ ټنګ ټکور سره هم وئيلې شي ـ  دَ مرګ و,عوامو په خوله وي ـ  دَ بنګ ټکور سره هم وئيلې شي ـ  دَ مرګ و
خواجه محمد بنګش هم په هغه نوم وركو شاعر,خواجه محمد نكش هم په هغه نوم وركو شاعر
مخې ته د نعتيه مجموعو په صورت کښې راځي.د دغه,مخې ته د نعتيه مجموعو په صورت کښې راځى. د دغه
با با ته ډېر مشکلات پيدا کړی وو ـ  چې پکښې د اشرف خان,بابا ته ډېر مشکلات پېدا کړي وو ـ  چې پکښې د اشرف خان
نشته نوبدلې ته د سندرې وئيلو هڅې شوى دى,منشته نوبدلې ته د سندرې وئيلو هڅې شوی دی.
عبدالقيوم مشواڼي، څېړنيار لطف الله صابر د څېړنې په جريان کښې,عبدالقيوم مشواڼي څېړنيار لطف الله صابر د څېړنې په جريان کښې
تر اوسه پورې څه كم و زيات د څلوېښتو كتابونو,تر اوسه پورې سه كم وزيات د څلوېښتو كتابونو
محمد نواز طائر د درخانۍ د مړينې په ترڅ كښې ليكي:,محمد نواز طائر د درخانۍ د مړينې په ترڅ کښې ليکي
دغه ليکنې ئې د پښتو نثري ادب يوه لويه او بېش بها سرمايه,دغه ليکنې ئې د پښتو نثري ادب يوه لويه او بېش بها سرمايه
كتابونو كښې يو منتخبات خوشحال خان,كتابونو كښې يو منتخبات خوشحال خان
خدمتګار تحريک، ترقي پسند تحريک زياته توجه نظم,خدمګار تحريک ترقي پسندوريب زياته توجه نظم
څومره ورتې ورتې لمبې مې له نظره اوځي,څومره ورتې ورتې لمبې مې له نظره اوځي
ځانته يو جوت مقام لرى. پروفېسر داورخان داود,ځانته يو جوت مقام لري. پروفسر داور خان د اود
وروستو بيا دا کور يواځې زما پلار ته,وروستو بيا دا کور يواځې زما پلار ته
دازما وطن دے په مثال لکه جنت,دا زما وطن دے په مثال لکه جنت
د فطرت صرف يو مظهر سره مطابقت لري لکه,د فطرت صرف يو مظهر سره مطابقت لري لکه
پروفېسرانو او طالبعلمانو زمونږ سره,پروفېسرانو او طالبعلمانو زمونږ سره
اودريږى . اوبيائې خبره يوڅه دتکبر له غږ سره يوځائې کړه . بيا نو زۀ پوهه,اودرېږى. او بيانې خبره يو څه دتکبر له غږ سره يو ځائې کړه بيا نو زه پونه
راواخسته خو څرنګه چې دا خيال مذهبى نۀ ؤ بلکې يو,يا واخسته خو څرنګه چې دا خيال مذهبى نه ؤ بلکې يو
غائب شو ـ روستو ئې خلقو ډير لټون وکړو ٰخو هغه چرته غائب شو بيا ئې هيڅ,غائب شو ـ  روستو ئې خلقو ډېر لټون وکړو خو هغه چرته غائ شو بيائ يڅ
"ذکر کوی ""څه نومونه په دګه مثنوۍ کښې داسې هم بيان",ذکر کوی. څه نومونه په دګه مثنوۍ کښې داسې هم بيان
جوړ دے د اسلام په نوم ښکلے پاکستان دے,جوړوے د اسلام په نوم ښکلے پاکستان دے
بل دَ مانکي ملا يې مل,بل دَ مانکې ملا يې مل
غاړې غرونه خبردار دي چې مجنون يم,غاړې غرونه خبردار دی چې مجنون يم
دَ زنځيرونو دَ شړنګار قيصه لا ختمه نۀ ده,دَ زنځيرونو د شړنګار قيصه لا ختمه نۀ ده
ګوره چې عطر راوريږي کنه,ګوره چې عطر راوريکي کنه
چنانچه وقت نماز پيشين روز جمعه وقت پرآمدن,صنانجه وقت نماز پيشين روز ججعه وخت آمدن
د يو کامياب اېډمنسټرېټر په حېث د طائر صېب,د يو کامياب اېډمنسټرېسټر په حېث د طائر صې
بلکې نباتات  حېوانات د دې قانون د دائرې نه هم بهرتي وي,بلکې نباتات حيوانات د دې قانون د دائرې نه هم بهرتي وي
اخېر د کوم کوم جهالت نخښې پۀ دوئې کښې نشته,اخېر د کوم کوم جهالت نخښې پۀ دوئي کښې نشته
استازے د الله دے د پوره انسانيت,استازے د الله دے د پوره انسانيت
د وخت تېرېدو سره څومره څومره چې وګړى ګڼېدل دومره,د وخت تيرېدو سره څومره چې وګړى ګندل دومره
فورس جوړ کړے شو ـ  او دغه ناروا کارونه يې بيا هلته هم اوکړۀ ـ,فورس جوړ کړے شو ـ  او دغه ناروا کارونه يې بيا هلته هم اوکړۀ ـ
رواني، رنګيني، نصائح، غربت، امارت، ټولنه,رواني رنګيني نصائع غربت امادت ټولنه
ترجمه: اکبرخان د دوست مخمدخان زوے ؤ. څوک,ترجمه: اکبرخان د دوست مخمدخان زوے ؤ. څوک
د سرود د رقص او د ژړا سبب,د سرو د د رقص او د ژړا سب
ده   ليلا   زما   وطن   د ه    پښتون    وينه,الا زما وطن  پښون وينه
يوې تحقيقى مقالې ليکلو د پى,يوې تحقيقی مقالې ليكلو د پی
روهی سندرو يوه مهمه برخه ده,روهی سندرو يوه مهمه برخه ده
وړومـــبے سر د انقـــلاب ؤ,وړومبے سر د انقـابؤؤ
ګورنر ما تخت د صوبې درجه ورکړے شوه ـ,ګورنر ما تخت د صوبې درجه ورکړے شوه.
چې ما به لټوله کله هم د تېښتې لار,چې ما به لټو له کله هم د تېښتې لار
کړے او بيا ئې د هغې اصلاح دپاره علاج هم ښودلے,کړے او بيا ئې د هغې اصلاح دپاره علاج هم ښودلے
د ګلالو وطنه ، دننګيالو وطنه,د ګلالو وطنه د ننګيالو وطنه
غوندې قلندر ته ګران کار نه ښکاري او هسې هم,غوندې قلندر ته ګوان کار نه ښکاري او هسې هم
او د پټې خزانې دځينو رواياتو له مخه يې د ژوند څه تت,او د پټې خزانې د ځينو رواياتو له مخه يې د ژوند څه تت
وي ـ عجيبه خبره خو دا ده چې د ترهه ګرۍ,وې ـ  عجيبه خبره خو دا ده چې د ترهه ګرۍ
دغو ټولو كښې د باز درې بسكۍ دې ته ډېره نزدې او عزيزه وه،,دغو ټولو كښې د باز درې بسكۍ دې ته نزدې او عزيزه وه،
هارون الرشيد په ۳ جمادی  الثانی ۱۹۳ هه مطابق ۸۰۹ء وفات شو ـ  او په طوس کښې (چې ورته مشهد هم وئيلې شی),جامي الرشيه په ۱۳ ۳ا ال ي ۱۹ ه مطابت ۱۰ء وفات شو ـ او په لوس کښې دې ورته شمه ه وئيلې شي)
څوک به څنګ په پرهرونو کښې اوده شي,څوک به څنګه په پرهرونو کښې اوده شي
چې ډېره ښۀ ده خو مونږ خو,چې ډېره ښۀ ده خو مونږه خو
او اصطلاحات د اكېډمۍ د منشا او اختيار مطابق,او اصطلاحات د اكېډمۍ د منشا او اختيار مطابق
اخر به تېر شي دَ نيمګړي دنيا وار په خوار,اخر به تېر شيې دَ نيمګړي دنيا وار په خوار
بابا دغه وائې سمه نه ده ـ  بلکې مونږ ئې د مبالغې سره تعبيرولې شو ـ,بابا دغه وائي سمه نه ده  بلکې مونږ ئې د مبالغې سره تعبيرولې شو ـ
د كلاسيكی شعری او نثری متونو د تدوين پرواز ته څانګونه ټپول.,د كلاسيكی شعری او نثری متونو د تدوين پرواز ته څانګونه ټپول.
چې مقتل ته په خندا اؤ په نڅا ځم,چې مقتل ته په خندا او په نڅاځم
ټوکی ، د میلمه ټوکی، نجسی ټوکی، مرداری ټوکی ، بدی ټوکی ،,ټوکی، د میلمه ټوکی، نجسی ټوکی، مرداری ټوکی ، بدی ټوکی
کفارو پسې پاسه,کفارو پسې پاسه
چې د نورو سپاهيانو (احديانو) سره ئې د خوشحال څوکيداري کوله. خوشحال,چې د نوره سپاهيانو (احديانو) سره ئې د خوشحال څوکيداري کوله ـ خوشحال
كار سرته رسولے دے او د اولسی ادب سره په تړلی بېلا,كار سرته رسولے دے او د اولسى ادب سره په تړلی بېلا
دا زمونږ دل وجان ، دل وجان پاکستان,دا زمونږ دل وجان دل وجان پاکستان
احترام دَ ښکلو نور څنګه کېدې شي,احترام دَ ښکلو نور څنګه کېدې شي
"د هغۀ فکر دا په پوره ډول وړاندې نۀ کړے شول. يعنې هغه ""جلال"" د","دَ هغۀ فکر دا په پوره ډول وړاندې نۀ کړے شول يعنې هغه ""جلال"" د"
پروت صحرا جګ شوی غرونه,پروت محرا جګ شوې غرونه
او روشونه تر نظر لاندې ونۀ ساتلے شو او د راروان,او روشونه تر نظر لاندې ونۀ ساتلے شو او د راروان
ځانله يو دوه درې لوېشي اسمان لرم,ځانله يو دوه درې کوېشي اسمان لرم
په متن كښې په ګڼو ځايونو كښې د فارسۍ,په متن كښې په كفو ځايونو كښې د كارسی
په ملګرۍ کښې که هر څه دررسي,په ملګري کښې که هر څه دررسي
تړلي ولاړ يُو. شېخ روان شو. او چې څۀ موده پس روم ته,تړلي ولاړ يو شخ وان شو او چې څه موده پس روم نه
دَ خوشحال بابا دَ زمانې نه راپه دېخوا دَ يوې اوږدې وقفې نه پس,د خوشحال بابا د زمانې نه راپه دېخوا د يوې اوږدې وقفې نه پس
زړۀ کښې جذبه د محبت لرمه,زړۀ کښې جذبه د محبت لرمه
عبارت چې ترې ښکلا ده،مصطفی دے مجتبی دے,عبارت چې ترې ښکلا ره، مصطفي دے مجتبي دے
هر څۀ نه زيات د قدر، عزت او وقار خبره ده۔ ځکه خو,هر څۀ نه زيات د قدر، عزت او وقار خبره دهـ ځکه خو
ده كېږی. كۀ د هغې د زړي لټون,ده كېږی كه د هغې د زړی لټون
تېشه کا,تېشه کا
او قامونو په صف كښې خپل ځائے,او قامونو په صف کښې خپل ځائے
د باطل ناترسه ګوتې,د باطل ناترسه ګوتې
ځله چاپ شوے دے. د پښتو اكېډمی، چې مقصد يې صرف او صرف مستند او,ځله چاپ شوے دے. د پښتو اكېډمی، چې مقصد يې صرف او صرف مستند او
مذهبى او ادبى ټپې دى او ځنې د ټوقو ټقالو مسخرو او,مذهبى او ادبى ټپې دى او ځنې د ټوقو ټقالو مسخرو او
سيمينارونو او کانفرنسونو کښې هم,ستيمارونو او کانفونو کښې هم
حورې به تاته پسخوومه,خوري به تا ته پسخوومه
په لطيفو فنونو کښې د خپلو خوښو اظهار کولے شي.,په لطيفو فنونو کښې د خپلو خوښو اظهار کولے شي
د پاکستان خاورې,د پاکستان خاورې
پښتون صرف پښتون دے دا نور نومونه خو,پښتون صرف پښتون دے دا نور نومونه خو
سپاهي د پاکستان يمه سپاهي د پاکستان,سپاهي د پاکستان يمه سپاهي د پاکستان
﻿ؤ. ولې زړه ئې د انسان ؤ. هم له دے امله هغه به په هر مسخ شوي شکل کښې د انسانانو,و. ولې زړۀ ئې د انسان وو هم له دے امله هغه په هر مسنخ شوې شکل کښې داسانانو
په غزل کښې د ليکوال شخصيت يو رومانوي، جمال پرست، مينه کوؤنکے،,په غزل کښې د ليکوال شخصيت يو رومانوي جمال پرست مينو کوونکے
او بل د دې کتاب د مطالعې نه پس مې په زړۀ,او بل ددې کتاب د مطالعې نه پس مې په زړه
د مور مينه,د مور مينه
پۀ ښار د مصر کښې غوغا شوه,پۀ ښار د مصر کښې غوغا شوه
د انسانانو د حقونو دعوېدار څۀ وائي؟,د انسانانو د حقونو دعوېدار څۀ وائي
دا خپل زړګے مې خپل دے لکه وړاندې څنګه ؤ,دا خپل زړګے مې خپل دے لکه وړاندې څنګه و
وي يا په مکمل ډول بدليدونکے نه وي۔ په ټولو معاشره,وي يا په مکمل ډول بدلېدونکے نه وی۔ په ټولو معاشره
ډير په اطمينان ئې د درس و تدريس کار تر سره کولو.دغه وجه وه,ډېر په اطمينان ئې د درس و تدريس کار تر سره کولو.دغه وجه وه
پر تا دې هیڅ نۀ کیږې یاره,پرته دې هېڅ نۀ کیږي یاره
داسې ملګرے خو چې نه وي ښه,داسې ملګرے خو چې نۀ وي ښه
تاريخ لری. په دې مقدمه كښې د شاعر د ټاټوبی،,تاريخ لری په دې مقدمه كښې د شاعر د ټاټوبی
اوښائست چې يوځائې شى نو فسادونه خوبه,او ښائست چې يو ځاې شي نو سادونه خوبه
ونيولو,ونيولو
وو ـ  دَ کال ۱۹۷۷ء په انتخاباتو کښې ملاکنډ ايجنسي,وو ـ  دَ کال ۱۹۷ء په انتخاباتو کښې ملاکنډ ايجنسۍ
ډېره مينه او درد لري ـ ددې قام بې وسي,يره مينه او درد لري ـ  ددې قام بې وسي
نمرپرېواته هر طرف ته د پښتون او پيرنګى مشت,او نمر پرېواته هر طرف ته د پښتون او پيرنګي مشت
فيرنګے ځي سوات ته په زور,فيرنګے ځي سوات ته په زور
اے زما خوږه وطنه،اے وطنه په ما ګرانه,اے زما خوږه وطنه،اے وطنه په ما ګرانه
لاړ پښـتو سره جـــنت ته,لاړ پښتو سره جنـت ته
وو نۀ ئې خط وو,وونه ې خط وو
اصناف لکه غزل، رباعى، قطعه، مثنوى، قصېده، مثلث، مربع،,اصناف لکه غزل، رباعى، قطعه، مثنوى، قصېده، مثلث، صربع
په لویه لاره کې مې کور دی,په لويه لاره کې مې کور دی
نشين دروېش ؤ، د خپل وخت د بادشاه، بلکې شهنشاه په,تشين دروېش ؤ ـ د خپل وخت د بادشاه، بلکې شهنشاه په
په خپل يار پسې مفتون شه چې شه,په خپل يار پسې مفتون شه چې شه
هر څه چې وو خو ټپې جلاله او د جلاله ګودر دواړو ته دائمى,هر څه چې وو خو ټپې جلاله او د جلاله ګودر دواړو ته وائمې
هم مخې ته راتلو نو وروره! د اباسين صېب به په تش,هم مخې ته راتلونو وروره! اباسين صېب به په شش
ناظر پخپله داسې دے لکه غزل د غزل,ده دې پ ده ه  ه
کورونوکښې سازونه,کورونو کښې سازونته
ستا د بې کچه تغافل دغه بې سره بلا,ستا د بې کچه تفافل دغه يې سره بلا
خان، جمال خان او د ګل خان د قتل الميه پېښه,خان، مجمال خان او د ګل خان د قتل الميه پېښه
ما چې د خپلې څېړنې په موقعه د پښتو اکېډمۍ د,ما چې د خپلې څېړنې په موقعه د پښتو اكېډمۍ د
شو ـ ددې نه علاوه د هغوي دا ډېر لوئے خواهش ؤ چې,شو ـ  ددې نه علاوه د هغوي دا ډېر لوئے خواهش ؤ چې
د اسلام د ايمان,د راسلام د ايمان
ارسلاخان نومې يوسفزى سردار سره د فيرنګيانو,ارسلاخان نومې يوسفزي سردار سره د فيرنګيانو
وبا  وه ـ   دويمه وبا په کال ۱۹۱۸ء کښې راغلې,وبا وه ـ دويمه وبا په کال ۱۱۸ء کښې راغلې
د دې ترکيبي جزونو اصل نوع معلومولو دپاره د,د دې ترکيې جرولو اصل لوم معلومولو دپاره د
اور ئې ولګي په خونه چې عاشق شي,اور ئې ولګى په خونه چې عاشق شى
دوه,دوه
﻿بلکې ټول يورپ هم د هغۀ د تنقيدي خيالاتو اثر قبول کړو,بلکې ټول يورپ هم د هغۀ د تنقيدي خيالاتو اثر قبول کړو.
صحيح نه ده چې کوم مشکلات او مسائل دي د هغوئي,صحيح نه وه چې کوم مشکلات او مسائل دي د هغوئي
کړے شي چې غزل غزل هم پاتې شي او وخت,کړے شي چې غزل غزل هم پاتې شي او وخت
په لويه اديره کښې د هزار خانۍ نومې کلي سره نزدې,په لويه اديره کښې د هزار خانۍ نومې کلي سره نزدې
د يوې کور وادنې نامه ده  ـ  اؤ ددې بی بی په پئيو,د يوې کوروادني نامه ده ـ اؤ ددې بې بی په پئيو
جمهوريت او د پښتانه په معاشره كښې د مېرمنو په,جمهوريق او د پښتانه په معاشره كښې د قېرمو په
وو.چې کله به ترې ورتې ورتې سلګۍ جوړې شوې.نو,وو چې کله به ترې ورتې ورتې سلګۍ جوړې شوې نو
د وجود سره سره روح هم خېر طرف ته په سفر وي.او د,د وجود سره سره روح هم خېر طرف په سفر وي.او د
د بل په جنګ کښې مو شپېتۀ زره سرونه ايښي,د بل په نم ښې موشپې ته زړه سرونه ايښي
کښې د خېرات، رحم او ورکړې بې کچه زيات جذبات وو. هغه غريبانو، مظلومانو,کښې د حيدات رحم او ورکړي بې کچه زيات جذبات وو .  هغه غريبانو، مطلومانو
په نیمه شپه مې سترګې ډنډ ولاړې دینه,په نیمه شپه مې سترګې ډنډ ولاړې دینه
چېنې ورته د مېنې د زيږون راواړوه,چېنې ورته د مېنې د زيړون راواړوه
لفټننټ کرنل پاؤلر او لفټننټ کرنل ايډوډز پۀ مشرۍ,لفټنټ کرنل پاؤلر او لفټنټ کرنل ايډوډز پۀ مشرۍ
چې زه اسمعيل بن حماد بن ثابت بن نعمان بن مرزبان يم، مونږ,چې زه اسمعيل بن حماد بن ثابت بن نحمان بن مرزبان يم، مونږ
رانمائی. د دې سره سره دا فهرست د,رانمائی. د دې سره سره دا فهرست د
جوړه په خپل حسن يو,جوړه په خپل حسن يو
د وجې چې کله صوبه بندکړے شو ـ,دوجې چې کله صوبه بند کړے شو
جهالت پرې راخور کړے ماښامے دے,جهالت پرې راخور کړے ماښامے دے
” په کال ١٩٩١ء کښې په کوئټه کښې د جاپاني,په کال ١٩٩ء کښې په کوټټه کښې د جاپانۍ
ما په ورغوي په نکرېزو لولکۍ اوويستې,ما به ورغوي په نګريزو لولکۍ  اووستې
دَ باغ درې شهيدان,د باغ ددې شهدان
، يوسف خان شېربانو، دلے او شهۍ، مومن,يوسف خان شېربانو، دلے او شهۍ، مومن
ښاغلی صديق الله رشتين د,ښاغلی صديق الله رشين د
خوږ پاکستان وطنه ،خوږ پاکستان وطنه,خوږه پاکستان خوږ پاکستان وطنه
مقبول، شافع امم، رحمت اللعالمين، شفيع المذنبين،,مقبول، شافع امم، رحمت اللعالمين، شفيع المذنبين،
په لکونو په کروړونو دې بها ده,په لکونو به کروړونو دې بها ده
ټول جهان په زلفو کښې راګېر کړه چې اودۀ شي,ټول جهان په زلفو کښې راګېر کړه چې اودۀ شي
مونږ له په زمکه  خدائے راکړے عاليشان جنت دے,مونږ له په زمکه خدائے راکړے عاليشان جنت دے
خپله رائې داسې څرګنده کړى ده. ستر نقاد او محقق,خپله رائې داسې څرګنده کړې ده. ستر نقاد او محقق
زۀ تلمه خو چا وکړلو اواز دَ زندګۍ,زۀ تلمه خو چا وکړلو اواز دَ زندګۍ
ستا کور زما دزړه,ستا لور زما د زړه
﻿ارمان که د ديدن دے ملازې دي يا د حسن,ارمان دے که ديدن دے ملازې دي ياد حسن
وغېره شامل دي ـ  خو يو شعر کښې خوشحال بابا وائي چې لازواله بادشاهي,وغېره شامل دي. خو په شعر کښې کيمسرو ته خوشحال بابا وائي چې لازواله بادشاهي
وپښتنې ته مائيل شی,وپښتنې ته مائيل شی
ؤ....................................... وروستو دغه باغ كښې افلاطون,ؤ..... ه.  ه کښې افلاطونو
د افسانې موضوع,د افنساني موضوع:
صديق په صداقت کښې,صريق په صداقت کښې
عظمت لپاره معيار مال او دولت نه دے، بلکې ښه اخلاق او ښه,عظمت لپاره معيار مال او دولت نه دے، بلکې ښه اخلاق او ښه
ترجمه: او نۀ دی پېدا كړی مونږه اسمان او زمكه او هغه,ترجمر او نۀ وی پېدا كری مونږه اسمان او زمكه او هغه
په اووه کروړه کښې ګوره اهل نشته,په اووه کروړه کښې ګوره اهل نشته
"ذکر کوي . ""د چنګېز خان خپل نوم تموچين (فولاد) وه ـ","ذکر کوي ـ ""د چنګېز خان خپل نوم تموچين (فولاد) وۀ ـ"
هټچسن د جمالياتي حِس باندې ډېره ترجيح ورکړې ده,هټچسن د جمالياتي حِس باندې ډېره ترجيح ورکړې ده
خپور د پښتو ټولنی د سېوری لاندې په كال ۱۳۵۴ش,خپور د پښتو ټولنی د سېوری لاندې په كال ۱۰۳ش
افغانستان پوځي نقشې احمد شاه مسعود ته ښيي او د هغې لارښوونې,افغانستان پوځ نقشې احمد شاه مسعود ته ښيي او د هغې لارښوونې
