GroundTruth,Prediction
سَادࣸوَرْدَسࣸکَيْ أَللَلَّا   حَرْتَڧَارٜيٰ تَايِي صَلَّا,سَادࣸوَرْدَسࣸکَيْ أَللَلَّا حَرْتَڧَارٜيٰ تَايِي صَلَّا
ࢽَاتَ طَࢽْ بَتَبَرْسࣸ سࣸࢽْ سَکٜىٰبَا,ࢽَاتَ طَࢽْ بَتَبَرْسࣸ سࣸࢽْ سَکٜيٰبَا
عِࢽْ بَࢽْدَ حَالِࢽْ طَࢽْ أدَمْ مَيْ غَرْدَمَا    بَايَاغَࢽِࢽْ لَيْڢِࢽْسَ سَيْ ࢽَمࣸتَاࢽٜيٰ,عِࢽْ بَࢽْدَخَاࢽِࢽْ طَࢽْ أَدَمْ مَيْ غَرْدَمَا  بَايَاغَࢽِࢽْ لَيْڢِࢽْسَ سَيْ ࢽَمࣸتَاࢽٜيٰ
شِي سَࢽِي کَࢽْ مَيْدَبَاوَا طَامَڢِي غِرْمَࢽْ مࣸرࣸوَ,شِي سَڧِيْ کَࢽْ مَيْدَبَاوَا طَايَڢِي غِرْمَࢽْ سࣸرࣸوَا
ڢَطَاتَمَالَمْ بَامَيْمࣸسࣸوࢽَتَا    سَيْ جَاهِلِي وࣸوڢِࢽْ دࣸوࢽِيَا,ڢَطَاتَمَالَمْ بَامَيْمࣸسࣸوࢽَتَا سَيْ جَاهِلِي وࣸوڢِࢽْ دࣸوࢽِيَا
إِࢽْکَلࣸوَرَکَٜࢽىٰمِ عِلْمࣸ     مࣸواسَشّٜىٰࢽْ أَرْزِکِࢽْمࣸ,إِࢽْکَ أوَرَکَࢽٜىٰمِ عِلْمࣸ  مࣸواسَشٜىٰࢽْ أَرْزِکِࢽْمࣸ
کࣸطَوْرَامࣸسࣸڢَ کَايَࢽْ ࢽَاکࣸ وَࢽْدَسࣸکَاإِيَا ؞  کَبِيسࣸ أَسَࢽّࣸ کࣸࢽجِ ذَࢽْثٜيٰ مࣸحَمَّدَا,کࣸطَوْرَامࣸسࣸڢَ کَايَرْ ࢽَاکࣸ وَࢽْدَسࣸکَاإِيَا ؞ کِيِيسࣸ أَسَࢽّࣸر کࣸࢽْجِ ذَࢽْثٜيٰ مࣸحَمَّدَا
دَبَسࣸيْ ڧَوْاذࣸواْأَدࣸࢽِيَابَا,دَبَسࣸيْ ڧَوْاْذࣸواْأَدࣸوࢽِيَابَا
شَاڢِوَࢽْ طَرِيڧَ دࣸکْ أَکࣸومْ غَرَاتِبِي ؞  إِتَمَاکَرَامَ ثٜيٰ کࣸذࣸوکࣸجِ ڢَاءِدَا,شَاڢِوَࢽْ طَرِيڢَ دࣸکْ أَکࣸومࣸ غَرَاتِبِي ؞ إِتَمَاکَرَامَ ثٜيٰ کࣸذࣸوکࣸجِ ڢَاءِدَا
إِࢽْ عَࢽْ غَࢽْشِ مَادَرِيغَا تَکِرْکِ  سَيْ عَࢽْ شَاجِࢽِࢽْ جِکِي بَابࣸ عَاعَ,إِࢽْ عَࢽْ غَࢽْشِ مَادَرِيغَاتَکِرْکِ  سَيْ عَࢽْ شَاجِࢽِࢽْ جِکِي بَابࣸ عَاعَ
عٜيِنࣷبٜ جَت٘ࣸبٜلَࢽْ عٜجَن٘ࣸبٜبٜࢽْ عٜبٜى جَنّࣽيْبٜ بٜࢽ هَا هٜوْتَ بࣸرْطࣽ مࣽجَاسَتَا,عٜينࣷبٜ جَن٘ࣸبࣸلَࢽْ عٜجَن٘ࣸبٜبٜࢽْ عٜبٜࢽجَنّࣸيْبٜ بٜࢽْ هَاهٜوْتَ بࣸرْطࣽ مࣽجَاسَتَا
يَارَࢽْ دَذَاأَيْ ڧَرْشَࢽْ دࣸوࢽِيَا   غࣸورِࢽْسࣸو سَيْسࣸيْ مَࢽْيَارِيغࣸࢽَا,يَارَࢽْ دَذَاأَيْ ڧَرْشَࢽْ دࣸوࢽِيَا  غࣸورِࢽْسࣸوسَيْسࣸيْ مَࢽْيَارِيغࣸࢽَا
دَبَکَيْ دَيْدَي أَدࣸوࢽِيَابَا,دَبَکَيْ دَيْدَيْ أَدࣸوࢽِيَابَا
أَغِدَࢽْ بَازَاسࣸ وَارࣸوَابَا,أَغِدَࢽْ بَازَاسࣸ وَارࣸوَابَا
إِࢽْ بَکَ مَࢽْتَادَلَاخِرَابَا,إِࢽْ بَکَ مَࢽْتَادَلَاخِرَابَا
کࣸووَايَبَرْصَلَّادَغَࢽْ غَࢽْڢَ تَاوࣸثٜىٰ  ؞  يَکَاشَاعَذَابَ غࣸوبٜ إࢽْجِِ مࣸحَمَّدَا,کࣸووَايَيَرْصَلَادَغَࢽْ غَࢽْڢَ تَاوࣸثٜيٰ ؞  يَکَاشَاعَذَابَ غࣸوبٜ إِࢽْجِ مࣸحَمَّدَا
اَلْحَجِّ اَلحَسَࢽْ بࣸࢽࣸ تَاتَا کَࢽࣸو اللَّهࣸمَّ أغْڢِرْهࣸ,اَلْحَجِّ اَلْحَسَࢽْ بࣸࢽࣸ تَاتَاکَࢽࣸواَللهࣸمَّ أَغْڢِرْهࣸ
إِࢽبَارَحْمَرْأࣸبَࢽْ غِجِيبَا,إِࢽْبَارَحْمَرْأࣸبَࢽْ غِجِيبَا
بَايَࢽْ تَعَلَىٰ سࣸمَتَاشَامَکِي بَتَسَࢽْ شِغَابَاتَطَيْ طَيْشٜيٰ دَوَا,بَايِࢽْ تَعَلَىٰ سࣸمَتَاشَامَکِي بَتَسَࢽْ شِغَابَاتَطَيْ طَيْشٜيٰ دَوَا
ڢَدࣸومِࢽْ دَرَجَرْ شَيْخࣸ جَيْلِي دَاَحْمَدࣸ   اَلرّࣸڢَاعِي دَبَدْوِي حَرْدَسࣸوڧِ ࢽَاَحْمَدَا,ڢَدࣸومِࢽْ دَرَجَرْ شَيْخࣸ جَيْلِي دَأَحْمَدࣸ  اَلرّࣸڢَاعِيِّ دَبَدْوِي حَرْدَسࣸوڧِ ࢽَاحْمَدَا
ࢽَايَبَاࢽِ دَسَࢽّࣸوسَࢽّࣸو    سَىْ ࢽَجِيسࣸ دࣸکَࢽْ سَࢽَࢽّࣸو,ࢽَايَبَاࢽِ دَسَࢽّࣸوسَࢽّࣸو سَىْ ࢽَجِيسࣸ دࣸکَࢽْ سَࢽَࢽّࣸو
سَيَرْکِثِي دَکَيْ دَشِي ࢽَࢽْ يَتاشِ  بَرْحࣸطَّادَوَࢽْدَ يَاصَࢽَاعَ,سَيْرِکِثِي دَکَيْ دَشِي ࢽَࢽْ يَتَاشِ   بَرْحࣸطَّادَوَࢽْدَبَايَاصَࢽَاعَ
مࣸࢽْجِ ذَاعَ بَڧَࢽْتَ حࣸسْکَرْ   مَاسࣸ سَاݒࣸواْ تࣸࢽْدَحَرْکَرْ,مࣸࢽْجِ ذَاعَ بَڧَࢽْتَ حࣸسْکَرْ  مَاسࣸ سَايࣸواْتࣸࢽْدَحَرْکَرْ
وَࢽْدَبَيْسَࢽْ غَسْکِيَابَا     کࣸوْاْمࣸتࣸمْ ࢽٜيٰ سَاشِ دَبَّا,وَࢽْدَبَيْسَࢽْ غَسْکِيَابَا کࣸوْاْمࣸتࣸمْ ࢽٜيٰ سَاشِ دَبَّا
وَࢽْدَيَىْ جِࢽْيَاثِکِࢽْسَ    شِي يَکَࢽْ کَوکَارَبࣸࢽْسَ,وَࢽْدَيَىْ جِࢽْيَاثِکِࢽْسَ شِي يَکَࢽْ کَوْکَارَبࣸࢽْسَ
کَذَاڧࣸيْ ࢽَکَاجِ مَاڢَسࣸوࢽَࢽْسَ أَرْغَࢽِي ؞ يَوْࢽَيْ غࣸࢽَاتࣸوکࣸࢽجِ دَرَجَ تَأحْمَدَا,کَذَاڧࣸيْ ࢽَکَاجِ مَاڢَسࣸوࢽَࢽْسَ أَرْغَࢽِي ؞  يَوْࢽَࢽْ غࣸࢽَاتࣸوکࣸࢽْجِ دَرَجَ تَأَحْمَدَا
غِرْمَࢽْسَ شِڢَاطِ دࣸوࢽْ کࣸوْاْبࣸوابَا,غِرْمَࢽْسَ شِڢَاطِ دࣸوࢽْ کࣸوْابࣸواْبَا
وَࢽْسࣸ أَطَوْرٜيٰ دَمَلْوَا   سࣸࢽْ وَحَلْتَ ڧِشِي دّيِࢽْوَا,وَࢽْسࣸ أَࢽْطَوْرٜيٰ دَمَلْوَا  سࣸࢽْ وَحَلْتَ ڧِشِي دَيِࢽْوَا
بورَࢽة,بورࢽة
مَزِࢽَاثِيَامَاعࢽْغَ مࣸجِ ࢽَتَا  سࣸوࢽَࢽْسَامَيْڟَاڢِ کَرَطَامَسَا,مَزِࢽَاثِيَامَاعَࢽْغَ مࣸجِي ࢽَتَا سࣸوࢽَࢽْسَامَيْڟَاڢِ کَرَطَامَسَا
صَࢽَاعࣸدࣸبࣸواَللَّهࣸ يَسَبْکࣸوغَءَادَمࣸ ؞ شِيمَا حَدِيشِ ࢽٜي ࢽَأَࢽَّبِ أَحْمَدَا,صَࢽَاعࣸ دࣸبࣸواَللَهࣸ يَسَبْکࣸوغَءَادَمࣸ ؞  شِيمَاحَدِيشِ ࢽٜي ࢽَأَࢽَّبِ أَحْمَدَا
ࢽَࢽْ ذَࢽْ سَلَّمَا دَکࣸوࢽي أمِيࢽࣸ  مࣸجِࢽْ حَجِيَا ࢽَابَرَ مَيْکٜࢽْ طَبِيعَ,ࢽَࢽْ ذَࢽْ سَلَّمَادَکࣸوࢽِي أَمِيࢽࣸ  مࣸجِࢽْ حَجِيَاࢽَابَرَمَيْکٜࢽْ طَبِيعࣸ
إِࢽْدَدَيْ أَکَسَامࣸ دَامَا    اَلࢽَّبِࢽْمࣸ يَسࣸࢽَّتَامَا,إِࢽْدَدَيْ أَکَسَامࣸ دَامَا   اَلࢽَّبِࢽْمࣸ يَسࣸࢽَّتَامَا
ڢاعجب لفدرةمولاناالتتى الࢽ ت ؞ اذزادمات الوى ثفلا على ثفل,ڢاعجب لفدرةمولاناالتى ال ت ؞ اذزادمات اللوى ثفلا على تثفل
وسننه,وسننه
٥٤ مَى يَدَـى دَيْࢽَ مࣸوْسࣸو   اَلࢽَّبَاوَا تَرْسَشِࢽْسࣸ,٤٤مَىْ يِدَࢽِى دَيْࢽَ مࣸوسࣸو   أَلࢽَّبَاوَاتَرْسَشِࢽْسࣸ
ࢽَبِيࢽَاإِبَرَاهِيمࣸ يَيْ ڟَرِي   يَاڟَرٜيٰ مَاتَاتَسَاسَارَةࣸ,ࢽَيِيࢽَاإِبْرَاهِيمِ يَيْ ڟَرِي يَاڟَرٜيٰ مَاتَاتَسَاسَارَةࣸ
وَࢽْسࣸ کࣸوْا تَمْکَرْ دَوَاکِ   ذَاسࣸ شࣸوطٜيٰ کࣸواْيَجَاکِ,وَࢽْسࣸ کࣸوْاتَمْکَرْدَوَاکِ  ذَاسࣸ شࣸوطٜيٰ کࣸواْيَجَاکِ
إࢽْ طَابَىْ سَامِ لَاڢِيَابَا,إِࢽْ طَابَيْ سَامِ لَاڢِيَابَا
کࣸوکࣸو سࣸسَامِ أَبِࢽْ ڢَطَاسࣸڢَطامَکَ وَاللَّهِ سَيْ حَڧࣸرِي ذَمَادَمࣸتَاࢽٜيٰ,کࣸوکࣸوسࣸسَامِ أَبِࢽْ ڢَطَاسࣸڢَطَامَکَ   وَاللَّهِ سَيْ حَڧࣸرِي ذَمَادَمࣸتَاࢽٜيٰ
عم وعظم ميب شدى عصب ؞ والنڢخ لله وح س عنه لاتسل,عم وعظم مني شده عطب ؞ والنڢخ لل وح سࢽ عنه لاتسل
إࢽْ کࢽت مࢽبسطا سموک مسحرة  أوکࢽت مࢽڧبضاڧالوا له الثڧل,إࢽ کࢽت مࢽبسطاسموک مسحرة أوکࢽت مࢽڧبضاڧالواله الثڧل
بَىْ ࢽٜسَ دَثِࢽْ کَرَاهِيابَا,بَىْ ࢽٜسَ دَثِࢽْ کَرَاهِيَابَا
أمير کࢽوأتاࢽا يوم سبت أتاࢽا عالم,امير کࢽواتاࢽا يوم سبت  أتاࢽاعالم
اصڢا بيا ضامࢽ الالباࢽ اجمعها ؞ مࢽ اعذب الماء بل احلى مࢽ اليسل,اصڢابياضامࢽ الالباࢽ اجمعها ؞ مࢽ اعذب الماء بل احلى مࢽ العسل
مَاسࣸمࣸمّࣸوࢽَرْخِيَاࢽَا    يَاحَلِࢽْسࣸ إرِࢽْ ࢽَڧࣸوࢽَا,مَاسࣸ مࣸمّࣸوࢽَرْخِيَاࢽَا   يَاحَلِࢽْسࣸ إِرِࢽْ ࢽَڧࣸوࢽَا
بَءابابَامَ کࣸووَاأَلࢽَّبَاوَادَمࣸرْسَلَيْ ؞ کَيْ أَکَڢِي ڢِيتَ دَشِي سِيدِ أَحْمَدَا,بَءَابَامَ کࣸووَااَلࢽَّبَاوَادَمࣸرْسَلَيْ ؞ کَيْ أَکَڢِي ڢِيتَ دَشِي سِيدِ أَحْمَدَا
دَتَا دَاوَيّࣸواْ سَيْ تَکࣸومَ غَدّࣸواْ,دَتَادَاوَيّࣸوْاْسَيْ تَکࣸومَ غَدّࣸواْ
شِڢَ جَاهِلْثِ يَثَرْبࣸ   ࢽٜيٰ ࢽَکَاڢِرْثِ غَأَيْبࣸ,شِڢَ جَاهِلْثِ يَشَرْبࣸ  ࢽٜىٰ ࢽَطَاڢِرِثِ غَأَيْبࣸ
إࢽْڢَ اَلْڧَاضِ ثَࢽْ ثِکِࢽْ ࢽَاشِ حࣸکࣸمْي   يَڧِ بِࢽْ غࣸودَبٜيٰ کࣸسَࢽْ يَايِ ظࣸلْمِي,إِࢽْڢَ اَلْڧَاضِ ثَࢽْ ثِکِࢽْ ࢽَاشِ حࣸکࣸمِي   يَڧِّ بِࢽْ غࣸودَبٜيٰ کࣸسَࢽْ يَاڧِ ظࣸلْمِي
کࣸمَ کَرْکَدَامࣸ دَدࣸکْ أَبِِࢽْدَسࣸکٜيٰ ڢَطِ   دࣸکَّࢽْ أَبِࢽْدَکسَاغَبَايِ کَکَࢽّٜيٰ,کࣸمَ کَرْکَدَامࣸ دَدࣸکْ أَبِࢽْدَسࣸکٜيٰ ڢَطِ   دࣸکَّࢽْ أَبِࢽْدَکَسَاغَبَايِ کَکَࢽّٜيٰ
بيتا واحدا,بيتاواحدا
يَدَّدَىْ ࢽَتَرَرْدَسࣸ حَرْ   وࣸتَادَمَرِي دَسَرْڧَرْ,يَدَّدَيْ ࢽَتَرَرْدَسࣸ حَرْ وࣸتَادَمَرِي دَسَرْڧَرْ
دَکࣸوحَࢽْڧࣸرِي بِسَ ڧَدَّرَا تَعࣸبَࢽغِجِ   دَيَڢَّ أَزَامࣸࢽَ شِي کَکَمّࣸ غَأحْمَدَا,دَکࣸوحَࢽْڧࣸرِي بِسَ ڧَدَّرَاتَعࣸبَࢽْغِجِ  دَيَڢَّ أَزَامࣸࢽَ شِي کَکَمّࣸ غَأَحْمَدَا
إِࢽْذࣸوثِيَاࢽَاسࣸو ضَرࣸورَا ࢽَاحَࢽَا  شِࢽْ يَا أَکٜي دَطࣸوَادَلاَدَرْ ࢳࢽْ عࣸوَا,إِࢽْذࣸوثِيَاࢽَاسࣸوضَرࣸورَاࢽَاحَࢽَا   شِࢽْ يَاأَکٜيٰ دَطࣸوَادَلَاَدَرْ عࢽْ عࣸوَا
سَࢽَّࢽْ ثِکِࢽْ مَّاتَاأَݣويْ صࣸلّࣸوتࣸوا   صࣸلّࣸوتࣸوࢽَّࢽْ بَاتَ دَاطِࢽْ أَوْرٜيٰ,سَࢽَّࢽْ ثِکِࢽْ مَّاتَاأَݣࣸويْ صࣸلّࣸوتࣸوا  صࣸلّࣸوثࣸوࢽَࢽْ بَاتَ دَاطِࢽْ أَوْرٜيٰ
حلࢽد مکي غيو اکبيࢽاوا   دليلي کيغ اࢽک سکو ࢽصارا,حلࢽد مکي غيواکبيࢽاوا  دليلي کيغ اࢽک سکو ࢽصارا
دࣸکْ أّبِࢽَّࢽْ بَاشِ ڧَارٜيٰ   بَابࣸ رَاࢽَا بَادَرَارٜيٰ,دࣸکْ أَبِࢽَّࢽْ بَاشِ ڧَارٜيٰ بَابࣸ رَاࢽَابَادَرَارٜيٰ
بَکَ سَࢽْ هَالِࢽْدَسࣸࢽْ کَشٜيٰبَا,بَکَ سَࢽْ هَالِࢽْدَسࣸࢽْ کَشٰٜبَا
کَووْا دَتَمْکَرْ يَدَّ يْعِيَ تَيْمَکࣸو,کَووَّادَتَمْکَرْمَدَذَيْعِيَ تَيْمَکࣸو
والصلاةوالسلام,والصلاة والسلام
بَيَکَࢽْ کࣸوْامَاثِکِࢽْ دࣸحࣸوبَا,بَيْکَࢽْ کࣸواْمَاثِکِࢽْ دࣸحࣸوبَا
ࢽِي ࢽَاسَࢽْ مَّثٜيٰ کࣸومِي ݣٜࢽْتَا   عِࢽْدَي بَابࣸ حَلِي دَࢽَغَرْتَا,ࢽِي ࢽَاسَࢽْ الَّثٜيٰ کࣸومِي ثٜࢽَتَا  عِࢽْدَيْ بَابࣸ حَلِي دَࢽَغَرْتَا
سى مکࢽ,سى مکࢽ
وࣸنداکࣸ دࣸنياعَنْدِرَادࣸ عٜجࣸيْدٜعٜࢽْ لاَمِيبٜ مَيْرࣸدࣸهَارْنَطࣸمْ ڢَاطࣸبٜدࣸلْتَتَا,وࣸندَاکࣸ ءࣸنياعَنْدِرَادࣸجٜجࣸيْدٜعٜࢽْلَاَمِيبٜ مَيْرࣸدࣸهَارْ نَطࣸمْ ڢَطࣸبࣸدࣸلْتَتَا
ڢصل نا لن وم طى يوسف الصالح,ڢصل نا لى وم ط يوللشڢ الصالح
مَاسࣸ ثِࢽْ کَايَࢽْ مࣸتَاࢽٜيٰ   يَٜࢽْ ڢَشِي کࣸواْمَاسࣸ سَاࢽٜيٰ,مَاسࣸ ثِࢽْ کَايَࢽْ مࣸتَاࢽٜيٰ يَٜࢽْ ڢَشِي کࣸواْمَاسࣸ سَاࢽٜيٰ
عࣸمَرࣸرَضِيَ اَللَّهࣸ عَࢽْهࣸ,عࣸبَرْرَضِيَ اَللَّهࣸ عَࢽْهࣸ
لاࢽ تغيي ه تکڢى دلا لتى ؞ لو کاࢽ ذافدم بالعفل لم يحل,لاࢽ تغير ه تکڢى دلالته ؞ لوکاࢽ ذافدم بالعفل لم يحل
حَرْشٜىٰࢽْسَ بَشِى غࣸرَاغࣸرَابَا,حَرْشٜيٰࢽْسَ بَشِي غࣸرَاغࣸرَابَا
کࣸوْاْأࢽَاکࣸمَ بِࢽْسَ بَاشِ کࣸوْࢽشِࢽَابِى کࣸواْأکࣸوبشِ,کࣸوْاْأَࢽَاکࣸمَ بِࢽْسَ بَاشِ کࣸوْاْشِࢽَابِى کࣸوْاْأَکࣸوࢽِشِ
غَاعَذَابࣸوࢽَاڟِبࣸواْوَا   غَاڧࣸواڧࣸلْوَاࢽَاڢَشٜيٰوَا,غَاعَذَابࣸوࢽَاڟِبࣸواوَا  غَاڧࣸواڧࣸلْوَاࢽَاڢَشٜيٰوَا
کࣸيْ ࢽَظَرْ يَࢽْ عࣸوَاکࣸسَامࣸو کࣸدࣸوبَا          دَࢽْ ࢽَصِيحَرْ کࣸ ذَࢽْڢَطِي دࣸࢽْ مࣸحِبَّا,کࣸيْ ࢽَڟَرْيَࢽْ عࣸوَاکࣸسَامࣸو کࣸدࣸوبَا   دࣸࢽْ ࢽَصِيحَرْکࣸ ذَࢽْڢَطِي دࣸࢽْ مࣸحِبَّا
دَطَاکࣸࢽْجِ وَاڧَايَࢽْ عࣸوَاࢽَࢽْ ڢْتَثِّکَا   ڢَاَللَّهْ شِکَرْبَادࣸࢽْ ڢِيَيّٜيٰ مࣸحَمَّدَا,دَطَاکࣸࢽْجِ وَاڧَايَࢽْ عࣸوَاࢽَࢽْ ڢَتَثِّکَا   ڢَاَللَّهْ شِکَرْبَادࣸࢽْ ڢِيَيّٜيٰ مࣸحَمَّدَا
اࢽ لا وجوب عليه عࢽ اثابتا ؞ عࢽ ڢصل طاعتنا بالحتم للبدل,ل لاوجوب عليه عࢽ اثاتا ؞ عࢽ ڢصل طا عسا بالحتم للبدل
تࣸࢽْ بَامَکَطَادَࢳَࢽْ دَبࣸوْاْبَا,تࣸࢽْ بَامَکَطَادَࢳَࢽْ دَبࣸوْاْبَا
سَيْدَکَىْ تَحِيَاغَأللهْ   أࢽْکَثٜىٰ لَالٜى ڢِتِلَّهْ,سَيْاَکَيْ تَحِيَاغَأَلهْ  أَࢽْکَثٜىٰ مَالٜىٰ ڢِتِلَّهْ
دࣸوࢽْ يَوَاکࣸواْدࣸوࢽْکَطَيْثٜي   تَاحَطَمَّ وَطَࢽْسࣸ غࣸࢽْثِي,دࣸوࢽْ يَوَاکࣸواْدࣸوࢽْ کَطَرْثِي  تَاحَطَمَّ وَطَࢽْسࣸ غࣸࢽْ تِي
کࣸلِزِمْثِ يِࢽْ صَلَّادَجَمَعَ ڢَيَࢽْأࣸوَا   ؞  شِيمَاحَدِثِي ࢽٜىٰ صَحِيحِ غَأَحْمَدَا,کࣸلِ زَمْثِ يِࢽْ صَلَّا دَجَمَعَ ڢَيَࢽْاءࣸوَا ؞  شِيمَاحَدِيثِࢽْ ࢽٜيٰ صَعِيحِ غَأَحْمَدَا
وکل مااوهم الفى ءال مࢽ شبه ؞ اوالحديث ڢاول کل محتمل,وکل مااولهم الفرءالࢽ مࢽ شبه ؞ اوالحديث ڢاول کل محتمل
إِࢽْبَاسࣸوࢽَࢽْکَ ࢽَيْ کِرَابَا يَارسول,إِࢽْبَاسࣸوࢽَࢽْکَ ࢽَىْ کِرَابَا يَارسࣸولِ
بَابࣸ مَيْ أَکࣸيَابَاتࣸࢽْکِيَا   بَابࣸ مَيْکَايَا کَࢽْ جَاکࣸࢽَا,بَابࣸ مَيْ أَکࣸيَابَاتࣸࢽْکِيَا  بَابࣸ مَيْکَايَاکَࢽْ جَاکࣸࢽَا
بَتَ کَرْݒِي ڢَطَرْ أࣸبَࢽْ غِجِيبَا,بَتَ کَرْݒِي ڢَطَرْأࣸبَࢽْ غِجِيبَا
مِࢽْ أࣸمࣸورِࡽلدّࣸنْيَا عٜعَدࣸنَ وَالاَخِرَةِعٜلاَخِرَ,مِࢽْ اࣸمࣸورِࡽلدّࣸنْيَاعٜعَدࣸࢽَ وَالاَخِرَةِ عٜلاَخِرَ
بَاجࣸويايِࢽکَ لَاخِرَابَا,بَاجࣸويَايِࢽْکَ لَاخِرَابَا
لَاڢِيَابَاتَاحَࢽَاࢽَا    تࣸواْ بَرٜيٰ کَيْوْتَاتَرٜيٰࢽَا,لَاڢِيَابَاتَاحَࢽَاࢽَا  تࣸواْيَرٜيٰ کَيْوْتَاتَرٜيٰࢽَا
مࣸغَمَادَکࣸووَالاَڢِيَالَوْ أَدࣸوࢽِيَا   يَايَࢽْمّࣸواࢽٜيکࣸوکِي دَمَاتَࢽْ أَوْرٜيٰ,مࣸغَمَادَکࣸووَالَاڢِيَالَوْأَدࣸوࢽِيَا   يَايَࢽْمّࣸواْࢽِيکࣸوکِي دَمَاتَࢽْ أَوْرٜيٰ
بَکَسَࢽْ هَالِࢽْدَسࣸࢽْ کَشٜىٰبَا,بَکَ سَࢽْ هَالِࢽْدَسࣸࢽْ کَشٜيٰبَا
سَيْ سࣸثٜيٰ مَسࣸ بࣸتࣸلْثٜيٰ  أَࢽْ حَدِيثِ کࣸࢽْ کࣸرࣸمْثٜيٰ,سَيْ سࣸثٜيٰ مَسࣸ کࣸࢽْ بࣸتࣸلْثٜيٰ أَࢽْ حَدِيثِ کࣸࢽْ کࣸرࣸمْثٜيٰ
کࣸمَا سَىْ بَکَذࣸوْکَࢽَارَحَابَا,کࣸمَ سَيْ بَکَذࣸوْکَࢽَارَحَابَا
سَيْ وࣸرِࢽْ تࣸواْذࣸࢽْ أّلࣸولَه    سَيْ وࣸرِࢽْ أَذࣸمِي مࣸوَالَهْ,سَيْ وࣸرِࢽْ تࣸواْذࣸࢽْ اَلࣸولَهْ  سَيْ وࣸرِࢽْ أَذࣸمِي مࣸوَالَهْ
تࣸࢽْ أࢽَࢽْ وَحَلَاتَسࣸواْمَا    حَرْثِکِࢽْتَ يَڢَارَذِمَّا,تࣸࢽْ أَࢽَࢽْ وَحَلَاتَسࣸواْمَا حَرْثِکِࢽْتَ يَڢَارَذِمَّا
ذَاأَکَيْ کࣸوَࢽْسࣸ طَاکِ  ࢽٜيٰ ࢽَهَمّࣸ کَمَرْأَکࣸرْکِ,ذَاأَکَيْ کࣸوَࢽْسࣸ طَاکِ  ࢽٜيٰ ࢽَهَمّࣸ کَمَرْأَکࣸرْکِ
٣ غَيْسࣸوَا تَاکࣸواْتَدبثى   غࣸࢽْ مَأَيْکِࢽْ ࢽَࢽْ أَࢽْبَثِى,٣غَيْسࣸوَاتَاکࣸواْتَدَاثٜيٰ  غࣸࢽْ مَأَيْکِࢽْ ࢽَࢽْ دَأَࢽْثٜىٰ
مَيْڢَطَادَمࣸسࣸلْمِي يَکࣸࢽْ تࣸکࣸ    بَاغَيْسࣸوَاکࣸمَابَايَࢽْ غَاڢَرَا,مَيْڢَطَادَمࣸسࣸلْمِي يَکࣸࢽْ عࣸکࣸ  بَاغَيْسࣸوَاکࣸمَابَايَࢽْ غَاڢَرَا
إِࢽْ مَّثٜيٰ تَيْ لَدَبِي تَکِيَايٜيٰ  اِللَّهْ سَرْکِي شِي کَبِيَࢽْ تَا,إِࢽْ مَّثٜيٰ تَيْ لَدَبِي تَکِيَايٜيٰ  اِللَّهْ سَرْکِي شِي کَبِيَࢽْ تَا
وَاڧَرْ تَاشِࢽْ ڧِيَامَ,وَاڧَرْتَاشِࢽْ ڧِيَامَ
کَغَ کَلْمَابَاتَغَرْدَمَابَا,کَغَ کَلْمَابَاتَغَرْدَمَابَا
ࢽَاڢغࣸودٜيٰ عࣸبࢽغجِيࢽَا رحِيمِ   وَࢽْدَيَيّࣸوࢽِ مَيْ سَرَوْتَا کَرِيمِ,ࢽَاڢَغࣸودٜيٰ عࣸبَࢽْغِجِيࢽَارَحِيمِ   وَࢽْدَيَيّࣸوࢽِ مَيْ سَرَوْتَاکَرِيمِ
ليحسل الى ى ت سمل وت جبل ؞ تغࢽ بل السجب ذاک الودڡ ميࢽ محل,ليحصل الى ى نا سمل وت جبل ؞ تغر بل السجب ذاک الودڡ ڢى مل
کَرکَيِى دَودࣸکࣸࢽْغَ کَرکَيِ کَوَلْثِ    کّرکَيِى کَࢽذَغِࢽْ کِطَاکࣸيِى صَࢽَاءَ,کَرْکࣸيِى دَوْدࣸکࣸࢽْغَ کَرْکࣸيِي کَوَلْثِ  کَرْکࣸيِى کَࢽْذَغِࢽْ کِطَاکࣸيِى صَࢽَاءَ
سَىْ أَثٜىٰ دࣸومِࢽْ سࣸڧࣸوࢽٜىٰ    سِيدِمࣸࢽْ مࣸࢽْتَدَّکَيْࢽٜىٰ,سَيْ أَثٜيٰ دࣸومِࢽْ سࣸڧࣸوࢽٜيٰ  سِيدِ مࣸࢽْ مࣸࢽْتَدَّکَيْࢽٜيٰ
وࣸنداکࣸ دنياحࣸومْتَتَاࢽࣸ دٜمَجِّࢽَ ڢَغيمٜ جَوْلِ دٜتِنْدِبٜيࢽْ سٜمْتَتَا,وَنداکࣸ دٜنياحࣸومْتَتَاࢽࣸ دٜمَجِّࢽَ ڢَفِيمٜ حَرْلِ دٜتِنْدِبٜيࢽْ سٜمْتَثَا
ڢصل نا ثبوت مڢاته المعنويته وانها,ڢصل ناثبوت صڢاته المعنوية وانها
شِي کَسَاذَاݒٜي غَأَوْرٜيٰ    بَاسࣸ کࣸوْاْوَاشِوَاتٜيٰ,شِي کَسَاذَابِي غَأَوْرٜيٰ  بَاأَسࣸࢽْ کࣸوْاْوَاشِوَارٜيٰ
