ImageID,Label,Notes,GroundTruth,Prediction,ImagePath,Timestamp,CER,WER
ELIT_WAN_00130_001r_line_001,Valid but hard,,رمࢽ اسم اسمه الودزداللطيڡ ڢى خاسر مࢽ ذهب عندصلاة,رمࢽ أسم اسمه الووراللطيڢ ڢى خاڢعر مࢽ ذسب عنا ولال,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_001r_line_001.png,2025-11-18T10:11:31,0.1875,0.5555555555555556
ELIT_WAN_00130_001r_line_002,Segmentation error,,الجمعه وذسحرلملک ورغفراه شعروحورمبيࢽ,النلعه وذرعل ک ورعلا فلي,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_001r_line_002.png,2025-11-19T20:27:08,0.6666666666666666,1.0
ELIT_WAN_00130_001r_line_004,Valid but hard,,ڢى منامه ما يطلبه مࢽ الا مورالمصيبةمثل الکشڡ والاصلاح,امل مه مايطلبه مࢽ الا مورالمعييه مثل الکسڡ وال لا,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_001r_line_004.png,2025-11-18T10:11:05,0.3773584905660377,0.7777777777777778
ELIT_WAN_00130_001r_line_007,Valid but hard,,يزکى مࢽ بح صلاةيومالجمد ؞ ڢاذافى مٜࢽ مࢽ الخرومٜࢽ فبل وفت,يزکر مࢽ رحࢽصلاةيوم الجم ڢاذاغرمࢽ مࢽ الخرومࢽ فبل وفت,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_001r_line_007.png,2025-11-19T22:00:55,0.2857142857142857,0.8181818181818182
ELIT_WAN_00130_001r_line_008,Valid but hard,,الکى التى سجَࢽ وزذکى الاسى يفول يالطڡ ڢى ما يتى مرة,الک اللت سجࢽ وذر امابسى يفول يالطبڢ الطڡ رمايت مرة,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_001r_line_008.png,2025-11-18T10:04:29,0.4313725490196078,0.9090909090909092
ELIT_WAN_00130_001r_line_014,Valid but hard,,يتزوحبا يتوضلويصلى ويغراهزاماتى وتڢحت وعشريࢽ,يتزوحرايتوضلويصل ويغراهزاماتوتاتوعشࢽ,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_001r_line_014.png,2025-11-19T21:42:53,0.25,1.0
ELIT_WAN_00130_001r_line_017,Valid but hard,,ڢليفل الڡ مرةلاالم الااللم الله لطيڢ مااسى عم لتڢريم,ڢليفل الڡ مةلا المالاللم اللة لطيڡ مااسعملتڢريج,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_001r_line_017.png,2025-11-19T22:34:46,0.1153846153846153,0.5555555555555556
ELIT_WAN_00130_001r_line_018,Valid but hard,,الکرب ڢى اوفات الشرالى ڢلايغوم مࢽجلسم الاوفرزال,الحرمࢽ ڢى اوفات الشراتࢽ ڢلايغورمࢽ مجلسم الاوفرزال,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_001r_line_018.png,2025-11-19T22:58:12,0.2553191489361702,1.0
ELIT_WAN_00130_001r_line_019,Valid but hard,,مامٜ ڡرالکرب وءاتاه الله الڢرج بامراالله ؞ انتى,مابى ور الخرب وءاتاه الڢه العج با خاللم  التم,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_001r_line_019.png,2025-11-18T10:04:57,0.3191489361702128,1.0
ELIT_WAN_00130_001v_line_005,Orientation error,,السم العکبر,ألالم ا,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_001v_line_005.png,2025-11-18T09:58:16,0.9090909090909092,1.0
ELIT_WAN_00130_001v_line_008,Valid but hard,,ڢَلَيْسَ بࣸحْمَى الَّذِ>أَوْلاَمࢽنِّعَمِ اَجَلّࣸهَانِعْمَةࣸاِلاّيماَࢽ بالْرࣸسࣸلِ,ڢَلِيسَ يࣸحْمَ الزِّى اوْلاَهࣸ مِࢽ نعَم اَجَلَّهَانِعَةࣸ الاِيمَاࢽِ بِالَ سِلِ,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_001v_line_008.png,2025-12-18T16:11:15,0.4,1.4285714285714286
ELIT_WAN_00130_001v_line_010,Orientation error,,فضاءَشکرها واداءحفها ؞ اءالْنغمتاْشاْکْر,لا وم اتلااب ذال ال بد,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_001v_line_010.png,2025-11-19T21:01:47,0.75,1.25
ELIT_WAN_00130_001v_line_011,Valid but hard,,مَࢽ ذَامِࢽَ الْخَلڡِ يَفْضِ شࣸکْرَوَالِڢِحِمَالَوْ کَاࢽَ يَشْکࣸرࣸ دلࣸولَ الَذلغࢽ لَمْ يَصِلِ,مَࢽْ ذَامَࢽَ الْخَلْڡِ يَفْضِ شࣸکَرَوَاِهِمَا لَوْکَاࢽَ يَشْکࣸرࣸدلࣸولَ الذَّلعَࢽ لمْ يَصِ,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_001v_line_011.png,2025-11-19T22:11:56,0.2717391304347826,0.9090909090909092
ELIT_WAN_00130_001v_line_012,Valid but hard,,يود>ويٜکمل,يود>ريکمل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_001v_line_012.png,2025-11-19T22:15:08,0.6,1.0
ELIT_WAN_00130_001v_line_017,Valid but hard,,ڢال تعلىٰ مࢽ مضعى ا,فال تعا حسع,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_001v_line_017.png,2025-11-18T10:38:33,0.5263157894736842,0.8
ELIT_WAN_00130_001v_line_019,Segmentation error,,الى ا د اءسکرتا,اي اسکࢽ م,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_001v_line_019.png,2025-11-18T10:38:05,0.6666666666666666,1.0
ELIT_WAN_00130_001v_line_020,Valid but hard,,النعم,النکم,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_001v_line_020.png,2025-11-18T10:13:48,0.6,1.0
ELIT_WAN_00130_002r_line_005,Valid but hard,,ڢصل نع يباࢽ حکم ا لتليد ڢى عفايدالتوحيد,ڢصل نا يماࢽ حکم التفليد ڢى عغابد التوحيࢽ,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_002r_line_005.png,2025-11-18T10:45:32,0.1025641025641025,0.5
ELIT_WAN_00130_002v_line_001,Wrong transcription,لاࢽ توحيد نااصل النجاة غدا ؞ وعندمࢽ فدمضى مࢽ مسلم الملل partial,لارتوحيرناامل امل النجاةغدا ؞ وعندمࢽ فدمضى مࢽ مسلم الملل,لاࢽ توحيد نااصل النجاة غدا ؞ وعندمࢽ فدمضى مࢽ مسلم المالل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_002v_line_001.png,2025-12-19T11:35:08,0.1964285714285714,0.7777777777777778
ELIT_WAN_00130_002v_line_003,Valid but hard,,ڢنسنل الله ڢيضامرلعدايتى ؞ مࢽ لم ينلماللدى لم ينجمࢽ زعلى,ڢنسنل الله ڢيضام هدايته ؞ مࢽلم ينلمالدى لم ينج مࢽ زلل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_002v_line_003.png,2025-11-19T23:10:37,0.1428571428571428,0.4
ELIT_WAN_00130_002v_line_013,Script mismatch (non-Arabic),,4,1,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_002v_line_013.png,2025-12-18T16:28:40,0.0,0.0
ELIT_WAN_00130_003r_line_009,Wrong transcription,کذاالسموات لا تخڢى عجابها ؞ يکيڢک ظالعࢽ لماع غيها partial,کذاالسموات لا تخڢى ؞ يکيڢک ظالعࢽ لماع,کذاالسموات لا تخڢ عجابها ؞ يکيڢک ظاعࢽ هاعرغيࢽ,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_003r_line_009.png,2025-12-19T12:12:00,0.4054054054054054,0.8571428571428571
ELIT_WAN_00130_003r_line_014,Script mismatch (non-Arabic),,5,3,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_003r_line_014.png,2025-12-19T13:09:05,0.0,0.0
ELIT_WAN_00130_003v_line_006,Valid but hard,,وايرماامࢽ ت تنحل حمَلة ؞ بحارمااتڢيض اعودومࢽ خللء,وايࢽ ماامࢽ ت تتل حاملة ؞ بحارمااتڢيض الودومࢽ خلل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_003v_line_006.png,2025-11-19T23:03:41,0.2448979591836734,1.125
ELIT_WAN_00130_003v_line_008,Valid but hard,,ليحسل الى ى ت سمل وت جبل ؞ تغࢽ بل السجب ذاک الودڡ ميࢽ محل,ليحصل الى ى نا سمل وت جبل ؞ تغربل السجب ذاک الودڡ ڢى مل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_003v_line_008.png,2025-11-19T23:12:12,0.1578947368421052,0.4
ELIT_WAN_00130_003v_line_011,Valid but hard,,لانحاالاصل ت اصل الحياةالى ؞ اࢽ يبلغ الطࢽ امنا منتلعى الاجل,لا نهاالاصل نا اصل الحياة الى ؞ اࢽ بيلغ الر امنامنتعى الاجل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_003v_line_011.png,2025-11-18T10:14:15,0.1694915254237288,0.7272727272727273
ELIT_WAN_00130_004r_line_003,Valid but hard,,ونسبت الکل للکࢽ سى ن عملم ؞ طحلفت ء ڢلا ت جاء ڢى المث,ونسبت الکل للکرسى ناعدظم ؞ طحلفةن ڢلاتجاء ڢى المثل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_004r_line_003.png,2025-11-18T10:45:20,0.1320754716981132,0.5
ELIT_WAN_00130_004r_line_012,Script mismatch (non-Arabic),,7,1,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_004r_line_012.png,2025-12-19T11:37:17,1.0,1.0
ELIT_WAN_00130_004v_line_013,Script mismatch (non-Arabic),,8,و,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_004v_line_013.png,2025-12-19T13:11:23,1.0,1.0
ELIT_WAN_00130_005r_line_001,Valid but hard,,ڢَلَيْسَ,ڢليࢽ,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_005r_line_001.png,2025-11-18T09:58:53,0.875,1.0
ELIT_WAN_00130_005r_line_005,Valid but hard,,ڢلو بنا ڢد فستمرريࢽ ما اکتسبت ؞ مࢽ النا ثم لا تخشى مࢽ التى لل,ڢلوبنا فدفتست مرريࢽ مااکتسبت ؞ مࢽ المناثم لا تخشى مࢽ الزلل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_005r_line_005.png,2025-11-19T22:44:43,0.2295081967213114,0.8
ELIT_WAN_00130_005r_line_008,Valid but hard,,واعلم باࢽ وجودالله فدشحدت ؞ بما لٜى اهيࢽ ڢلنفص ولا نطل,واعلم باࢽ وجودالله فدمثدت ؞ به البࢽ اهيࢽ ڢلن فص ولانطل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_005r_line_008.png,2025-11-19T20:06:53,0.1481481481481481,0.5454545454545454
ELIT_WAN_00130_005r_line_013,Script mismatch (non-Arabic),,9,2,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_005r_line_013.png,2025-12-19T11:37:10,1.0,1.0
ELIT_WAN_00130_005v_line_012,Script mismatch (non-Arabic),,10,18,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_005v_line_012.png,2025-12-18T16:29:56,1.0,1.0
ELIT_WAN_00130_006r_line_001,Valid but hard,,ڢينکرالخالڡ العبودمو جده ؞ اومعجزات تبيࢽ الصدولله سل,ڢنع الخالڡ المعبودموجده ؞ ؞ اومعجزات تبيࢽ الصدوللر سل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_006r_line_001.png,2025-11-19T23:16:14,0.2307692307692307,0.625
ELIT_WAN_00130_006r_line_003,Valid but hard,,ڢصل ت اࢽ الاختى اع لله لله سبحانه لا لشى ء سواء,ڢصل نااࢽ الاخت اع لله سبحانه لالشيسواء,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_006r_line_003.png,2025-11-18T10:11:26,0.2765957446808511,0.75
ELIT_WAN_00130_006r_line_009,Valid but hard,,ڢالجوهر الڢردوالا جسام حادثت ؞ کذاک اعى ا ضها لا ڢى ڡ ڢى المثل,ڢالجوعࢽ الڢردوالاجسام حادثة ؞ کذاک اعࢽر اضها لاڢ ڢى المثل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_006r_line_009.png,2025-11-19T20:06:05,0.1290322580645161,0.5714285714285714
ELIT_WAN_00130_006r_line_013,Script mismatch (non-Arabic),,11,3,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_006r_line_013.png,2025-12-19T13:11:21,1.0,1.0
ELIT_WAN_00130_006v_line_001,Valid but hard,,ڢصل ت وجوب الوحداينت لخالڡ البى ية,ڢصل نا وجوب الوحداييت لخالڡ البريت,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_006v_line_001.png,2025-11-19T22:48:40,0.1764705882352941,0.7142857142857143
ELIT_WAN_00130_006v_line_002,Valid but hard,,لا اله الا هوامنڢى ک بالالوهية,لااله الاهوالمنڢرد بالالوهية,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_006v_line_002.png,2025-11-19T22:17:00,0.2,1.0
ELIT_WAN_00130_006v_line_007,Valid but hard,,اريڢرضِ العفل بالتجوين االلة ؞ والبعض مڢتفرعلبعض ت العمل,اࢽ بڢر ض العفل بالتجويزءالمة ؞ والبعض مڢتفر للبعض نا العمل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_006v_line_007.png,2025-11-18T10:11:50,0.1607142857142857,0.7777777777777778
ELIT_WAN_00130_006v_line_012,Orientation error,,ڢصل,,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_006v_line_012.png,2025-11-19T20:57:20,1.0,1.0
ELIT_WAN_00130_006v_line_013,Script mismatch (non-Arabic),,12,غ,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_006v_line_013.png,2025-12-19T13:11:29,0.5,1.0
ELIT_WAN_00130_007r_line_012,Script mismatch (non-Arabic),,13,11,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_007r_line_012.png,2025-12-19T11:56:52,1.0,1.0
ELIT_WAN_00130_007v_line_010,Wrong transcription,کذاالبداية لا تخڢى استحالتها ؞ اذتفتضى النڢى لر غيرمشتمل partial,کذاالبداية لا تخڢى استحالتها ؞ اذتف,کذاالبواية لا تخڢى استحالتها ؞ اذتڢتض النڢى لر غيرمشتل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_007v_line_010.png,2025-12-19T12:07:11,0.5714285714285714,1.0
ELIT_WAN_00130_007v_line_012,Orientation error,,ڢصل,,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_007v_line_012.png,2025-12-20T12:19:42,0.6666666666666666,1.0
ELIT_WAN_00130_007v_line_013,Script mismatch (non-Arabic),,14,11,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_007v_line_013.png,2025-12-19T11:56:56,1.0,1.0
ELIT_WAN_00130_008r_line_009,Valid but hard,,فديته کذاته العليته>,فويمه کذاته العلبن,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_008r_line_009.png,2025-11-19T21:14:10,0.3,0.75
ELIT_WAN_00130_008r_line_012,Script mismatch (non-Arabic),,15,3,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_008r_line_012.png,2025-12-19T13:10:44,1.0,1.0
ELIT_WAN_00130_009r_line_010,Valid but hard,,ڢصل ت الغدرة,ڢصل نهالغدرة,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_009r_line_010.png,2025-11-19T23:01:25,0.1666666666666666,0.3333333333333333
ELIT_WAN_00130_009r_line_012,Script mismatch (non-Arabic),,17,11,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_009r_line_012.png,2025-12-19T11:56:50,1.0,1.0
ELIT_WAN_00130_009v_line_006,Orientation error,,ا>صڢة,اي,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_009v_line_006.png,2025-11-19T21:01:12,0.8,0.6666666666666666
ELIT_WAN_00130_009v_line_008,Orientation error,,اي العبد؞,ا,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_009v_line_008.png,2025-11-19T20:58:25,0.6666666666666666,1.0
ELIT_WAN_00130_009v_line_013,Orientation error,,اه الصويب,اعا,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_009v_line_013.png,2025-11-18T09:58:07,0.8888888888888888,1.0
ELIT_WAN_00130_009v_line_016,Orientation error,,ثم الکلام,م ان,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_009v_line_016.png,2025-11-19T20:18:41,0.7777777777777778,1.0
ELIT_WAN_00130_009v_line_017,Script mismatch (non-Arabic),,18,ل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_009v_line_017.png,2025-12-19T13:11:35,1.0,1.0
ELIT_WAN_00130_010r_line_003,Orientation error,,اي م اجل اࢽ کلام,لو لاوامراجل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_010r_line_003.png,2025-11-19T21:00:38,0.6875,1.0
ELIT_WAN_00130_010r_line_004,Orientation error,,مڢت لعوم بى,يله ع,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_010r_line_004.png,2025-11-18T09:57:56,1.0,1.0
ELIT_WAN_00130_010r_line_008,Valid but hard,,ڢليس ڢيهاسوى معنى دلالتا على الکلام الذ> فدجل عن مثل,ڢليس ڢيها سوى معىدلالتماا ؞  على الکلام الذ>فدجل عࢽ مثل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_010r_line_008.png,2025-11-18T10:14:08,0.0961538461538461,0.3636363636363636
ELIT_WAN_00130_010r_line_013,Valid but hard,,ڢصل ءاخر نا معنا ه ايظ,ڢل داغرنا معناه ايا,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_010r_line_013.png,2025-11-19T21:20:13,0.2727272727272727,0.8333333333333334
ELIT_WAN_00130_010r_line_014,Script mismatch (non-Arabic),,19,3,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_010r_line_014.png,2025-12-19T13:11:30,1.0,1.0
ELIT_WAN_00130_010v_line_006,Valid but hard,,ڢصل نا اࢽ اسما ه تعلى توڢيڢيت,ڢصل نااࢽ اسماتعل توڢيفيت,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_010v_line_006.png,2025-11-19T22:11:23,0.2068965517241379,0.7142857142857143
ELIT_WAN_00130_010v_line_010,Valid but hard,,ثم الا يمة هذاکله يسطوا ؞ ونحࢽ تنبيهز ايکڢى ولاظل,ثم الايمت هذاکله بسطوا ؞ ونحࢽ تتبيهاطايکڢى ولا نطل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_010v_line_010.png,2025-11-20T08:53:12,0.1836734693877551,0.6
ELIT_WAN_00130_010v_line_015,Valid but hard,,ان لا,ال,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_010v_line_015.png,2025-11-19T20:26:40,0.8,1.0
ELIT_WAN_00130_010v_line_016,Script mismatch (non-Arabic),,20,ࢽ3,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_010v_line_016.png,2025-12-19T13:11:02,0.0,0.0
ELIT_WAN_00130_011r_line_003,Valid but hard,,ورعي اصح اتصغى بدعته ؞ ڢاننه مذهب ا يضا لمعنتى ل,ورعى اصلح ااتصغ لبدعته ؞ ڢاندمذهب ايضالمعتتل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_011r_line_003.png,2025-11-19T21:20:32,0.1875,0.7272727272727273
ELIT_WAN_00130_011r_line_004,Valid but hard,,ڢلاٰکبيرةللطاعات محبطة ؞ احباط کڢرڢهذاغي معتدل,ڢلاکي ة للطاعات محبطة ؞ احباط کڢر ڢلعذاغير معتدل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_011r_line_004.png,2025-11-19T20:06:28,0.0869565217391304,0.6666666666666666
ELIT_WAN_00130_011v_line_006,Valid but hard,,وما ت الا نعام ت الدنياتحصص ؞ بما يعارض خوڢامࢽ الهل,وماتا الانعام نا الدنيا تخصهه ؞ بما يعارضه خوڢامࢽ الهمل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_011v_line_006.png,2025-11-18T10:44:55,0.0980392156862745,0.6363636363636364
ELIT_WAN_00130_011v_line_012,Orientation error,,نعم,لع,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_011v_line_012.png,2025-12-18T16:32:47,1.0,1.0
ELIT_WAN_00130_012r_line_001,Valid but hard,,نعم شى يعت خي الخلڡ ناسخة ؞ غيرلمواڢڡ للمشروع مࢽنحل,تعم شريعتخي الخلڡ نالسخت ؞ غير المواڢڡللمشروع مࢽ نل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_012r_line_001.png,2025-11-19T22:00:02,0.2156862745098039,0.7
ELIT_WAN_00130_012r_line_012,Script mismatch (non-Arabic),,23,ررو,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_012r_line_012.png,2025-12-19T13:08:47,0.5,1.0
ELIT_WAN_00130_012v_line_011,Valid but hard,,ڢصل نا جوازنى والعاداتکࢽ امة لنا ولياء السادات,ڢسل ناجوازضڡ العادان کࢽامةللا ولياءالدسادات,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_012v_line_011.png,2025-11-19T21:24:22,0.3043478260869565,0.875
ELIT_WAN_00130_012v_line_012,Orientation error,,اࢽ الکࢽ,زاࢽ,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_012v_line_012.png,2025-11-19T20:12:47,1.0,1.0
ELIT_WAN_00130_013r_line_005,Segmentation error,,وَذࣸواعْوِلاَتَخْڢَ ڢَصَاحِبࣸهَا مع الشريعة لاينڢک روجل,وَذࣸالِرلالس ااتَڢٜ ڢٜصَاَاجِبَࣸا مع الشريعةلانيڢک ووجل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_013r_line_005.png,2025-11-19T20:41:28,0.5272727272727272,1.3333333333333333
ELIT_WAN_00130_013r_line_009,Valid but hard,,ڢىءال عمࢽ اࢽ ثم ا لکهو فدثبتت ؞ والنمل يبدي صحيم الفل مࢽ فبل,ڢى ءال عم اࢽ ثم الکهڡ فدثبت ؞ والنل يد> صيم النفل مࢽ فل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_013r_line_009.png,2025-11-18T10:14:23,0.2,0.5714285714285714
ELIT_WAN_00130_013r_line_014,Valid but hard,,لا بد تعفبا عࢽ ماض ندما ؞ کذاالمظالم ڢى اددهاولا تحل,لا بدتعفبا عرمامض ندما ؞ کذاالمظالم ڢاددماولا تل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_013r_line_014.png,2025-11-19T23:16:17,0.173076923076923,0.6363636363636364
ELIT_WAN_00130_013r_line_015,Script mismatch (non-Arabic),,25,20,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_013r_line_015.png,2025-12-18T16:30:19,0.5,1.0
ELIT_WAN_00130_013v_line_003,Valid but hard,,فالوالذى الکڢراࢽ تحصل له فبلت ؞ فطعارنا غيره تى جى لمتثل,ڢالوالذ>الکڢر اࢽ تحصل له فبلت ؞ فطعاوت غنره ترجى لممتثل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_013v_line_003.png,2025-11-19T22:20:48,0.1071428571428571,0.3636363636363636
ELIT_WAN_00130_013v_line_005,Valid but hard,,ڢصل نا حکم ا لاما مة,ڢصل ناحکم الامامت,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_013v_line_005.png,2025-11-20T08:49:56,0.2,0.8333333333333334
ELIT_WAN_00130_013v_line_006,Valid but hard,,وجوب نصب الا مالم العدل نثبته ؞ بالشرع لاالعفل بانڢذفدر معتىٰ,وجوب نصب الا مام العدل ثثبته ؞ بالشى ع لاالعفل ڢانبذفول معتن ل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_013v_line_006.png,2025-11-20T08:54:00,0.180327868852459,0.6363636363636364
ELIT_WAN_00130_013v_line_011,Valid but hard,,ڢلا خى وج بوصڢ الڢسو ماوجدت ؞ منالطلاة لنا والڢسولم يزل,ڢلاخروج بوصڢ الڢسڡ ماوجد ؞ منه الصلاةلناوالڢس لم يزل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_013v_line_011.png,2025-11-19T22:17:36,0.1818181818181818,0.6363636363636364
ELIT_WAN_00130_013v_line_012,Orientation error,,باࢽ,ࢽࢽ,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_013v_line_012.png,2025-11-19T20:14:00,1.0,1.0
ELIT_WAN_00130_013v_line_013,Script mismatch (non-Arabic),,26,28,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_013v_line_013.png,2025-12-19T11:56:58,1.0,1.0
ELIT_WAN_00130_014r_line_009,Valid but hard,,ڢصل نا البعث والحشر,ڢل ناالبهث والحش,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_014r_line_009.png,2025-11-19T22:08:09,0.1052631578947368,0.25
ELIT_WAN_00130_014r_line_013,Script mismatch (non-Arabic),,27,ملࢽ,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_014r_line_013.png,2025-12-19T13:08:57,0.5,1.0
ELIT_WAN_00130_014v_line_011,Valid but hard,,ڢصل ڢى المين ار,ڢل عالميزار,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_014v_line_011.png,2025-11-19T20:40:54,0.2666666666666666,0.75
ELIT_WAN_00130_015r_line_013,Script mismatch (non-Arabic),,29,20,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_015r_line_013.png,2025-12-18T16:30:09,0.5,1.0
ELIT_WAN_00130_015v_line_013,Orientation error,,بعࢽ,بو,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_015v_line_013.png,2025-11-19T20:19:34,0.6666666666666666,1.0
ELIT_WAN_00130_015v_line_014,Script mismatch (non-Arabic),,30,38,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_015v_line_014.png,2025-11-18T10:01:15,1.0,1.0
ELIT_WAN_00130_016r_line_003,Valid but hard,,لا رالا يماࢽ تصد يڡ حفيفتى ؞ وفدافى وابلڢظ غير محتمل,لاࢽ الا يماࢽ تصديڡ خفيفته ؞ وفدافروابلڢظ غيرمحتمل,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_016r_line_003.png,2025-11-19T23:16:20,0.1346153846153846,0.7272727272727273
ELIT_WAN_00130_016r_line_006,Valid but hard,,ڢصل نا لن وم طى يوسف الصالح,ڢصل نالتى وم ط يولڡ المالى,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_016r_line_006.png,2025-11-18T10:41:58,0.2962962962962963,0.7142857142857143
ELIT_WAN_00130_016r_line_007,Valid but hard,,والحض على محبتهم حشى نا الله,والحض عل محبنهم حشناالله,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_016r_line_007.png,2025-11-19T22:48:03,0.1428571428571428,0.5
ELIT_WAN_00130_016r_line_008,Valid but hard,,تعلى نا زمࢽ تهم,تعل تا زمࢽ تمم,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_016r_line_008.png,2025-11-19T22:20:20,0.2,0.5
ELIT_WAN_00130_016v_line_001,Orientation error,with also segmentation isue but it can be neglegted,لفول امبى اصحا ع کالنجوم,لعو ااعات,../data/ajami-prepared-no-partial-leak/train/ELIT_WAN_00130_016v_line_001.png,2025-11-19T20:13:18,0.9583333333333334,1.0
