ImageID,GroundTruth,Prediction,CER,WER
Infiraji_4.pdf_page_23_line_014,غَاڧِشِي حَرْبَامࣸ سَامࣸ  کࣸواْرࣸوابَتَڢࣸواْ يَغَࢽْمࣸ,غَاڧِشِي حَرْبَامࣸ سَامࣸ  کࣸوْاْرࣸوَابَتَڢࣸواْ يَغَࢽْمࣸ,0.03773584905660377,0.2
Infiraji_7.pdf_page_15_line_014,يَارَڧٜيٰࢽِ رِڧࣸواْࢽَظِيڢِ هَرْيَذَمْ ࢽَاڢَارَ ڧَرْڢِ,يَارَڧٜيٰࢽِ رِڧࣸواْࢽَظِيڢِ  هَرْيَذَمْ ࢽَاڢَارَڧَرْڢِ,0.03773584905660377,0.4
ELIT_WAN_00130_018v_line_010,ڢذاک يکڢى ولکࢽ مࢽ يطيڡ له ؞ حتى يجانب سوءالفول والعمل,ڢذاک يکڢى ولکࢽ مࢽ يطيڡ له ؞ حتى يجحانب سوءالفول والعل,0.03773584905660377,0.18181818181818182
ELIT_WAN_00130_009r_line_006,ڢالخيروالشر خلڡ اࢽ بذاک ڢض ڢليس للخلڡ ڢى المفض يࢽ حيل,ڢالخير والشر خلڡ اࢽ بذاک فض ڢليس للخلڡ ڢى المفض يࢽ حيل,0.03773584905660377,0.2727272727272727
Infiraji_8.pdf_page_13_line_008,ذࣸوثِيَاتَسࣸ بَاحَࢽَاࢽَا   ڧِيدَسࣸواْرَࢽَّࢽْ سࣸڧࣸوࢽَا,ذࣸوثِيَاتَسࣸ بَاحَࢽَاࢽَا  ڧِيدَسࣸواْرَࢽَࢽْ سࣸڧࣸوࢽَا,0.03773584905660377,0.25
Infiraji_7.pdf_page_2_line_006,دࣸک مَسࣸورَحْمَاشِتَارࣸواْ هَࢽْکَلِي بَبَّادَيَارࣸواْ,دࣸکْ مَسࣸورَحْمَاشِتَارࣸواْ  هَࢽْکَلِي بَبَّادَيَارࣸواْ,0.03773584905660377,0.25
Infiraji_4.pdf_page_26_line_011,بَابࣸ ڟࣸواڢࣸو بَاسَمَارِ  دࣸکْ ثِکِࢽْ وࣸتَ بَاکࣸزَارِ,بَابࣸ ڟࣸواْڢࣸوبَاسَمَارِ  دࣸکْ ثِکِࢽْ وࣸتَ بَاکࣸزَارِ,0.03773584905660377,0.2857142857142857
ELIT_WAN_00130_006r_line_006,بل انه باختيارمنه اوجدها ؞ فدزل مو جبحا بالعفل والجدل,بل انه باختيارمنه اوجدها ؞ فدزل موجبما بالعفل والجدل,0.03773584905660377,0.2
Infiraji_4.pdf_page_25_line_005,سَيْ رَسࣸولࣸ يَتَمْبَيٜيٰشِ   يَوْدَذَاتِ بَاشِ تَاشِ,سَىْ رَسࣸولࣸ يَتَمْبَيٜيٰشِ  يَوْدَذَاتِ بَاشِ تَاشِ,0.03773584905660377,0.16666666666666666
Infiraji_4.pdf_page_24_line_011,غَاوࣸتَاࢽَاذَاکࣸطَاحَرْ   بَاعَ تَاطِࢽْ لَاڢِيَا حَرْ,غَاوࣸتَاࢽَاذَاکࣸطَاحَرْ  بَاعَ تَاطِࢽْ لَاڢِيَاحَرْ,0.03773584905660377,0.4
Infiraji_8.pdf_page_20_line_008,بَاغَرٜيٰکَبَاحَرْأࣸبَࢽْکَ  مٜيٰ يَسَاکࣸواْذࣸوثِيَرْک,بَاغَرٜيٰکَبَاحَرْأࣸبَࢽْکَ مٜيٰ يَسَاکࣸواْذࣸوثِيَرْکَ,0.03773584905660377,0.3333333333333333
Infiraji_4.pdf_page_40_line_011,مَاسࣸ ثَاثَادَمَاسࣸ لࣸوطࣸ    ذَاعَ ڢَارَبࣸغࣸوسࣸڢَاطَا,مَاسࣸ ثَاثَادَمَاسࣸ لࣸوطࣸ  ذَاعَ ڢَارَبࣸغࣸوسࣸڢَاطَا,0.03773584905660377,0.0
ELIT_WAN_00130_012r_line_008,وعصة الله لاتعزى لغير هم ؞ لو نال غية کل الخير لم يصل,وعصة الله لاتعزى لغير هم ؞ لونال غاية کل الخير لم يصل,0.03773584905660377,0.23076923076923078
Infiraji_4.pdf_page_23_line_002,بَبَّکَ تَمْکَرْدَيَايِي   ࢽَࢽْڢَ سَيْ کࣸوکَادَکࣸويِي,بَبَّکَاتَمْکَرْدَيَايِي  ࢽَࢽْڢَ سَيْ کࣸوکَادَکࣸويِي,0.03773584905660377,0.4
Infiraji_4.pdf_page_33_line_006,لَاخِرَاࢽَسَ حَرْشِسَامِ  کَيْغَ ذَاݒَݒّٜيٰࢽْ مࣸڧَامِ,لَاخِرَاࢽَسَ حَرْشِسَامِ  کَيْغَ ذَاݒَبّٜيٰࢽ مࣸڧَامِ,0.03773584905660377,0.2
Infiraji_12.pdf_page_6_line_007,يَامَسࣸواْشِتَغَرْدَطَاکِ    ذَيْغَ تَارَڧَسَادَحَکِّ,يَامَسࣸواْشِتَغَرْدَطَاکِ  ذَيْغَ تَارَڧَسَادَحَکِّ,0.03773584905660377,0.0
Infiraji_10.pdf_page_12_line_004,أَوْرٜيٰ کࣸتَبَّتَ بَاأَبِࢽْ وَاسَابَا    مَاتَاکࣸبَرْوَاسَادَغِرْمَࢽْ أَوْرٜيٰ,أَوْرٜيٰ کࣸتَبَّتَ بَاأبِࢽْ وَاسَابَا  مَاتَاکࣸبَرْوَاسَادَغِرْمَࢽْ أَوْرٜيٰ,0.0379746835443038,0.16666666666666666
Infiraji_10.pdf_page_11_line_014,غَاڧࣸوڧَرِي غَاحَࢽْڧࣸرِي غَاحَࢽْکَلِي   کࣸمَ غَابِيَيَّاغࣸࢽْ مَذَاجَࢽْ أَوْرٜيٰ,غَاڧࣸوڧِرِي غَاحَࢽْڧࣸرِي غَاحَࢽْکَلِي  کࣸمَ غَابِيَيَّاغࣸࢽْ مَذَاجَرْ أَوْرٜيٰ,0.0379746835443038,0.2857142857142857
The_Human_Being_Is_an_Incurable_Disease_Mutum_Cuta_Ne_Marar_Magani.pdf_page_3_line_003,جَمَعَ کࣸسَوْرَارٜيࢽِ غَوَتَ تَࢽْبَيَ  شِࢽْوَا يَغَاࢽٜي مِࢽْ حَلِࢽْسࣸ مࣸتَاࢽٜيٰ,جَمَعَ کࣸسَوْرَارٜيٰࢽ غَوَتَ تَࢽْبَيَ  شِࢽْوَا يَغَاࢽٜيٰ مِࢽْ حَلِࢽْسࣸ مࣸتَاࢽٜيٰ,0.0379746835443038,0.2222222222222222
Infiraji_8.pdf_page_1_line_001,وَاڧَرْإِࢽْڢِرَاجِ تَبَکࣸي,وَاڧَرْ إِࢽْڢِرَاجِ تَبَکࣸي,0.038461538461538464,1.0
Infiraji_3.pdf_page_17_line_013,تَاڟَرٜيٰ أَزࣸمِي دَصَلَّا    غَسْکِيابَاتَاکَسَالَا,تَاڟَرٜيٰ أَزࣸمِي دَصَلَّا   غَسْکِيَابَاتَاکَسَالَا,0.038461538461538464,0.25
Nana_Asmāʾu_The_Absolute_Truth_1_Nana_Asmāʾu_Tabbat_Haqiqan_1.pdf_page_5_line_014,وَࢽْسࣸ ࢽَاࢽَࢽْ سࣸࢽَاتَيِي ࢽَيْ ثِلِمّࣸ    مَاسࣸ ڧࣸوٰثٜيٰمَ وَࢽْدَيَڢَّارَکَامࣸ,وَࢽْسࣸ ࢽَاࢽَࢽْ سࣸࢽَاتَيِي ࢽَيْ ثِکِمّࣸ   مَاسࣸ ڧࣸوثٜيٰمَ وَࢽْدَيَڢَّارَکَامࣸ,0.038461538461538464,0.25
Infiraji_3.pdf_page_14_line_002,أَࢽْکَ رَايَابِرْبِشِࢽْت     دَاشِࢽَاهࣸومَرْسَرَوْتَ,أَࢽْکَ رَايَابِرْبِشِࢽْتَ   دَاشِࢽَاهࣸومَرْسَرَوْتَ,0.038461538461538464,0.3333333333333333
Infiraji_11.pdf_page_8_line_002,دࣸوࢽِيَاهَرْمَامَهࣸوتَا    رَࢽْدَڟَيْوَاتَاڟَࢽَࢽْتَا,دࣸوࢽِيَاهَرْمَامَهࣸوتَا  رَࢽْدَڟَيْوَاتَاڟَࢽَࢽْتَا,0.038461538461538464,0.0
Infiraji_7.pdf_page_4_line_001,تَتَّلِࢽْکَ أَدࣸࢽْ زࣸبࣸوࢽِي کࣸوْدَرَاکَهَوَدَّهࣸوࢽِي,تَتَّلِࢽْکَ أَدࣸࢽْ زࣸبࣸوࢽِيْ کࣸوْدَرَاکَمَوَدَّهࣸوࢽِي,0.038461538461538464,0.5
Infiraji_8.pdf_page_12_line_008,غَاجَهَࢽَّمَ ࢽَࢽْ أَڢَارِ   کࣸرْکࣸکࣸࢽٜيٰ مَيْڧَذَارِ,غَاجَهَࢽَّمَ ࢽَࢽْ أَڢَارِ کࣸرْکࣸکࣸࢽٜيٰ مَيْڧَذَارِ,0.038461538461538464,0.0
Infiraji_8.pdf_page_7_line_002,بَابࣸ کَورِي بَابࣸ ڢَاطِ  ࢽَاجِ تࣸواْذَايٜࢽْ صَرَاطِ,بَابࣸ کَوْرِي بَابࣸ ڢَاطِ  ࢽَاجِ تࣸواْذَايٜࢽْ صِرَاطِ,0.038461538461538464,0.2857142857142857
Infiraji_6.pdf_page_19_line_011,دࣸکْ يَکَيْسࣸ يَࢽَاتَ شِيشࣸ    دَسࣸووࣸتَ مَاسࣸ غِشّࣸ,دࣸکْ يَکَيْسࣸ يَࢽَاتَ شِيشࣸ   دَسࣸووࣸتَ مَاسࣸ غِشِّ,0.038461538461538464,0.14285714285714285
ELIT_WAN_00130_010r_line_007,اماالحى وڡ ڢکالاصوات محدثت ؞ لوحلها فدم دامت ولم تحل,اماالحى وڡ ڢکالاصوات محدته ؞ لوحلها فدم دامت ولم تحل,0.038461538461538464,0.1
ELIT_WAN_00130_014r_line_003,واعلم باࢽ رسول الله اخي نا ؞ عࢽ الغيوب بحڡ غير مڢتعل,واعلم باࢽ رسول الله اخير نا ؞ عࢽ الغيوب بحڡ غيرمڢتعل,0.038461538461538464,0.25
Infiraji_4.pdf_page_42_line_013,بَسࣸ شَادَاطِ ألَاخِرَابَا,بَسࣸ شَادَاطِ أَلَاخِرَابَا,0.038461538461538464,0.3333333333333333
Nana_Asmāʾu_The_Absolute_Truth_1_Nana_Asmāʾu_Tabbat_Haqiqan_1.pdf_page_10_line_005,دࣸࢽْسࣸ اَللَّهࣸ يَڢَّ بَايࣸوهࣸدَاتِي  دࣸکْ مࣸغࣸودٜيٰ عࣸبَࢽْغِجِ مࣸيِ صَلاَتِي,دࣸࢽْسࣸ اَللَّهࣸ يَڢَّ بَايࣸوهࣸدَاتِي  دَکْ مࣸغࣸودٜيٰ عࣸبَࢽْغِجِ مࣸي صَلاتِي,0.03896103896103896,0.3333333333333333
Nana_Asmāʾu_The_Absolute_Truth_1_Nana_Asmāʾu_Tabbat_Haqiqan_1.pdf_page_10_line_002,تَالِکِي دࣸکْ غَرٜيٰسِ يَسَّامِ حِرْذِي   ࢽَايِوَاڧَغَّ ࢽَاثِکَاأيْڢَ رَمْزِي,تَالِکِي دࣸکْ غَرٜيٰشِ يَسَّامِ حِرْذِي    ࢽَايِوَاڧَغَّ ࢽَاثِکَاأَيْڢَ رَمْزِي,0.03896103896103896,0.25
Infiraji_9.pdf_page_12_line_001,غࣸلْبِي دَتَڢکِي مَاسࣸواْيَوَࢽْ رࣸوَا  أّجٜيٰ غََرٜيٰسࣸوأَعِسْکٜيٰ سࣸࢽْڧَڢٜيٰ,غࣸلْبِي دَتَڢْکِي مَاسࣸواْيَوَࢽْ رࣸوَا  أَجٜيٰ غَرٜيٰسࣸوأَعِسْکٜيٰ سࣸࢽْڧَڢٜيٰ,0.03896103896103896,0.42857142857142855
Nana_Asmāʾu_Admonition_Nana_Asmāʾu_Waazi.pdf_page_1_line_010,دࣸوࢽْ ڢَتࣸوبَا کَبَادَڟَرْکِي غَبَاوَا   دَغَّ ذࣸࢽࣸبِي شِڟِيرَ غَشِغَاجَحِيمِ,دࣸو ڢَتࣸوبَاکَبَادَڟَرْکِي غَبَاوَا   دَغَّ ذࣸࢽࣸبِي شِڟِيرَ غَشِغَاجَحِيمِ,0.03896103896103896,0.375
Nana_Asmāʾu_The_Absolute_Truth_1_Nana_Asmāʾu_Tabbat_Haqiqan_1.pdf_page_5_line_013,لࣸوکَثِࢽَّࢽْ ࢽَثِࢽْغَرِي بَاطَ ظࣸلْمࣸ   بَابࣸ کٜيٰوࣸوحَڧِيڧَةََ ࢽَࢽْ غَرٜيٰمࣸ,لࣸوکَثِࢽَّࢽْ ࢽَثِࢽْغَرِي بَاطَ ظࣸلْمࣸ  بَابࣸ کٜيٰوࣸوحَڧِيڧَةَ ࢽَࢽْ غَرٜيمࣸ,0.03896103896103896,0.25
ELIT_WAN_00130_012v_line_003,والمعجزات سوى الفرءاࢽ ليس لها ؞ حدڢيحص هانظم لمحتڢل,والمعحزات سوى الفرءاࢽ ليس لها ؞ حدڢيحص هانظم لمحتڢلل,0.0392156862745098,0.2222222222222222
Infiraji_8.pdf_page_28_line_005,سَىْ رَسࣸولࣸ يَتَمْبَيٰٜشِ   يَوْدَذَتِ بَاشِ تَاشِ,سَىْ رَسࣸولࣸ يَتَمْبَيٰٜشِ  يَوْدَذَاتِ بَاشِ تَاشِ,0.0392156862745098,0.16666666666666666
Infiraji_7.pdf_page_6_line_010,شِي ڧَࢽِࢽْ جَاکِ دَدࣸکِ ࢽٜيٰ ذࣸوَاغࣸوࢽْکِ دَکَࢽْکِي,شِي ڧَࢽِࢽْ جَاکِ دَدࣸوکِ ثٜيٰ ذࣸوَاغࣸوࢽْکِ دَکَࢽْکِي,0.0392156862745098,0.2857142857142857
Infiraji_8.pdf_page_6_line_007,دَامࣸࢽَاڢَامَادَکࣸوࢽٜيٰ   کࣸيْ کَرَاتࣸووَاوࣸتَاࢽٜيٰ,دَامࣸࢽَاڢَامَادَکࣸوࢽٜيٰ کࣸيْ کَرَاتࣸووَاوࣸتَاࢽٜيٰ,0.0392156862745098,0.0
ELIT_WAN_00130_017v_line_004,ڢنسٔل الله عوناڢهوملجانا ؞ على نڢوس فست للخيرلم تنل,ڢنسٔل الله عونا ڢهوملجانا ؞ على نڢوس فست للخي لم تنل,0.0392156862745098,0.4444444444444444
A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_3_line_018,شِي مَيْسَمَّکࣸوْࢽْ ڢِتَرْکَاسࣸوَاࢽٜي  بَايَاجٜي بَࢽٜي ڢَدَࢽْ يَيِّي صَࢽَاعَ,شِي مَيْسَمَّکࣸوࢽْ ڢِتَرْکَاسࣸوَاࢽٜيٰ  بَايَاجٜي بَࢽٜي ڢَدَࢽْ يَيِّي صَࢽَاءَ,0.039473684210526314,0.375
A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_4_line_014,دࣸومَيْسَࢽْ سࣸکࣸو عَشٜي وَاجِبِيࢽٜي  يَايِي کࣸويِي دَسࣸومࣸتِࢽْ يَيِي صَࢽَاعَ,دࣸومَيْسَࢽْ سࣸکࣸوعَشٜي وَاجِبِيࢽٜي يَيِي کࣸويِي دَسࣸومࣸتِࢽْ يَيِي صَࢽَاعَ,0.039473684210526314,0.3333333333333333
Nana_Asmāʾu_The_Absolute_Truth_1_Nana_Asmāʾu_Tabbat_Haqiqan_1.pdf_page_3_line_014,کَامَ حَࢽْيَاذࣸوَاغَرَيْ کَدَکَرَابَا    وࢽْدَاَلڧَاضِ يَکِّرَا يَڧِّکَرْبَا,کَامَ حَࢽْيَاذࣸوَاغَرَيْ کَدَکَرَابَا   وَࢽْدَاَلْڧَاضِ يَکِّرَا يَڧِّکَرْبَا,0.039473684210526314,0.16666666666666666
ELIT_WAN_00130_002r_line_004,والله اسنل ت نڢع الجميع به ؞ اذلايضيع ڢضلاکل ذ>امل,والله اسنل ت نڢع الجيع به ؞ اذلا يضيع ڢضلاکل ذ>امل,0.04,0.25
ELIT_WAN_00130_007r_line_003,عليه اذليس ذاجسم ولا عࢽ ض ؞ اࢽ المجسم ذوجهل وذوخطل,عليه اذليس ذاجسم ولاعر ض ؞ اࢽ المجسم ذوجهل وذوخطل,0.04,0.18181818181818182
Infiraji_8.pdf_page_1_line_006,اَلْحَاجِ مَالَمْ عَلِيّࣸ,اَلْحَاجِ مَالَعْ عَلِيّࣸ,0.04,0.3333333333333333
The_Human_Being_Is_an_Incurable_Disease_Mutum_Cuta_Ne_Marar_Magani.pdf_page_2_line_007,اࢽي تحيرت ڢي امري وامرهم  شبه الࢽعامة لاطير ولاجمل,اࢽي تحيرت ڢي امري وامرهم شبه الࢽعامة لاطيرولاجمل,0.04,0.2222222222222222
Infiraji_5.pdf_page_19_line_001,وَايَکٜىٰ ڧَارَاࢽَسَامࣸ   کَاغَ يَاکࣸوْامَاهࣸمࣸومࣸ,وَايَکٜيٰ ڧَارَاࢽَسَامࣸ  کَاغَ يَاکࣸوْامَاهࣸمࣸومࣸ,0.04,0.25
Knowledge_to_Follow_God_Gandal_Fii_Rewugol_Alla.pdf_page_4_line_014,عٜسَلْمِنَاڡࣽ وَالسَّلاَمࣸ عٜسَلْمِنْدٜوَسࣸنَنࣸهَا,عٜسَلْمِنَاڡࣸ وَالسَّلاَمࣸ عٜسَلْمِنْدٜوَسࣸنَنّࣸهَا,0.04,0.6666666666666666
Knowledge_to_Follow_God_Gandal_Fii_Rewugol_Alla.pdf_page_6_line_006,عِوࣸسْبَادٜوَالاِسْتِنسَاڡࣸ عٜسࣽرْکِنَادٜوَفِيَامࣸ,عِوࣸسْبَادٜوَالاِسْتِسَاڡࣸ عٜسࣸرْکِنَادٜوَفِيَامࣸ,0.04,1.0
Infiraji_8.pdf_page_17_line_001,سࣸࢽْکِرَايَاخَازࣸࢽࣸوࢽَ  سَيْکَ بَامࣸ رࣸوَاکَطَيْࢽَ,سࣸࢽْکِرَايَاڧَازَࢽࣸوࢽَ  سَيْکَ بَامࣸ رࣸوَاکَطَيْࢽَ,0.04,0.25
Infiraji_3.pdf_page_1_line_001,وَاڧَرْ إࢽْڢِرَاجِ تَعࣸکࣸ,وَاڧَرْإࢽْڢِرَاجِ تَعࣸکࣸ,0.04,0.6666666666666666
A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_1_line_002,مَيْ صَࢽَاعَ بَايَا ڟِيَا,مَيْ صَࢽَاعَ بَايَاڟِيَا,0.04,0.5
Nana_Asmāʾu_The_Absolute_Truth_1_Nana_Asmāʾu_Tabbat_Haqiqan_1.pdf_page_3_line_001,مَاسࣸ إيکࣸو سࣸمَيْدَ هِمَّاسࣸغَرْتَا   کࣸࢽْجِ يَامَاسࣸ جِ دَطَاکَدَکࣸبَاتَا,مَاسࣸ إيکࣸوسࣸمَيْدَهِمَّاسࣸغَرْتَا  کࣸࢽْجِ يَامَاسࣸ جِ دَطَاکَدَکࣸبَاتَا,0.04,0.375
The_Human_Being_Is_an_Incurable_Disease_Mutum_Cuta_Ne_Marar_Magani.pdf_page_1_line_004,اࢽ کࢽت مࢽبسطاسموک مسحرة  أوکࢽت مࢽڧبضاڧالواله الثڧل,إࢽ کࢽت مࢽبسطاسموک ملحرة  أوکࢽت مࢽڧبضاڧالواله الثڧل,0.04,0.2857142857142857
A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_6_line_006,إِدَࢽْ سࣸکَذࣸوسࣸࢽَابَرَاکَرْعَبَاسࣸ    بَعَاتَيْمَکࣸوࢽْ مَرَرْکٜࢽْ طَبِى عَ,إِدَࢽْ سࣸکْذࣸوسࣸࢽَابَرَاکَرْعَبَاسࣸ   بَعَاتَيْمَکࣸوࢽْ مَرَرْکَࢽْ طَبِى عَ,0.04,0.3333333333333333
Nana_Asmāʾu_The_Absolute_Truth_1_Nana_Asmāʾu_Tabbat_Haqiqan_1.pdf_page_6_line_008,بَابࣸ کٰٜوࣸوڢَ دࣸدَّکٰٜوتَادَذࣸوبٜلْي  حَکَࢽَامَاسࣸ ثِࢽْ أَمَاࢽَاغَغࣸوبٜيٰ,بَابࣸ کٜيٰوࣸوڢَ دࣸدَّکٜيٰوتَادَذࣸوبٜلْي   حَکَࢽَامَاسࣸ ثِࢽْ أَمَاࢽَاغَغࣸوبٜيٰ,0.04054054054054054,0.3333333333333333
Nana_Asmāʾu_Admonition_Nana_Asmāʾu_Waazi.pdf_page_1_line_004,وَاحِدࣸࣸشِيکَطَيْ شِيکٜي شِدَّإيکࣸو   بَابࣸ ڢَرْکࣸو غَوَࢽْدَيَڢَّارَ کࣸومِ,وَاحِدࣸشِيکَطَيْ شِيکٜي شِدَّإيکࣸو   بَابࣸ ڢَرْکࣸوغَوَࢽْدَيَڢَّارَکࣸومِ,0.04054054054054054,0.5714285714285714
Infiraji_9.pdf_page_6_line_006,مَاتَاأَطٜيبٜيٰ  کࣸࢽْيَادَبِࢽْ مࣸجِي   أَبَرْسࣸووَاڟٜيٰ عَطَاکِࢽْ دࣸوࢽِيَا,مَاتَاأَطٜيٰٜيٰ کࣸࢽْيَادَبِࢽْ مࣸجِي  أَبَرْسࣸووَاڟٜيٰ عَطَاکِࢽْ دࣸوࢽِيَا,0.04054054054054054,0.16666666666666666
Infiraji_8.pdf_page_17_line_002,تَيْمَکٜيمࣸ وࣸتّادَڧࣸوࢽَ  غَابࣸغࣸودَبَڧَرْمَهَاࢽَ,تَيْمَکٜيٰمࣸ وࣸتَادَڧࣸوࢽَ  غَابࣸغࣸودَبَڧَرْمَهَاࢽَ,0.04081632653061224,0.6666666666666666
Knowledge_to_Follow_God_Gandal_Fii_Rewugol_Alla.pdf_page_10_line_009,کࣽجَکَّ وَالْخَامِسࣸ جࣽوَبࣽعࣽࢽْ ࡶَلْحَجّࣸ کࣽحَجّࣸ,کࣽجَکَّ وَالْحَامِسࣸ جࣽوَبࣽعࣽࢽْ ࡶَلْحَجّࣸ کࣽتَجّࣸ,0.04081632653061224,0.4
Infiraji_9.pdf_page_18_line_003,يَثٜيٰ دَمَيْزِࢽَىٰ کࣸويَاتࣸوبَا   سَيْيَيْ ࢽࣸڟࣸواْوࣸتَاݣࣸاࢽَࢽْ شٜيٰکَرَا,يَثٜيٰ دَمَيْزِࢽَيٰ کࣸويَاتࣸوبَا  سَيْيَيْ ࢽࣸڟࣸواْوࣸتَاکࣸاࢽَࢽْ شٜيٰکَرَا,0.0410958904109589,0.3333333333333333
Infiraji_9.pdf_page_16_line_008,دَمَيْ أَمْرٜيٰ مَاتَادَذَࢽٜيٰ بَݣࣸيْ   شِيکࣸوأَڟَمَايَيْ أَيْکِࢽْ کَوَيْ,دَمَيْ أَمْرٜيٰ مَاتَادَذَࢽٜيٰ بَکࣸيْ  شِيکࣸوأَڟࣸمَايَيْ أَيْکِࢽْ کَوَيْ,0.0410958904109589,0.2857142857142857
Infiraji_9.pdf_page_22_line_003,لَادَاأَکَࢽْيِي دَمَاسࣸ ڢِتࣸورࣸوَا    بَاعَابِيَࢽْسࣸو سَي أَࢽْ ڧٜيٰتَرٜيٰ,لَادَاأَکَࢽْيِي دَمَاسࣸ ڢِتࣸورࣸوَا   بَاعَابِيَࢽْسࣸوسَيْ أَࢽْ ڧٜيٰتَرٜيٰ,0.0410958904109589,0.2857142857142857
A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_5_line_002,حَرْاَبَدَاثِکِࢽْ سࣸکࣸوࢽَادَيِࢽْوَا    يࣸࢽْوَاࢽَاثِکِࢽْ مَرْيِّࢽْ صَࢽَاعَ,حَرْأَبَدَاثِکِࢽْ سࣸکࣸوࢽَادَيِࢽْوَا   يࣸࢽْوَاࢽَاثِکِࢽْ مَرَيِّࢽْ صَࢽَاعَ,0.0410958904109589,0.4
A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_4_line_005,تࣸوکَيْ مَيَّسَاکَذَوْࢽَاکَمِيڧٜي  کَکٜي رࣸوڧࣸوࢽْسࣸ بَاکَسࣸو کَيْ صَࢽَاعَ,تࣸوکَيْ مَيَّسَاکَذَوْࢽَاکَمِيڧٜي کَکٜيٰ رࣸوڧࣸوࢽْسࣸ بَاکَسࣸوکَيْ صَࢽَاعَ,0.0410958904109589,0.42857142857142855
MAF_286.pdf_page_15_line_016,کࣸبَرْسࣸࢽْ بࣸغࣸࢽْسࣸ کَسِدِࢽْ دࣸࢽْ اَللَّهࣸ يَࢽْاءࣸوَا ؞  کࣸطَوْرٜي سࣸ تࣸوکࣸࢽجِ ذَࢽْثٜي مࣸحَمَّدَا,کࣸبَرْسࣸࢽْ بࣸغࣸࢽْسࣸ کَسِدِࢽْ دࣸࢽْ اَللَّهࣸ يَࢽْاءࣸوَا ؞  کࣸطَوْرِيسࣸ تࣸوکࣸࢽْجِ ذَࢽْثٜيْ مࣸحَمَّدَا,0.041237113402061855,0.3333333333333333
Knowledge_to_Follow_God_Gandal_Fii_Rewugol_Alla.pdf_page_3_line_008,ࡼلطَّاهِرࣸعٜلٜيْدِللَبࣸدِوَالضَّرْبَةࣸࡼلاࣸوْلَىٰ,ࡼلطَّاهِرࣸعٜٜيْدِللَبࣸدِوَالضَّرْبَةࣸࡼلاࣸوْلَى,0.041666666666666664,1.0
Infiraji_10.pdf_page_8_line_006,إِࢽْ مَّثٜيٰ تَابِ مِجِࢽْتَ دَغَسْکٜيٰ   تَيْ حَڧࣸرِي تَڟَيَا طَاکِࢽْتَا,إِࢽْ مَّثٜيٰ تَابِ مِجِࢽْتَ دَغَسْکٜيٰ  تَيْ حَڧَرِي تَڟَيَاطَاکِࢽْتَا,0.041666666666666664,0.3333333333333333
Infiraji_9.pdf_page_21_line_013,مَالَمْ غَجٜيٰرٜيٰ ࢽَدَامࣸوأَلْحَجِ  غِدَࢽْسَا ࢽَاجِ يَࢽَاڧࣸوڢَرْ غَبَسْ,مَالَمْ غَجٜيٰرٜيٰ ࢽَدَامࣸوأَلْحَاجِ  غِدَࢽْسَاࢽَاجِ يَࢽَاڧࣸوڢَرْغَبَسْ,0.041666666666666664,0.7142857142857143
Knowledge_to_Follow_God_Gandal_Fii_Rewugol_Alla.pdf_page_9_line_017,کࣽوَيْدٜدِيَرْوَعَدَمࣸ ࡼلْفࣸدْرَةِعٜوَيْدٜوَوْدٜ,کࣽوَيْدٜدِيَࢽْ وَعَدَمࣸ ࡼلْفࣸدْرَةِعٜوَيْدٜوَوْدٜ,0.041666666666666664,1.0
A_Person_with_a_Livelihood_Will_Never_Be_Destitute_Mai_Sanaa_Ba_Ya_Tsiya.pdf_page_3_line_017,سَيَّيْ عَدّࣸعَ کَيَرْشِي يَطَوْکَا  کَجِ وࣸوڢِي دَبَايَاسࣸويَيْ صَࢽَاعَ,سَيَّيْ عَدّࣸعَ کَيَرْشِي يَطَوْکَا    کَجِ وࣸوڢِي دَبَابَاسࣸويَيْ صَࢽَاعَ,0.041666666666666664,0.125
Infiraji_6.pdf_page_2_line_006,اَلْحَاجِ مَالَمْ علِيّࣸ,اَلْحَاجِ مَالَمْ عَلِيّࣸ,0.041666666666666664,0.3333333333333333
Infiraji_9.pdf_page_2_line_004,وَاڧَرْڧَرْشَࢽْ ذَامَاࢽي,وَاڧَرْڧَرْشَࢽْ ذَامَاࢽِي,0.041666666666666664,0.5
