GroundTruth,Prediction
بَکَسَࢽْ هَالِࢽْدَسࣸࢽْ کَشٜىٰبَا,بَکَ سَࢽْ مَالِࢽْدَسࣸࢽْ کَشٜيٰبَا
سَيْ سࣸثٜيٰ مَسࣸ بࣸتࣸلْثٜيٰ  أَࢽْ حَدِيثِ کࣸࢽْ کࣸرࣸمْثٜيٰ,سَيْ سࣸثٜيٰ مَسࣸ کࣸࢽْ بࣸتࣸلْثٜيٰ  أَࢽْ حَدِيثِ کࣸࢽْ کࣸرࣸمْثٜيٰ
کࣸمَا سَىْ بَکَذࣸوْکَࢽَارَحَابَا,کࣸمَ سَيْ بَکَذࣸوْکَࢽَارَحَابَا
سَيْ وࣸرِࢽْ تࣸواْذࣸࢽْ أّلࣸولَه    سَيْ وࣸرِࢽْ أَذࣸمِي مࣸوَالَهْ,سَيْ وࣸرِࢽْ تࣸواْذࣸࢽْ أَلࣸولَه  سَيْ وࣸرِࢽْ أَذࣸمِي مࣸوَالَهْ
تࣸࢽْ أࢽَࢽْ وَحَلَاتَسࣸواْمَا    حَرْثِکِࢽْتَ يَڢَارَذِمَّا,مࣸࢽْ أَࢽَࢽْ وَحَلَاتَسࣸواْمَا  حَرْثِکِࢽْتَ يَڢَارَذِمَّا
ذَاأَکَيْ کࣸوَࢽْسࣸ طَاکِ  ࢽٜيٰ ࢽَهَمّࣸ کَمَرْأَکࣸرْکِ,ذَاأَکَيْ کࣸوَࢽْسࣸ طَاکِ ࢽٜيٰ ࢽَهَمّࣸ کَمَرْأَکࣸرْکِ
٣ غَيْسࣸوَا تَاکࣸواْتَدبثى   غࣸࢽْ مَأَيْکِࢽْ ࢽَࢽْ أَࢽْبَثِى,٢َغَيْسࣸوَاتَاکࣸواْتَادَاثٜيٰ  غࣸࢽْ مَأَيْکِࢽْ ࢽَࢽْ دَأَࢽْثٜيٰ
مَيْڢَطَادَمࣸسࣸلْمِي يَکࣸࢽْ تࣸکࣸ    بَاغَيْسࣸوَاکࣸمَابَايَࢽْ غَاڢَرَا,مَيْڢَطَادَمࣸسࣸلْمِي يَکࣸࢽْ عࣸکࣸ  بَاغَيْسࣸوَاکࣸمَابَايَࢽْ غَاڢَرَا
إِࢽْ مَّثٜيٰ تَيْ لَدَبِي تَکِيَايٜيٰ  اِللَّهْ سَرْکِي شِي کَبِيَࢽْ تَا,إِࢽْ مَّثٜيٰ تَيْ لَدَبِي تَکِيَايٜيٰ اللّه سَرْکِ شِي کَبِيَرْتَا
وَاڧَرْ تَاشِࢽْ ڧِيَامَ,وَاڧَرْتَاششِࢽْ ڧِيَامَ
کَغَ کَلْمَابَاتَغَرْدَمَابَا,کَغَ کَلْمَابَاتَغَرْدَمَابَا
ࢽَاڢغࣸودٜيٰ عࣸبࢽغجِيࢽَا رحِيمِ   وَࢽْدَيَيّࣸوࢽِ مَيْ سَرَوْتَا کَرِيمِ,ࢽَاڢَڧࣸودٜيٰ عࣸبَࢽْغِجِيࢽَارَحِيمِ  وَࢽْدَيَيّࣸوࢽِ مَيْ سَرَوْتَاکَرِيمِ
7,1
ليحسل الى ى ت سمل وت جبل ؞ تغࢽ بل السجب ذاک الودڡ ميࢽ محل,ليجصل الم ى ت سل وت جبل ؞ تغر بل السحب ذاک الودڡ ڢى عل
کَرکَيِى دَودࣸکࣸࢽْغَ کَرکَيِ کَوَلْثِ    کّرکَيِى کَࢽذَغِࢽْ کِطَاکࣸيِى صَࢽَاءَ,کَرْکࣸيِي دَوْدࣸ کࣸࢽْغَ کَرْکࣸيِي کَوَلْثِ  کَرْکࣸيِي کَࢽْذَغِࢽْ کِمَاکࣸيِي صَࢽَادَ
سَىْ أَثٜىٰ دࣸومِࢽْ سࣸڧࣸوࢽٜىٰ    سِيدِمࣸࢽْ مࣸࢽْتَدَّکَيْࢽٜىٰ,سَيْ أَثٜيٰ دࣸومِࢽْ سࣸڧࣸوࢽٜيٰ سِيدِمࣸࢽْ مࣸࢽْتَدَّکَيْࢽٜيٰ
وࣸنداکࣸ دنياحࣸومْتَتَاࢽࣸ دٜمَجِّࢽَ ڢَغيمٜ جَوْلِ دٜتِنْدِبٜيࢽْ سٜمْتَتَا,وࣽنْداکࣸ دٜنڢٜ حࣸومْتَتاطࣸدٜمَجِّ جَفٜيي ڢَرْلِدٜتِنْدٜبٜمْ مٜمْتَتَا
ڢصل نا ثبوت مڢاته المعنويته وانها,ڢصل ࢽا ثبوت مڢاته العࢽوية واࢽع
شِي کَسَاذَاݒٜي غَأَوْرٜيٰ    بَاسࣸ کࣸوْاْوَاشِوَاتٜيٰ,شِي کَسَاذَابِي غَأَوْرٜيٰ  بَاأَسࣸࢽْ کࣸوْاْوَاشِوَارٜيٰ
الکِتَابࣸ الْحَاجِ,أَلْکِتَابࣸ الحَابَ
نࣽکّࣸ کَ فٜذِنْتٜىٰ وَالسِرّࣸعٜسࣸوطࣸدٜڢِح مَوْضِعِهِ>,نࣽکّ کَڢِذِنْتٜىٰ وَالسِرّࣸعٜسࣸوطࣸدٜڢِ مَوْضِعِهِ>ِ
3,1
أَݣࣸيْ وَتَ کَرَامَ ࢽَࢽْ غَوࣸرْدِࢽْ يَٜࢽْاءࣸوَا ؞  کࣸسَوْرَارِ وَاڧَ کࣸࢽْجِ جَمَعَرْ مࣸحَمَّدَا,أَکࣸيْ وَتَ کَرَامَࢽَࢽْ غَوࣸرْدِࢽْ يَࢽْدࣸوَا  کࣸسَوْرَاࢽِ وَاڢَ کࣸࢽْجِ جَمَعَْ مࣸحࣸمَّدَا
١٣٩٣,١٣ب٣م
بَاوَࢽْکَ بَزَيْ بَڧِࢽْ ثِکِيبَا,بَاوَࢽْکَ بَزَيْ بَڧِࢽْ ثِکِيبَا
دࣸکَࢽْ عِبَادَاأَيْکيِ صَالِحِ   أَࢽْڟَرٜيٰ سࣸوبَاسࣸ وࣸرِࢽْذࣸوَا,دࣸکَࢽْ عِبَادَأَيْکِ صَالِجِ  أَࢽْڟَرٜيٰ سࣸوبَاسࣸ وࣸرِࢽْذࣸوَا
بَىْ غِرْمَمَ وَاࢽْغَ اَلࢽَّبِيبَا,بَيْ غِرْمَمَ وَࢽْغَ اَلࢽَّبِيبَا
کࣸࢽِي سَࢽْثِ يِࢽْ کَذَڢِي غَمَاتَاڢَ مࣸومِࢽَيْ ؞ دࣸࢽْ کَدَيَبَشّٜکࣸ کࣸࢽِي سَࢽْثِ أَحْمَدَا,کࣸࢽِي سَࢽْثِ يِࢽْ کَذَڢِ ڢَغَمَاتَاڢَمࣸومِࢽَيْ ؞  دࣸࢽْکَدَيَيَشَّکࣸ کࣸࢽِجِ سَࢽْثِ َحْمَّدَا
وࣸنداکࣸ دنيابٜتْدِنَاطࣸ تࣸلاَمࣸط برْ جࣸمْلاَڢِى النَّبِأٜنْ جِطࣸيْمَدࣸ بَنْسَتَا,مࣸنْداوࣸمٜنيْدَتَدِنَاطࣸ نࣸمَامࣸطࣸ جٜࢽْ جࣸمْلَاجِ اَلنَّبَاࢽْ جٜطࣸيْمَدࣸ يَنْجَتَا
ࢽَࢽْ دَࢽْࢽْ أَّثِکِࢽْ تَرࣸکَّا   وَࢽْدَکࣸوْاْأَذَتࣸࢽْغَ ࢽَاکَا,ࢽَࢽْ دَࢽَࢽْ أَثِکِࢽْ تَرࣸکَا  وَࢽْدَکࣸوْاْأَذَتࣸࢽْغَ ࢽَاکَا
تࣸوحَکَࢽَࢽْ مَّثٜيٰ کࣸومِي ݣٜࢽْتَا  إِࢽْ دَيْ بَاتَ حَلِي دَࢽَغَرْتَا,تࣸوحَکَࢽَࢽْ مَثٜيٰ کࣸومِي کِࢽْتَا  إِࢽْ دَيْبَاتَ حَلِي دَࢽَغَرْتَا
کࣸوْاْوَثٜيٰ دَرَجَرْغِدَࢽْسࣸ کٜيٰ رِڧࣸࢽْتَ إِرِࢽْ هَلِࢽْسࣸ,کࣸوْاْوَثٜيٰ دَرَجَرْغِدَࢽْسࣸ  کٜىٰ رِڧࣸࢽْتَ إِرِࢽْ هَلِࢽْسࣸ
کَتࣸࢽَابَاذَامࣸ دَوَّمَابَا,کَتࣸࢽَابَاذَامࣸ دَوَّمَابَا
إِࢽْکࣸࢽْ ڧِي ذَاࢽْثٜࢽَابَکࣸتࣸوبَبَا  وَاَللَّهِ ڧࣸوڢَاذَاأَرࣸڢٜيٰتَࢽٜيٰ,إِࢽْ کࣸࢽْڧِي ذَࢽْثِࢽَابࣸکࣸتࣸوبَبَا  وَاللَّهِ ڧࣸوڢَاذَاَأرࣸڢٜيٰتَࢽٜيٰ
وَࢽْدَسࣸࢽْ رِڧٜيٰ غَرْدَمَاࢽيٰ   بَاعَ سَاسࣸ ثِکِࢽْ مࣸتَاࢽٜيٰ,وَࢽْدَسࣸࢽْ رِڧٜيٰ غَرْدَمَاࢽٜيٰ  بَاعَ سَاسࣸ ثِکِࢽْ مࣸتَاࢽٜيٰ
بل انه باختيارمنه اوجدها ؞ فدزل مو جبحا بالعفل والجدل,بل انه باختيارمنه اوجدمها ؞ فدزل مدجبمابالعفل والجدل
10,1
7,1
دوب,دوب
سَيْ وَࢽْدَ جِکِى بَيَارَسَابَا,سَيْ وَࢽْدَجِکِي بَيَارَسَابَا
20,1
وَاڧَرْمَجِيدࣸ,وَااڧَرْمَجِِدࣸ
بِسْمِ اِللَّهِ الرَّحْمَٰࢽِ الرَّحِيمِ  الحَمْدࣸ لِلََهِ الوَلِي الکَرِيمِ وَالصَّلَاةࣸ    الکَريمِ وَس,بِسْمِ اللَى الرَّحْمَࢽ الرَّحِيمِ الحَمّْدࣸللَّه الوَالِ الکَرِي وَالصَّلاةࣸ
بَأسَامِ أبِࢽدَيَاإيَابَا,بَأَسَامِ أَبِࢽْدَيَإِيَابَا
شِکَسَاهِمَّتَلَالَهْ ثِى مࣸتࣸم مَي سࣸوࢽْ کَمَالَهْ,شِي کَسَاهِمَّاتَلَالَهْ ثٜيٰ مࣸتࣸمْ مَيْ سࣸورْکَمَالَهْ
بَيْبَرْسࣸ ذَمَادَلَاڢِيَابَا,بَيْ بََرْسࣸ ذَمَادَلَاڢِيَابَا
20,1
وفيل نطلڡ لڢظاليس يوهمنا ؞ والاول الحڡ ڢاسلک طى فدتمل,وفيل نط لڡ لڢظاليس يوهنا ؞ والاول الحڡ ڢاسلک طى فدل
دمي غم يࢽعوادࢽ سي کييا  شبر ثيوااکيوࢽ الࢽصارا,دمي غميࢽعوادࢽ سي کييا   شبرثوااکيوࢽ الࢽصارا
يَا رَبِّ صَلِّ عَلَى ࢽَبِّي مࣸحَمَّدࣸ  اࣸصَلِي دࣸکَࢽْ مَيْسࣸوࢽْ أشِرْيࣸ دَيَ عࣸوَا,يَارَبࣸ صَل عَلي ࢽَبِي مࣸحمَدِّ أَصَلِࢽْ دࣸکَࢽْ مَيَْسࣸ أَشرسࣸ دَࢳࢽْ عࣸوَا
تمت بحمد الله وسࢽ عونه,ڢتڢ انله وع  عو
حَالِࢽْسࣸࢽٜيٰ واللَّهِ سِيمࣸکَ رَتَّبَا   إِࢽْ کَيْ تࣸࢽَاࢽِ ذَاکَغَاࢽٜيٰ مࣸتَاࢽٜيٰ,حَالِࢽْسࣸࢽٜيٰ وَالَّهِ شِيمࣸکَ رَࢽْبَا  إِࢽْ کَيْ تࣸࢽَاࢽِ ذَاکَغَاࢽٜيٰ مࣸتَاࢽٜيٰ
طبعة الأولى 1963,طبعة الذولدم
دࣸࢽْ حَلِࢽْسࣸ دَبَࢽْ دَبَࢽْ ࢽَا   شِي مࣸتࣸمْ إِࢽْ ذَاکَ ذَوْࢽَا,دࣸࢽْ حَلِࢽْسࣸ دَبَࢽْ دَبَࢽْࢽَا شِي مࣸتࣸمْإِࢽْ ذَلکَ ذَوْࢽَا
ࢽَابࣸکَاثِ غࣸدࣸࢽْمَوَࢽْ کَ    وَࢽْدَکَيْمَ مَتَيمَکَࢽْکَ,ࢽَابࣸکَاثِ غࣸدࣸࢽْمَوَرْکَ  وَࢽْدَکَيْمَ مَتَيْمَکَࢽْکَ
والله سبحانه ترجوه يحشى نا ؞ غدا ڢى زمࢽ تهم ڢى الامࢽ مࢽ وجل,والله سبحان ت جو> يجشرنا ؞ غداڢى زم ته ڢى الامࢽ مࢽ وجل
يَىِّ سَابࣸواْکࣸوْايَبَادَ   أَرْزࣸکَࢽْ وَࢽِي کࣸوْاْيَثِيدَ,يَيِّ سَابࣸواْکࣸوْايَبَادَ  أَرْزࣸکَࢽْ وَࢽِي کࣸوْاْيَثِيدَ
يَابٜثٜيٰ دَرَشِࢽْ بَصِيرَا    سَيْ شِذࣸوْدَدࣸبࣸࢽْ لَرࣸورَا,يَابَثٜيٰ دَرَشِࢽْ بَصِيرَا  سَيْ شِذࣸوْدَدࣸبࣸࢽْ لَرࣸورَا
وَالمࣸسلِمَاتࣸ ءَامِيࢽْ,وَالَمَسْطَࢽْ دَمِيم
أّڢِدَشِي کࣸمَابَايَࢽْ شٜيٰکَرَىٰ  أّبَاشِ کࣸرْڢࣸرْ ݣࣸاࢽَࢽْ شٜيٰکَرَا,أَڢِدَشِي کࣸمَابَايَࢽْ شٜيٰکَرَيٰ  أَبَاشِ کࣸرْڢࣸوکَاࢽَࢽْ شٜيٰکَرَا
سَي هࣸلࣸولࣸ دَشَࢽْ سِغَارِ بَاسࣸ إِسْتِغِڢَارِ,سَيْ سَلࣸولࣸ دَشَࢽْ سَغَارِ  بَاسࣸ سࣸࢽْ إِسْتْࢽْغِڢَارِ
7,1
دࣸوعَغَرِى کࣸوبَابࣸ مَيبَاس بَاشى     دَࢽْبَاسَابِيَامَرَسَّاصَࢽَاع,دࣸوعَغَرِي کࣸوبَابࣸ مَيْبَاسࣸ بَاشِيي  دَࢽْ بَاسَابِيَامَرَسَّاصَࢽَاعَ
مࣸيْ يَبࣸو يَࢽْ عࣸوّا غَسَرْکِي حَڧِيڧَا          جِࢽْڧيِي أغَرَيْ دَکٰٜوْتَا حَڧِيڧا,مࣸيْ يَيࣸويَࢽْ عࣸوَاغَسَرْکِ حَڧِيڧَا  جِࢽْغَيِي أَغَرَيْ دَکٜيٰوتَاحَڧِيڧَا
أَيْکِي ࢽَسَابࣸواْ بَاتِلَسْ بࢽٜيٰ    حَڧࣸرِي أَکَࢽْيِي أّذَمْࢽَالاڢِيَا,أَيْکِيي ࢽَسَابࣸواْبَاتِيلَسْ بَࢽٜيٰ  حَڧࣸرِي أَکَࢽِيِي أَذَمْࢽَالَاڢِيَا
وَالاِتِّصَالࣸ عٜنࣸدࣽکِّدْرِدٜبِالصَّلَوةِعٜجࣸلْدٜ,وَالِتَصَالࣸبٜذࣸکࣽدْرْدٜبِالصَّلࣸوةِعٜجࣸلْدٜ
سَيْ هࣸثٜيٰ بَاڧࣸواْغَرٜيٰمࣸ  وَࢽْغَ بَاڧࣸواْ صَاحِبِࢽْمࣸ,سَيْ سࣸثٜيٰ بَاڧࣸواْغَرٜيٰمࣸ  وَࢽْغَ بَاڧࣸواْصَامِبِࢽْمࣸ
تِمِّى کࣸوَمِّ وَسِيلَ هَکّࣸدٜعَࢽ عٜجٜرࢽࣸ على بࣸوبَدِيَࢽْ مࣽيِمِّ کࣸمٜتَّتَا,تِمّٜى کࣸوَمّࣸ وَِيلَ هَکّدعَࢽ عٜجَرْرࣸ عَلى بࣸوبَدِيَࢽْ مࣸيِمّࣸ کࣸمِتّتَا
سࣸࢽْ سَکَامَ ڧَسَاأَبِࢽْتَ    وْࢽْدَأࢽْکَ ثِرَا ثِکِࢽْتَ,سࣸࢽْ سَکَامَ غَسَاأَبِࢽْتَ  وَࢽْدَأَࢽْکَ ثِرَاثِکِࢽْتَ
بَاتَ ࢽࣸڢِࢽْ خَيْرِي غَمِجِࢽْتَا    بَاغَ کِيࣸوشِي بَاغَ مڧࣸڢْتَا,بَاتَ ࢽࣸڢِࢽْ خَيْرِي غَمِجِࢽْتَا  بَاغَ کِيࣸوشِي بَاغَ مَڧࣸڢْتَا
15,1
وبلْج احدى وات هيࢽ,وح ولتي
عليکدبا لجود لاتبخل بمکر مت ؞ ڢا بخل والجبࢽ بيس الوصڢ للجل,عليک بالجودلاتخل مطمة ؞ ڢالخل والجبࢽ يش الوصڢ ڢل
يَاشࣸوکَ غٜيٰرٜࣸواأَسَيْمࣸوغَرْغَرِي  يَاتَاثِࢽْ غِرْبِي دَکِرْيَيْ رࣸࢽْغࣸبيٰ,يَاشࣸوکَ غٜيٰرࣸوَاْأَسَيْمࣸوغَرْغَرِي  يَاتَاشِ غِرْبِي دَکَرْيَيْ رࣸࢽْغࣸمٜيٰ
3,2
دࣸࢽْ غَࢽِࢽْ وَحَلَاکࣸمَࢽْثٜيٰ   دࣸࢽْ بِطَرْکࣸيِي دࣸوکِيَاثٜيٰ,دࣸࢽْ غَࢽِࢽْ وَحَلَاکࣸمَࢽْثٜيٰ  دࣸࢽْ بِطَرَکࣸيِي دࣸوکِيَاثٜيٰ
19,1
کَدَکَيْ ࢽࣸوْامَ بَکَيْ جِرَابَا,سَوَادَࢽِࢽَارِکَىْ غِبَادَابَࢽْسَکَ
دَڧࣸرْاَࢽࣸ يَذَّکَ يَڢَّدࣸکْ بَيَّࢽَامࣸࢽَ   حࣸکࣸمْثِى دَسَرْکِى يَىِّ دࣸکْمࣸبِ اَحْمَدَا,دَڧَرْذَاࢽࣸ يَذَّکَ يَڢَّدࣸکْ بَيَّࢽَامࣸࢽَ  حࣸکࣸمْثِي دَسَرْکِي يَيّࣸ دࣸکْمࣸبِ أَحْمَدَا
بل کل شي> بتفديࢽ له امد ؞ اࢽ شاءاوشاءه ڢى الحيࢽ عࢽ عجل,بࢽ کل تج >بتفدي ل امد ؞ اࢽ شا اوشاط ڢى الحبࢽ عࢽ عجل
مَغَࢽَا ثٜىٰ بَا أَبَرْمࣸسࣸوبَا,مَغَࢽَاثٜيٰ بَاأَبَرْمࣸسࣸوبَا
إِࢽْ يَبࣸوࢽْ مَࢽْذࣸوْاْحَمَيدِ    ذࣸوشَڢَايَوْمَ الْمِعَادِ,إِࢽْ يَبࣸورْمَࢽْذࣸوْاْحَمَيدِ  دَدَيَ ذࣸوشَڢَايَوْمَ اهْمِعَادِ
کما احا ط واحص علمه عددا ؞ ڢى کل علوعلااوکل منسڢل,کااحاط واحص علمه عددا ؞ ڢى کل علوعلا اوکل منسڢل
وَࢽْسࣸ هِمَّسّࣸ بَاسࣸثِي سَيْ غَغࣸوثٜيٰ   وَࢽْسࣸ کࣸوٰࢽَاجِرَࢽْ أَبࣸويٜيٰ سࣸسَاثٜيٰ,وَࢽْسࣸ هِمَّسّࣸ بَاسࣸثِي سَيْ غَڧࣸوثٜيٰ  وَࢽْسࣸ کࣸوࢽَاجِرَࢽْ أَبࣸوبٜيٰ سࣸسَاࢽٜيٰ
مࢽ ذ>النواهى خصوصاخوڡ خاتت ؞ فد خاڡ منحاڢحول العلم والعل,مࢽ ذى النوامى خصوصاخوڡ خاتة ؞ فدخاڡ مناڢحول العلم والعل
مَڧِي ذࣸمࣸࢽْتَايَاجٜىٰ ذَايَشَا    أَࢽْ ثٜىٰ ڟَيَاࢽَࢽْ کَرْکَعِسࣸوࢽَࢽَا,مَڧِي ذࣸمࣸࢽْتَايَاجٜيٰ ذَايَتَا  أَࢽْ ثٜيٰ ڟَيَاحَࢽْ کَرْکَعَسࣸوࢽَࢽَا
ڢَاَللهࣸ شِبَامࣸ غَࢽِࢽْ ڢِيَيَّࢽْمࣸ مࣸدࣸک   ذَمَاشِى کَکَيْمࣸ غَجَلَّ مَيسࣸࢽْ مࣸحَمَّدَا,ڢَاللَهْ شِبَادࣸغَࢽِࢽْ ڢِيَيْࢽْمࣸ مࣸودࣸکْ  ذَمَاشِي کَکَيْمࣸ غَجَلَّمَيْسࣸࢽْ مࣸحَمَّدَا
يَٰأَل مࣽڢْتِدࣸ مٜࢽْ عجٜرْࢽࣽ تࣸمڢترواْلٜىْ مافٜوَلْ تࣸوْنَاطࣽ دَرْجَ مࣽلٜسْطَتَا,يٜنالْ مࣸڢْتِدࣸجٜࢽْ عٜجٜرْرࣸتࣸڢٜترࣸولٜيْ مَاڢٜوَلْتࣸوْنَاطࣸ دَرْجَ مࣸلسْطَتَا
ڧَرْشَࢽْ بّتࣸوࢽَيْ يَبࣸوغَمَطَوْکَکِي   مَࢽْذَࢽْمࣸ أَحْمَدࣸشࣸوغَبَࢽْمࣸ مࣸتَاࢽٜيٰ,ڧَرْشَْ بَتࣸوࢽَاࢽَࢽْ يَبࣸوغَمَطَوْکَکِي  مَࢽْذَࢽْمࣸ أَحْمَدࣸشوغَبَࢽْمࣸ مࣸتَاࢽٜيٰ
شِي مࣸتࣸمْ مَيْ جَامَ کَࢽْسَ  لاَڢِيَرْ ۼَيَارَࢽْ غِدَࢽْسَ,شِي مࣸتࣸمْ مَيْ جَامَ کَسْ مَاڢِيَرْغَيَاوَࢽْ غَدَࢽْسَا
بڧلم ياحکاي يلوارو,بڧلرمعل ياري حکاي يلوا
دَادࣸبࣸࢽْ مِلِيَࢽْ غَرٜيٰکَ   رَࢽْدَکَامࣸتࣸ سَيْ أَکَيْکَ,دَادࣸبࣸࢽْ مِلِيَࢽْ غَرٜيٰکَ  رَࢽْدَکَامࣸتࣸ سَيْ أَکَيْکَ
بَابࣸرࢽِيبَاکࣸࢽْ غَࢽِى کࣸوعَڧَوْيىٰ    بَيْدَڢَرِࢽجِࢽِى مَرَريِࢽْ صَࢽَاعَ,بَابࣸرْࢽِيبَاکࣸࢽْ غَࢽِي کࣸوعَڧَوْيٜيٰ  بَيْدَڢَرِࢽْ جِࢽِي مَرَرْيِࢽْ صَࢽَاعَ
12,1
23,1
ڢدا جمع الانبعاء والى سل فاطبيه ؞ على الديانته بالتو حيدڢى الملل,فداجع الانناء والى سل فاطلبة ؞ على الدياتة بالتوحبد ى الم عل
سَيْ سࣸمَيْدَکِرْࢽْ تَعَالَى   جَلَّ يَااَللَّهࣸ اَللَّهْ,سَيْ سࣸمَيْدَکِرَࢽْ تَعَالَى جَلَّ بَااَللَّهࣸ اَللَّهْ
لَادَاأَکَࢽْيِي دَمَاسࣸ ڢِتࣸورࣸوَا    بَاعَابِيَࢽْسࣸو سَي أَࢽْ ڧٜيٰتَرٜيٰ,ذَدَاأَکَࢽْيِي دَمَاسࣸ کِࢽࣸورࣸوَا   بَاعَابِيَࢽْسࣸوسَيْ أَࢽْ ڧٰٜتَرٜيٰ
تَࢽَ مَيْ دَزَࢽْثٜي تَࢽَرَࢽْ غࣸوطَا  تَيْ مَغَࢽَ سَيْ کَثٜي مَيْ رَطَا,تَࢽَ مَيْ دَرْࢽْثٜيٰ تَࢽَرَࢽْ عَوْطَا  تَيْ مَڧَرَ سَࢽْ کَثٜيٰ مَيْ رَصَيَا
بَاأَسࣸوࢽْ سَوْرِي غَأَيْکِي  غࣸࢽِࢽْ ڧَبَرِي طِࢽْکِي,بَاأَسࣸوࢽْ سَوْرِي غَأَيْکِي  غࣸࢽْ غِࢽِࢽْ ڧَبَرِي دَطِࢽْکِي
لَايَمࣸسّࣸهࣸ إِلَّاالْمࣸطَهَّرࣸوࢽَ    کࣸࢽجِ ءَايَرْ هَࢽِࢽْ طَوْکَاتَسى,لَيَمَسّࣸمࣸ اَلَّالمࣸطَهَرࣸوࢽَ  کࣸࢽّجِ دَايَرْهَࢽِࢽْ طَوْکَاتَسَى
ذااذو,ذااذو
وَالتَّرْتِيبࣸ عٜرٜوْنِدٜرْدٜوَڢَرَآإضࣸ ࡼلصَّلوةِ,وَالتَّرِْيبࣸ عٜرِوْنِدٜرْدٜوَڢَرَابِضْ ࡼلصَّلَوةِة
أَرْزِڧِي مَڧْسࣸومِيَاثٜىٰ   وَࢽْدَيَاسَامࣸويَدَاثٜىٰ,أَرْزِڧِي مَڧْسࣸومِيَاثٜيٰ  وَࢽْدَيَاسَامࣸويَدَاثٜيٰ
أَبࣸوبَکَرْ عࣸمَرࣸ عࣸثْمَاࢽࣸ کࣸمَ دَعلِيّࣸ ؞  سࣸوࢽٜيٰ صَحَٰبࢽْ ࢽَاسَ جِيکَࢽْ مࣸحَمَّدَا,أَبࣸوبَکَرْ عࣸمَرࣸ عࣸثْمَارࣸکࣸمَ دَعَلِيّࣸ ؞ سࣸوࢽٜيٰ مَحَبَࢽْ ࢽَاسَ جِيکَࢽْ مࣸحَمَّدَا
بَيْ کَيْغَ أبِࢽْدَيَيْ ࢽࣸڢِيبَا,بَيْ کَيْغَ أَبِࢽْدَيَيْ ࢽࣸڢِيبَا
إِࢽ مَّثٜيٰ,إِࢽ مَّثٜيٰ
الࢽاس داء دَڢيࢽ لادواءلهم تحير العڧل مࢽهم وهومࢽذهل,الࢽاس داع دڢيࢽ لادوالهم تحيرالعڧل مࢽهم وهومࢽذهل
وَالْمَآءࣸࡼلطَّاهِرࣸعٜدِيَنْ للَبࣽطَࢽْ وَالتَّدَلّࣸکࣽ,وَالْمَاءࣸ ࡼلکَّهِرࣸعٜدِيَرْفَبࣸطࣽرْوَالتَّدَلࣸکࣽ
٦٥ يَوَو وَاڧَاتَا تڧَيْتَا  کࣸلَّتَا سِتَّوࢽَ بَيَّࢽَا,٥بَوڢِ وَاڧَاࢽَالَڧَيْتَا  کࣸلْذَامِڧَّوࢽَ بَࢽْࢽَا
تَيْمَکٜىٰࢽِ کَبَࢽْ حَذَاڧَا    إِࢽْىِ وَاڧَامَىْ زَلَاڧَا,تَيْمَکٜࢽࢽِ کَبَࢽْ حَذَاڧَاَ إِࢽْيِ وَاڧَامَيْ زَلِڧَا
14,1
ألْ غࣸࢽْ غࣸمّا مَيْ إدَࢽْ ثِࢽْ کࣸطِي,أَࢽْ مࣸࢽْ غࣸمَامَىْ إِدَࢽْ ثِࢽْ کࣸطِ
الى ربنا شيخنا على بر محمد ࡼلعࣸورِىّࣸ ࡼللَّبٜوِىّࣸ رحمࢽ الله تعٰلى,الى ربࢽاشيخناعلى بࢽحمدالعورجࣸ اللّبوڡࣸ رحمه الله تعلى
دَيَوَࢽْ مَعَوْࢽَاڧَرْشَࢽْ دࣸࢽِيَا   کࣸلࣸم مَّرࣸوڧَاسَيْ ڧَارٜࣸوسࣸکٜيٰ,دَيَوَࢽْ مَعَوْࢽَاڧَرْشَࢽ دࣸوࢽِبَا  کࣸلࣸم مَّرࣸوڧَاسَيْ ڧَارࣸوسࣸکٜيٰ
کࣸواْمَطَاثِي کࣸوشِرِࢽْيَا   سࣸࢽْکَ بࣸوشٜيٰ بَابࣸ طَࢽْيَا,کࣸواْمَطَاثِي کࣸوشِرِࢽْيَا  سࣸࢽْکَ بࣸوشٜيٰ بَابࣸ طَࢽْيَا
عٜمَکࣸدٜنࣽبِّطِࢽْ طࣶطࣶ وَ تَجْدِ يدࣸࡼلْمَآ ءࣸ,عٜمَسْکࣸدٜنࣽبِّطِرْطِطࣶوَتَجْدِيدࣸࡼلْمَاءࣸ
اعشى البصير ة اࢽ تى ددضلالته ؞ تراه للحڡ يبدواغير منتحل,لعشى السصي ة اࢽ ت ددضلالته ؞ تر اه للحڡ يي واغجࢽ منخل
وَڢَّڧْࢽَااللهࣸ إلَىٰ مَا يࣸحِبّࣸ. اميࢽْ,وَڢَّڧْࢽَااللَّهࣸ إِلَىٰ مَايࣸحِبّࣸ ءَامِلِࢽ
دَاَبِࢽْدَبَذَيْىِ ڢَاإدَابَا,دَأَبِࢽْدَبَذَّيْيِ ڢَاءِدَابَا
دَامࢽي,دمي
غَاࢽࣸوَرْکَ دَبَاتَرِبْطَا    غࣸࢽْ مࣸحَمَّدࣸࢽَࢽْ ࢽَرَاݒَا,غَاࢽࣸوَرْکࣸ دَبَاتَرِيْطَا  غࣸࢽْ مࣸدَمَّدࣸࢽَࢽْ ࢽَرَابََا
