CER,GroundTruth,ImageID,ImagePath,Label,Notes,Prediction,Timestamp
0.4516129032258064,عن سانبول في ٣ كانون الأول ١٩١٢,train_020407,../data/muharaf_prepared_resized/train/train_020407.png,Valid but hard,,عن سانبول في ٣ ك ٣,2025-11-26T21:26:28
0.4516129032258064,قبلت الرهن نيابة كاتب امين وهبه,train_016684,../data/muharaf_prepared_resized/train/train_016684.png,Valid but hard,,قبلت الرهن ينابة كا,2025-11-26T21:26:34
0.4513274336283185,هو انه بتاريخه قد باع الخواجه كرتبيه طربي الوصي الشرعي على آميل ووليم كرم ولدي المرحوم الشيخ رزق كرم بموجب وصايته,train_016742,../data/muharaf_prepared_resized/train/train_016742.png,Valid but hard,,ها يه   الاوج جري طايه الوي الشري على اميل وريم كم ولدي الرم ام م   يته,2025-11-26T21:26:37
0.45,علية ايران الست كفيل خسّار ادم ودراين ضمن حاضر ويد كفيل مرقوم جود قبول كفالت عبد ارحيم كردبابن مضمون,train_014930,../data/muharaf_prepared_resized/train/train_014930.png,Valid but hard,,ي ا اك كلي ضرا ادم وراين ضمت حاضرك ويد كفيل مرقوم جرجبع بقل لاب علد    ون,2025-11-26T21:26:46
0.45,ENTRANCE TO VISITORS' INFORMATION CENTER,train_010677,../data/muharaf_prepared_resized/train/train_010677.png,Script mismatch (non-Arabic),,ERRAC TOSTORS' AFORON COE,2025-11-26T21:26:49
0.45,ALTAMIRA — RIO XINGÚ,train_018111,../data/muharaf_prepared_resized/train/train_018111.png,Script mismatch (non-Arabic),,ARA — RI XÚ,2025-11-26T21:26:53
0.45,نومرو ٦٣ ثلاثة وستين,train_015308,../data/muharaf_prepared_resized/train/train_015308.png,Valid but hard,,مر راة وستين,2025-11-26T21:26:59
0.4487179487179487,مقيد بسَجل الفراغ والانتقال بتاريخ ٣٠ ت١ سنة ٢٩٦ نمرو ٥٦٩ ما نصه حضر محكمة قضا البترون حضرة الخورى يوسَف بن انطونيوس سَكر وصادق على البيع الصادر عنه للحاضرة,train_016079,../data/muharaf_prepared_resized/train/train_016079.png,Valid but hard,,مسيد سل القال الاخ الا ي   ن ٣٨ و ما ع حض محكمة قضا البترون حضرة الخورى ويسف انطنسَ وسَو و  عع الال المحرة,2025-11-26T21:27:03
0.4482758620689655,"KENNEDY SPACE CENTER, FLORIDA",train_010678,../data/muharaf_prepared_resized/train/train_010678.png,Script mismatch (non-Arabic),,"MEN PEE CEER, FLRODE",2025-11-26T21:27:12
0.4482758620689655,المرقومة وبوجوب تسَليمها للقسَ المذكور وبتضمين له اجرة مثل الاوضه المذكوره بحسَاب كل يوم قرشين من تاريخ الغصب فصاعداً لحين تسَليم الاوضة المذكوره,train_016297,../data/muharaf_prepared_resized/train/train_016297.png,Valid but hard,,المرو وة س الَلم المكور بتضيم له جرة مل الاوضة المذكور بسَل ل مرم مرين ا الا الاي لسَ الم المكر,2025-11-26T21:27:29
0.445859872611465,فاجاب ان يعقوب الدبسَ شيخ صلح بزعون والشهود المدروجة بالصك يشهدون له بذلك وفى ١٧ ذى القعده سنة ٩٨ وفى ٢٨ ايلول سنة ٩٧ حضر كل من الاصيل والوكيل المدعى المرقوم,train_016155,../data/muharaf_prepared_resized/train/train_016155.png,Valid but hard,,فاا ين اي الين خ برون والشاد المروجة بالك يهدون لم بذلك فى ١ ال القعدة لنة ٨ و ولول والول المو المول الموم,2025-11-26T21:27:30
0.4444444444444444,CASA FUNDADA EN EL AÑO 1898,train_017928,../data/muharaf_prepared_resized/train/train_017928.png,Script mismatch (non-Arabic),,COA FUDA E L Ñ88,2025-11-26T21:27:33
0.4444444444444444,216 /2019,train_014217,../data/muharaf_prepared_resized/train/train_014217.png,Script mismatch (non-Arabic),,21/200,2025-11-26T21:27:36
0.4444444444444444,سائق وعمال تنظيفات,train_012682,../data/muharaf_prepared_resized/train/train_012682.png,Segmentation error,,وعاة ننظيفات,2025-11-26T21:27:47
0.4444444444444444,فى ١٨ نيسَان /١٩٠٧,train_018754,../data/muharaf_prepared_resized/train/train_018754.png,Valid but hard,,في ١٨ نينان نة ١٩٤٠,2025-11-26T21:27:52
0.4444444444444444,اولاد عمك,train_018751,../data/muharaf_prepared_resized/train/train_018751.png,Valid but hard,,اولاد,2025-11-26T21:27:59
0.4444444444444444,AF- 322 2,train_000408,../data/muharaf_prepared_resized/train/train_000408.png,Script mismatch (non-Arabic),,AF-342,2025-11-26T21:28:04
0.4444444444444444,YAL4A-3 1,train_018821,../data/muharaf_prepared_resized/train/train_018821.png,Script mismatch (non-Arabic),,YAL2A-2,2025-11-26T21:28:05
0.4444444444444444,عن باري دوبرامي ٢٦ ك٢ /١٩٠٩,train_018653,../data/muharaf_prepared_resized/train/train_018653.png,Valid but hard,,عغباه وربري ٢ ٢ ك٢ ١٩٩,2025-11-26T21:28:10
0.4444444444444444,نمرو ٦٩ تسعة وستين,train_015484,../data/muharaf_prepared_resized/train/train_015484.png,Valid but hard,,و ٢٦ سفة وسَين,2025-11-26T21:28:17
0.4444444444444444,ST1A-15 1,train_017001,../data/muharaf_prepared_resized/train/train_017001.png,Script mismatch (non-Arabic),,1A-11,2025-11-26T21:28:24
0.4444444444444444,JEH2E1-24,train_007560,../data/muharaf_prepared_resized/train/train_007560.png,Script mismatch (non-Arabic),,JEH2-,2025-11-26T21:28:30
0.4444444444444444,لحود ابي رعد من بشرى وانطانيوس افندى طيون من اهدن واجلت الجلسَة لنهار الاثنين / ١٦ ت٢ ٣٠٣ وفى الوقت المعين حضر وكيل المدعيةواما وكيل المدعى عليه,train_016233,../data/muharaf_prepared_resized/train/train_016233.png,Valid but hard,,و ى ى رس واطانين وسى طون من اهدن واجلت الجسَة لهار الاي فى ت ٣ ولوق المقي المي المي المى الميى العيى العيه,2025-11-26T21:28:33
0.4444444444444444,YS-54-003,train_020162,../data/muharaf_prepared_resized/train/train_020162.png,Script mismatch (non-Arabic),,ys-5-008,2025-11-26T21:28:36
0.4444444444444444,AF- 322 1,train_000395,../data/muharaf_prepared_resized/train/train_000395.png,Script mismatch (non-Arabic),,AF-342,2025-11-26T21:28:39
0.4444444444444444,معي بتقبل يديكم وبتقديم تحياتهم الى من ذكر اعده. هذا وفي الختام,train_018104,../data/muharaf_prepared_resized/train/train_018104.png,Valid but hard,,بيل بيدكم دم شراهم الن من كرا عبه. هذ اذاي الحتام,2025-11-26T21:28:56
0.4444444444444444,ME - 21 6,train_011356,../data/muharaf_prepared_resized/train/train_011356.png,Script mismatch (non-Arabic),,ME-211,2025-11-26T21:29:00
0.4444444444444444,فى ١٢ كانون الثاني سنة ١٩٣٦,train_009524,../data/muharaf_prepared_resized/train/train_009524.png,Valid but hard,,١ ١ كان  الد الي  ١٩٣١,2025-11-26T21:29:04
0.4444444444444444,EAK1A 165,train_005359,../data/muharaf_prepared_resized/train/train_005359.png,Script mismatch (non-Arabic),,EAK1A2,2025-11-26T21:29:07
0.4444444444444444,وزكية وفكتوريا (اين صورهم) وارتمي على صدرك أيها الحبيب,train_021007,../data/muharaf_prepared_resized/train/train_021007.png,Valid but hard,,ي شكت الي صورهم) فارقي على صدرك عاحب,2025-11-26T21:29:11
0.4444444444444444,دير القمر,train_005888,../data/muharaf_prepared_resized/train/train_005888.png,Valid but hard,,زيز القسم,2025-11-26T21:29:13
0.4444444444444444,لها اذا فرض سقوطها وحكم بتضمين المدعى عليه ماية قرشاً للمدعين بدل عطلهم وضررهم ووجبت عليه رسوم المحاكمة البالغة خمسَة قروش حكماً قابلًا التمييز وغير قابل,train_016235,../data/muharaf_prepared_resized/train/train_016235.png,Valid but hard,,اها ا سا سم م م ميعن علعية الاة الن بعه علهم ورهم وجبت عليه سَوم المحاكمة البانة مسَة رومً قاً الا ا ليا اس,2025-11-26T21:29:17
0.4444444444444444,18. 5. 68,train_020224,../data/muharaf_prepared_resized/train/train_020224.png,Script mismatch (non-Arabic),,1..68,2025-11-26T21:29:43
0.4444444444444444,بكير  ...,train_017658,../data/muharaf_prepared_resized/train/train_017658.png,Valid but hard,,ركير .,2025-11-26T21:29:47
0.4444444444444444,طبعة أولى,train_001449,../data/muharaf_prepared_resized/train/train_001449.png,Valid but hard,,طبيسة ارلى,2025-11-26T21:29:50
0.4435483870967742,غب تقبيل اياديكم المقدسَة بكل توقير واحترام مع طلب بركتكم الآلهية والدعا بخلود ايام سَيادتكم السَنية. اعرض لسَيادتكم انهُ قد,train_008438,../data/muharaf_prepared_resized/train/train_008438.png,Valid but hard,,غب قيكم الميديم الدكة والتبر واتام م طلب برتكم الالرية والدال بلوا اتكم اليم اليم اسَ  د,2025-11-26T21:29:53
0.4424778761061947,هو ذاته خولي هو ذاته وكيل المرضا هو ذاته يشترى اغراض للتلاميذ بحر الصيف وبرد الشتا فماذا تقول اذا كان هذا الانسان,train_005696,../data/muharaf_prepared_resized/train/train_005696.png,Valid but hard,,ذ  ية ذه كي المرا هوا انه تشرى اطض لبلامي ير الصي ور الاتا فذا ذا اذا اذ اذ ا,2025-11-26T21:30:18
0.4424242424242424,تصادق على تعرفيه عن الورثه الذين ذكرهم دانيال المذكور اجاب كلا ولدى المذاكره تقرر بالاتفاق طلب البينة من وكيل المدعين لاثبات توفى الخوري يوسَف المورث الاول عن الورثة,train_016178,../data/muharaf_prepared_resized/train/train_016178.png,Valid but hard,,صاى على على الى الريى الذيه الريا ام المكروا ابل ود المذكة تقر بلاتقا طلب البية ومي لي الايى الاوى الورى الوى الوى الوى الورة,2025-11-26T21:30:25
0.4411764705882353,في هذه الحرب ثم عربة كبير يحمل قلب,train_020707,../data/muharaf_prepared_resized/train/train_020707.png,Valid but hard,,في  قرية كبير نحمل قلب,2025-11-26T21:30:27
0.4411764705882353,"الحقوقية الموقت ومنع المعترض عليه من دعواه باجرة الاوضه المحررة اما النوع الاخر المتعلق بالحكم وهو اخراج المعترض من الاوضه المرقومة فلم يبق له محل لمضى مدة الاجاره حكماً""",train_016329,../data/muharaf_prepared_resized/train/train_016329.png,Valid but hard,,التية ام امون العع لع ععه ه اه الارة المحرة اما الفع الاضر المقعلق بالحكم و اجرع المرن منا المقرم الملم ململم الملم المحاه الحاه ماً,2025-11-26T21:30:32
0.4411764705882353,Telephone Call: 9345 Bowling Green,train_002320,../data/muharaf_prepared_resized/train/train_002320.png,Script mismatch (non-Arabic),,Tealene C 5 Bowing Ge.,2025-11-26T21:30:35
0.4406779661016949,الصحة واقبلوا فايق الاعتبار والامتنان تحريراً  ٣ اب سنة ٩٣١,train_013620,../data/muharaf_prepared_resized/train/train_013620.png,Valid but hard,,الصة والقال اي الاقبا والاتان ري ة ٩١,2025-11-26T21:30:40
0.440251572327044,بوقت تاريخ الصك المحرر كنت قاعد فى بيتى فى بزعون حضر الىّ طوبيا بولسَ ابى الياسَ البحرى واخيه امين من بزعون وبطرسَ بن يوسَف شمشوم واولاد عمه طنوسَ وجبرايل ولدى,train_016157,../data/muharaf_prepared_resized/train/train_016157.png,Valid but hard,,بقرت الر الرك لكر  ت ت عيى ي روى ضا الى طوبا بوسَ الي اليسَ البر واخيه امين منون وروي وسَ وماو واوا و و و لودى,2025-11-26T21:30:45
0.44,كيف حالك فى aix-les Bains,train_018811,../data/muharaf_prepared_resized/train/train_018811.png,Script mismatch (non-Arabic),,كف حامله فى ix e ie,2025-11-26T21:30:51
0.44,COLLÈGE GREC - CATHOLIQUE,train_005808,../data/muharaf_prepared_resized/train/train_005808.png,Script mismatch (non-Arabic),,COÈEGE - CATOQ,2025-11-26T21:30:53
0.4391891891891892,الشاهد الاول هى ملك الخورى جرجس فرنجيه وبيده من سَبع او ثمان او عشر سنوات ما بعرف وشاهدََا اخر هو الشيخ سَمعان البدوى فرنجيه من اهدن وغب حلفه اليمين,train_016355,../data/muharaf_prepared_resized/train/train_016355.png,Valid but hard,,الشها الار الر الى الجرى ج جسَيه وريه مسَيع اتمان ا وعشر شنوات ما برف وشهدا وه الخَ السَن المون ونن ه ه ه الم المين,2025-11-26T21:31:07
0.4385964912280701,نقولا خليل داود                           جرجس الياس مفرج,train_016720,../data/muharaf_prepared_resized/train/train_016720.png,Irrelevant / signature,,عل                                                 ا الر,2025-11-26T21:31:13
0.4385964912280701,بسم الله الرحمن الرحيم		لاحق خير وسرور انشأالله تعالى 	٦٣,train_002424,../data/muharaf_prepared_resized/train/train_002424.png,Valid but hard,,له ال حيم	لاحق خبر وسور اشا الله تعا,2025-11-26T21:31:22
0.4383561643835616,نعم، كرتلٍ من الارتال في أسواقها او كدميةٍ من الدمى في احد دكاكينها – الى,train_000608,../data/muharaf_prepared_resized/train/train_000608.png,Valid but hard,,من الا ال او كدمية من الدي في احد وكايها) الى,2025-11-26T21:31:26
0.4380952380952381,اقمتها على الحكومة لدى مجلسَ الشورى مقابل اعتراف الحكومة لي بحقي باصدار جريدتي البرق التي لبثت تسَع سنوات,train_003475,../data/muharaf_prepared_resized/train/train_003475.png,Valid but hard,,"الق اى الى الر  ى التر ا الي شبحق باصدار جريدي البرق"" التي لبت تسَمع سَنوات",2025-11-26T21:31:30
0.4380165289256198,٠٠٤ الى اخينا نخله ليره ٣ من والدتنا ومنا ليره ١ الجمله ٤ وافهموا اخينا يعطي خالنا خيرالله ليره من اصلهم عن لسَان والدتنا,train_018669,../data/muharaf_prepared_resized/train/train_018669.png,Valid but hard,,٠ الى خينا خده ل من والدتنا منا ل الجسل ٢ وافهموا اقنينا بي انان الخي الي   ن  ان,2025-11-26T21:31:32
0.4375,وتعهدت بانه اذا كان البيع المحرر سَبباً لهلاك دين سَابق تاريخ البيع فتلزم بدفع مثل التمن المرقوم وقد تبين بان دين المدعى اضحى هالكاً لما تبين فى افادة شيخى بشرى,train_016101,../data/muharaf_prepared_resized/train/train_016101.png,Valid but hard,,وتها اان اان الا الر الر الكاه اكلان سَين اقريخ اليع قم بع معل التمى المرقم وقبن باي الدعى ال ى الم ا م ا اا ااي ايى شرى,2025-11-26T21:31:41
0.4375,١٣٤١ 	٤	ذي الحجه,train_002360,../data/muharaf_prepared_resized/train/train_002360.png,Segmentation error,,١٣ دي المجه,2025-11-26T21:31:44
0.4375,الامر لسَيادتكم فلا تحرموني من بركتكم الرسَولية اطال الله ايام سَيادتكم للدوام ٢٠ كانون ثاني ٩١١,train_008930,../data/muharaf_prepared_resized/train/train_008930.png,Valid but hard,,الماسَيدكم لا تحروين مي بركتكم المرَولة اطل الله ايم اسادكم الم,2025-11-26T21:31:47
0.4375,١٠ ايار سنة ١٢٢٤,train_015984,../data/muharaf_prepared_resized/train/train_015984.png,Valid but hard,,١٠ ايركة ٩٢,2025-11-26T21:31:50
0.4375,وغب حلفه اليمين شهد ان القطعة المرقومة وحددها هي بيد الخورى جرجسَ فرنجيه من تمان سَنوات وشاهداً هو الخورى فرنسَيسَ حنا ديب من اهدن وغب حلفه اليمين شهد ان القطعة,train_016362,../data/muharaf_prepared_resized/train/train_016362.png,Valid but hard,,ب له الين ن هدن القة المقومة ومهدى ب الخورى جرسَ فربجهمنتماس سَوا وشها اذى الخر سَ ن انن الن لن الن الما اعة,2025-11-26T21:31:53
0.4375,والمدنية في شرقي,train_019576,../data/muharaf_prepared_resized/train/train_019576.png,Valid but hard,,والمدنية ٢,2025-11-26T21:32:04
0.4375,١٩٠١ عن اتلانتك ستي\٢٣ أيار ١٩٠١,train_001532,../data/muharaf_prepared_resized/train/train_001532.png,Valid but hard,,عن الحتك شي ف ٢٣ أيار ١٩٠,2025-11-26T21:32:12
0.437125748502994,يد موكلى وبايعيه ومشاهدتهم وسَكونهم عن الدعوى وان حيث صدر من هذه المحاكمة قراراً بطلب البينة من موكلى لاثبات مدعاه فلا يمكن الرجوع عنه الان فالتمسَ طلبها منها لاحضارها,train_016184,../data/muharaf_prepared_resized/train/train_016184.png,Valid but hard,,ييه وك وياه وها وه وسمن عنى العدى حو ى حر ن هذه الحكمة قاراً بطل البية من مكلى لثات مرعا اكن المعرع ع الا سَا  ا ا,2025-11-26T21:32:15
0.4363636363636363,سلام لجيراننا بيت بيت الخواجه مخايل المنير والله يحفظكم,train_019104,../data/muharaf_prepared_resized/train/train_019104.png,Valid but hard,,سلام حير انا بي الخوي مخال المي  كم,2025-11-26T21:32:18
0.4353741496598639,لدى المذاكره ثبت بالبينة المذكاة شرعاً ان القطعة الارض المدعاة ملكاً للمدعى فعليِه وسَنداً على المادة الـ ١٨١٧ من المجلة حكم بالاتفاق حكماً غيابياً,train_016008,../data/muharaf_prepared_resized/train/train_016008.png,Valid but hard,,لى الكة المكة ة اة ااة الماة الع المامة المعة مكا لمدعىفعليه وسَيدً على الادة ال ١ ا  لملم المحكاً لكاً ا يا,2025-11-26T21:32:22
0.4347826086956521,بطرسَ الفغالي عم الدائنين والديون وجدت ضمن ظرف,train_004748,../data/muharaf_prepared_resized/train/train_004748.png,Valid but hard,,ن يط ملفظاليم اعمن الئائنين و المديوتما خلات حمن ظرف,2025-11-26T21:32:28
0.4347826086956521,القيام بأعمال المستوصف.,train_012685,../data/muharaf_prepared_resized/train/train_012685.png,Segmentation error,,ا ال المستوصف,2025-11-26T21:32:36
0.4347826086956521,COUVENT N.D. DU SECOURS,train_005837,../data/muharaf_prepared_resized/train/train_005837.png,Script mismatch (non-Arabic),,COV D. DU SPUR,2025-11-26T21:32:39
0.4333333333333333,"Piazza S. Pietro in Vincoli, 8",train_005235,../data/muharaf_prepared_resized/train/train_005235.png,Script mismatch (non-Arabic),,SizS. Ptro in Vino,2025-11-26T21:32:40
0.4333333333333333,عدد ١٠					تحريراً فى			سنة	١٣,train_002607,../data/muharaf_prepared_resized/train/train_002607.png,Valid but hard,,عدد١	تحريراف	سنة١,2025-11-26T21:32:45
0.4331210191082802,المرقومة وحددها هى بيد الخورى جرجسَ فرنجيه من سَبع سنوات وشاهداً اخر هو الخورى يوسَف توما من اهدن وغب حلفه اليمين شهد ان القطعة المرقومة وحددها هى بيد الخورى,train_016363,../data/muharaf_prepared_resized/train/train_016363.png,Valid but hard,,المدو و دوده دود الجر جرس نَيمه سع اسرات وشاهدً خ هد الخورى يوسَف مام من د فولف الين ن ران القوقة المة اة واوة الخوى لخورى,2025-11-26T21:33:06
0.432258064516129,والى شقيقته مريم قيراط وتمان حبات والى بولسَ رومانوس ديب ثمانية عشر حبه وذلك سَنداً على المادتين ال ١٨١٧ و ال ١٨٣٠ من المجلة واما دعوى وكيل المدعى عليه بان,train_016202,../data/muharaf_prepared_resized/train/train_016202.png,Valid but hard,,والمي شية قرة م وان ا ولى يسَ رونسَ وب ثماية عرجه وذلك سندنً على المادي الـ ١ وال ١٣ مل مام المول الموى الدى المدى ع اب,2025-11-26T21:33:12
0.4313725490196078,بيان اقرارها خرج اعلام ٣٢ اجرة الوكيل المسَخر اربع جلسَات عن كل جلسَة ريال مجيدى اجرة الاوضه المغصوبة ٣٢٥ عن كل يوم قرشين من ٢٣ ادار لغاية ١٥ شباط ٨٧ ٦٧٦,train_016317,../data/muharaf_prepared_resized/train/train_016317.png,Valid but hard,,بان ا ار اا الا مة جرة الكليل السَر اربع جسَات عن كلبسة ريا الجيى ارة الموة المعوة وي ي اشين اين الي الاي شاة ٨٣٠٦,2025-11-26T21:33:14
0.4313725490196078,بتاريخه قد جرت المقايضه الشرعية فيما بين الدكتور يوسف فرحات فريق اول والخواجه موسى فرحات فرح فريق ثاني,train_000192,../data/muharaf_prepared_resized/train/train_000192.png,Valid but hard,,بتاريخيه ن القاية المرية بماين الاكتور ليسف رحل تغري الول والخوج م ف   ان,2025-11-26T21:33:15
0.4311926605504587,ارادة اما تقول عنه انه حقاً ناكر الجميل؟ فهذه ايها العزيز حالتي مع الخوري لا اكثر ولا اقل وفضلاً عن ذلك امرتي,train_005677,../data/muharaf_prepared_resized/train/train_005677.png,Valid but hard,,ارة اة ل له حبا اكر الحيل في فهذه اليها العزي حلني فع الخوري لا كرل ول وجً ا  ليس,2025-11-26T21:33:18
0.4310344827586206,رفيديا - نابلس ص ب ٨٤                سلامي الى مدام صيداوي,train_016974,../data/muharaf_prepared_resized/train/train_016974.png,Valid but hard,,ورفيديا نابلس ص ٤            ادي داي,2025-11-26T21:33:20
0.4285714285714285,.Joe. J. Allen,train_004996,../data/muharaf_prepared_resized/train/train_004996.png,Script mismatch (non-Arabic),,Je. J Al,2025-11-26T21:33:23
0.4285714285714285,YS - 4D - 050b,train_020061,../data/muharaf_prepared_resized/train/train_020061.png,Script mismatch (non-Arabic),,YS-4D-00,2025-11-26T21:33:25
0.4285714285714285,3IM 108,train_012736,../data/muharaf_prepared_resized/train/train_012736.png,Script mismatch (non-Arabic),,M 08,2025-11-26T21:33:27
0.4285714285714285,"شحلو "".",train_009537,../data/muharaf_prepared_resized/train/train_009537.png,Valid but hard,,سشحلو.,2025-11-26T21:33:31
0.4285714285714285,جناب الاجل الماجد كريم الشئم عمنا العزيز الخواجه اسَعد بطرسَ الافخم ادام بقاه,train_010847,../data/muharaf_prepared_resized/train/train_010847.png,Valid but hard,,ج الال المال امركي الشر عمنا العقزير الخوا اسَ سَ  م ا,2025-11-26T21:33:33
0.4285714285714285,*		*		*,train_008045,../data/muharaf_prepared_resized/train/train_008045.png,Irrelevant / non-text,,*	**,2025-11-26T21:33:38
0.4285714285714285,SAINT - BASILE,train_005994,../data/muharaf_prepared_resized/train/train_005994.png,Script mismatch (non-Arabic),,ST- BALE,2025-11-26T21:33:42
0.4285714285714285,عدد ١٤٧,train_010110,../data/muharaf_prepared_resized/train/train_010110.png,Segmentation error,,عد ١٣,2025-11-26T21:33:45
0.4285714285714285,MG26-43   3/12,train_011943,../data/muharaf_prepared_resized/train/train_011943.png,Script mismatch (non-Arabic),,MG2-4312,2025-11-26T21:33:48
0.4285714285714285,QUIBDO_ISTMINA,train_020843,../data/muharaf_prepared_resized/train/train_020843.png,Script mismatch (non-Arabic),,QUO_ISTN,2025-11-26T21:33:53
0.4285714285714285,الدعى لتحريره.,train_014223,../data/muharaf_prepared_resized/train/train_014223.png,Valid but hard,,الان اعلى لتحريره,2025-11-26T21:34:00
0.4285714285714285,4 5 -17,train_019976,../data/muharaf_prepared_resized/train/train_019976.png,Script mismatch (non-Arabic),,47 -7,2025-11-26T21:34:03
0.4285714285714285,21.5.68,train_020319,../data/muharaf_prepared_resized/train/train_020319.png,Script mismatch (non-Arabic),,1..8,2025-11-26T21:34:04
0.4285714285714285,MeM1C-1,train_014196,../data/muharaf_prepared_resized/train/train_014196.png,Script mismatch (non-Arabic),,MeC-4,2025-11-26T21:34:10
0.4285714285714285,- فرنسيس حشيمه,train_005773,../data/muharaf_prepared_resized/train/train_005773.png,Valid but hard,,فرنيس حنيبه.,2025-11-26T21:34:21
0.4285714285714285,Estado do Pará,train_018112,../data/muharaf_prepared_resized/train/train_018112.png,Script mismatch (non-Arabic),,Ts do Paá,2025-11-26T21:34:24
0.4285714285714285,بارا في,train_018065,../data/muharaf_prepared_resized/train/train_018065.png,Valid but hard,,باراح,2025-11-26T21:34:28
0.4285714285714285,من جديد,train_005557,../data/muharaf_prepared_resized/train/train_005557.png,Valid but hard,,من حويد.,2025-11-26T21:34:32
0.4272727272727272,غب لثم ايديكم واهديكم مزيد الاحترام ولعايلتكم الكريمة اعرض لقد عزمنا على بيع ارزاقنا بالوطن فعليه اقتضى ارسَال,train_018756,../data/muharaf_prepared_resized/train/train_018756.png,Valid but hard,,غلثم لثم الدثكم ااديكم ااركم الحرم الراكم الكرية المعرض لعد غرمنا على مسيع الران والط ع  اسَ,2025-11-26T21:34:34
0.4261363636363636,عيسَى شمشوم ومعهم لحود الخورى من بقورقاشا والخمسَة اشخاص المذكورين قالوا اعمل لنا حجة الى لحود الخورى من بقورقاشا بقطعة ارض بخراج بقرقاشا جاوبتهم انا بانه لا اعلم ان لطوبيا ارض,train_016158,../data/muharaf_prepared_resized/train/train_016158.png,Valid but hard,,عيسَم موم وم وحور الحرى لي بلا الخشسة اخ المكورين اقوا امعمل لاجة ل احد الخورى من قوق اطقة طر ر اجرواج اجا الا الا ا ارض,2025-11-26T21:34:35
0.4258064516129032,طبق شهادة سَليمان اغناطيوس وشاهدًا هو يوسَف بطرس توما من اهدن وغب حلفه اليمين شهد ان القطعة المرقومة هى بيد الخورى جرجسَ فرنجيه من سَبع ثمان سَنوات وشاهداً,train_016357,../data/muharaf_prepared_resized/train/train_016357.png,Valid but hard,,بطقه قاة سمان ايون وشادا لو وسف برس عاض اهدن وغب صلفه البين شهد ان القرة المويى لويى الخجرى خجى مجَ مسََ مسَا سَا سَاده,2025-11-26T21:34:37
0.4251968503937008,الزمان ولم يزالوا على اجرآ  كلما بوسَعهم من الاعمال الخيريه من تشييد المدارسَ للذكور والاناث وتعليمهم علاوناً عن اللغات ضروريات,train_008762,../data/muharaf_prepared_resized/train/train_008762.png,Valid but hard,,الا ا ا ام ا ا الا وسَ م الال الخريه من تشبيد المداس للذكر والاثات وبعلما وعاً علا الخ ياً,2025-11-26T21:34:38
0.425,صح وان شاءتم ان تطلعون حضرة سَيدي الوالد,train_010888,../data/muharaf_prepared_resized/train/train_010888.png,Segmentation error,,ان اهم ان طلعون حرة سَودي,2025-11-26T21:34:45
0.4236111111111111,لكل واحد منها قيراطان ونصف الا ربع الثلث ثم توفيت حوا عن ولديها يوسَف ومريم فخص يوسَف قيراطان وثلث القيراط وخص مريم قيراط وثلث ثم توفيت سَاره عن,train_016170,../data/muharaf_prepared_resized/train/train_016170.png,Valid but hard,,ل  و  ا اوان الاب الثاثم وية صان وليها يوسَف وميم فخضى يوسَف فيرطان وثلثت الغطرا وصو مري را واثلم وث ش ر,2025-11-26T21:34:49
0.4236111111111111,فنظر فى بادئ الامر فى استدعا الاعتراض فوجد متقدماً فى مدته القانونية وموافقًا شرايط النظامية ولهذا قر القرار بالاتفاق بقبوله سَنداً على المادتين,train_016292,../data/muharaf_prepared_resized/train/train_016292.png,Valid but hard,,فرر ى الاى المامى اسَع العران وجود مقدماً فى حدة القنويةوموافا اشرية التاية وقدا الاراق الابا القاً قاً الاً ال المتين,2025-11-26T21:34:51
0.4236111111111111,قد اسَتدعى حجز بعض عقارات وطرحها فى المزاد العمومى لاجل وفا دين يدعيه على ذمة شقيقهما ميلان بحجة انها ملك ميلان المحرر ومن كون العقارات المرقومة,train_016258,../data/muharaf_prepared_resized/train/train_016258.png,Valid but hard,,ققدَ سد عى ر ارا وروفن المار المعوى ال فوين دعيه على ذمة شفيها بلان بجنه انه م ملات المحر م الم المقومة,2025-11-26T21:35:04
0.4228187919463087,وعهد بطل صادرين عن رضا وقبول وتسَليم وتسَلم طوعيين من الجانب وغب المعاقده الشرعية صار البيع المحرر ملكاً للشارى المذكور يتصرف به حيث شا وبناءً لحقيقة,train_016194,../data/muharaf_prepared_resized/train/train_016194.png,Valid but hard,,ر ر رين وقول وسَيم وسَلم طعين من الجانبين وغب الماقده الشرعية ار البر المر لمكر المكور المر الر ارا ا باق,2025-11-26T21:35:20
0.421875,يا سندباد اللعب يا معلّم فُلان      لو قلت عنا ولاد خدلك هالبيان,train_007475,../data/muharaf_prepared_resized/train/train_007475.png,Valid but hard,,يا سَندبد العي م  قلا        ل ا اود ل البيا,2025-11-26T21:35:24
0.4215686274509804,ودوام عز الحكومه الجديده التي لم نرَ اليوم السعيد الاَّ بوجودها وبانظار سيادتكم لازلتم سيدنا بصحة وخير,train_009080,../data/muharaf_prepared_resized/train/train_009080.png,Valid but hard,,وم ال الم ال الين رم اليوم السعيد الا وجوه وانظر سَيدكم لا نا سم ووور,2025-11-26T21:35:49
0.4215686274509804,بطلب الحجز على نسختين ليحفظ منها نسخة في المركز ويعاد لكم النسخة الثانية مدرج عليها قرار الحجز للتنفيذ,train_000237,../data/muharaf_prepared_resized/train/train_000237.png,Valid but hard,,بطل الجير على لستين لحفظ مها لنة في المرك وادلكم الشثنة الاة ه   ال الور,2025-11-26T21:35:51
