GroundTruth,Prediction
فيها ان يخصصوها للتحصيل العلمي فاكثرهم,سيها ان يخصصوهاة للحطيل العلمي فاكثرهم
في سن الدراسة فبدلاً من ان نساعدهم على,في سن الدراة قباً من ان تساعدهم عل
التعويض عما خسروه هل يجوز ان نسمح باستمرار,لتويصي عها ضروه هلى يجوز ان سمح اشتمرار
جو يزيد في خسارتهم وخسارة البلاد,جو يزيد في خسارتهم وخارة البالاد
- البطالة يجب عودة الحياة الطبيعية,البطالة يحب مودة الحياة الطبيعة
وتضميد الجراح فتعود العائله الى وحدتها والحياة,وتصميد الجراح فتعود العائلد الى وحدتها والحياة
والاديان التي يؤمن بها اللبنانيون كلها تدعو الى,والاديان التي يومن بها اللنانيون كلها تدعوالى
فيها الى طمانينتها وهنائها.,سفيه الى طمانينتها وهنائها.
لبنان بلد ايمان يؤمن بالله وبالقيم الاخلاقية وبالروح,لنان بلد ايمان يؤمن بالله وب يقم الاخلامية وبالروح
وبيوم الحساب,وبوم ال
التآلف وهذا التآلف مفروض فيه ان يصبح تآخيا,التالفبوهذا التآلف مغروض في ان يصيح تآخيا
ولاسيما بين الاسلام والمسيحين. فكيف يجوز,ولاسيم بين الاسلام والسحية فكيف يجوز
ان ننسى تعاليم ادياننا وان نترك,ان ننست ليتم ادياتناوان تترل
التباعد والخلافات تتحكم فينا حتى يستغلها,التاعد والخلافات تتحكم فينا حتى يستغلها
- المحبة تبني والبغضاء تهدم,الحبة ببني والبفف الههرم
ايهما افضل لنا ان نكون في نظر العالم مثلاً في التآخي,ابهما افضل لنا ان نكون في نظر العالم مثلاً في التاخي
ام موضوع شفقه وعدم احترام لما نحن فيه من انقسام,ام موضوع شقة وعدلم احترام لما نحن فيه من انتسام
ان امكانات لبنان الطبيعية محدودة، ضيقة,ان امكانات لبنان الطبيعية محدودة صيهت
لا بترول لا معادن لا زراعة غنية .. كان اللبناني,لا بترول لامعادن لا زراعة غنية كان اللناني
يسد كل ذلك العجز بثروته,لي كل رل ش العجز ببروته
الطبيعية بما اوتي من ثروة بشرية ضخمة.,الطبيعية بااوتي من ثردة بشرية صحمةت:
كان نشاط الاشخاص افراداً ام جماعات يخلق,كان نشط الاشخاص افراداً ام جماعات حلق
مجالات للعمل والانتاج. فاذا تضاربت طاقاتنا,مجالات للعمل والانتاج. فاذا تضاريت طاقاتقا
البشرية في ما بينها تعطل مفعولها وتقهقر اقتصادنا,البشرية في ما بنها يقطل منعولها وتقصهور امتصادتا
وتزعزعت دعائم اسرتنا وهي الامر الاهم.,وتزعزعت رعائم ارتا وهي الامر الاهم.
- الاخاء اللبناني صان لبنان عبر الاجيال رغم كل ما,- الاخاء اللناني صان لبنان عبر الاحيل رعم كل ما
- الازمة الدامية التي مررنا بها ادمت كل قلب اذ,الازمة الدامية لن ورنابها ارلت كل تلي اذ
اصابت كل بيت في الارواح او الاموال وكثيرًا,اصايت كل بيت في الارواح او الاموال وكيراً
ماشتتت ابناء الاسرة الواحدة,ماشتتتاتيا الارة الواصدة
تعرض له من مؤامرات,تعرض له من مؤامرات
- لا تنساقوا الى الشائعات الهدامة. العدو,لاتنقوا الما الائعت الهدامة العدو
لا يزال متربصاً بنا ويختلق الاحداث والروايات,لايزال متريصاً بنا وختلق الاحداث والردايات
ليوقع بيننا، لان كل ما يضعفنا يقويه,ليوقع بينا، لان كل ما يضعفنا يقويه
- مرت بلبنان محن عديدة قبل الان - صبرُنا عليها,-مرت بلنان محن عديدة كبل الان صبرّنا عليها
ضمن لنا الغلبة.,ضمن لنا العلي
وكان العالم يضرب المثل بتعايشنا الاخوي - فلنتسآءل,وكان العالم يضب المثل بتعاين الاخوبي يلتشال
الجنوب صمد منذ عام ١٩٦٧ - وكان صموده رائعاً,الجنوب صمو منذ عا ١٩٩٣- وكان لموده رائغاً
الى تغيير موقفه جزئياً سيما وان الارهاب,الى تغير لوعفه جرئياً بما وان الارهاب
الاسرائيلي في الجنوب وانتشار جميع المقاتلين,م الاتراتيلي في الجبوب والنها، جميع الحق سليس
في خارج الجنوب كان يساعد على هذا,في خارج الجنوس كان ي عد على هذا
لا يكفي ان نتكلم على الجنوبيين في صبرهم,لا يرلى ان نتكلم على الجنوسيي يرجرهم
الطويل وتحملهم العناء وعلينا ان نوفر لهم اقل,الطريه تحمله العن، وعلينه ان توفر لهم اقل
وسائل العيش وادنى وسائل الدفاع.,حسائل الهش وادتى وسائل الرقع
تغيرت,الخنزرت
التغيير,الشعيير
ثم نطلب منهم، مجدداً الصمود واعادة الحاجز النفسي الذي انهار,م تطلب منهم، مجدداً الصحور واعادة الحاح النفس الذي انها
التعاون مع اسرائيل,الشعاوت مع رائيل
وقام مقام الدول العربية الاخرى بواجباته القوميه,وقام محقم الدول الاوسية الصرى بواحياته القوعن.
الحال بعد ازمة,الال بعد ازم.
لبنان,لينان
في الوقت الذي كانت فيه الجهات الاخرى صامتت,حن يلوفت الازي كانن قثير الجبات الاخرى قاره
ودفع الثمن غالياً ودفع لبنان الثمن غالي لان,ورفع المراى الية ودفع لسَادة الثمن غاي الان
في عداد اسباب المشكله اللبنانية نازحي الجنوب الناقمين,اي عدا اشصار اللية شية تاراع الجنوب الناشميق
مع ذلك بقيت الحدود مسدودة بوجود,مع ذلك رطية الصرود مسدودة يوجود
الحاجز النفسي وشعور المواطن بعدم جواز,الاجز النفس وشعفر المواطن بعدم جات
بالطبع غيّرت ازمة لبنان الاخيرة كل شيء,بالطيع غيّ ازمة ليض الوخره كل شي
ومن جملتها اضطرار المواطن في الجنوب,وام حمتهه اضطرار المواط ف القع
ثم نطلب منه مجدداً الصمود واعادة الحاجز,ثم نطلي مند مجدداً الصسمور والحدة الحاج
النفسي الذي انهار,لنف الذي انها
وقد نتمكن بمساعدة الاشقاء العرب,لاقد نتمكنن بمسعدة الاشتاء العب
من تنفيذ بعض المشاريع الانمائية ذات,من تنعيد يعضر المشاريع الاى ئية ذات
الطابع الاجتماعي تنعكس على الوضع الامني والدفاعي,الطابع الاحييمي تتعلس على الوضع الامشى والدقاعي
تحية الى ابناء الجنوب,تحية ال٣ ايناء الجو
المروءة العربية,المروءة العربية
نرَ في مجالسنا خزيمة. اجابه احدهم ان خزيمة يا مولاي قد حط,ترفي مجالسنا خزيمة. اجابه احدهم ان خزيمة يا مولاي قد حط
عليه الدهر وعضه الفقر بنابه. يا للعجب خزيمة الرجل الكريم السخي,عليه الدهر وعضه الفقر بنابه. ياللصجب خزيمة الرجل الكريم السخيي
الم يسأل عنه احد. مضى ذلك النهار وعند نصف الليل قام الوالي,الم يسأل عنه احد. مضى ذلك النهار وعند نصف الليل قام الوالي
الى الخزينة وتناول منها خمسة الاَف دينار وضعها في كيس وسرى,الى الخزينة وتناول منها خمسة الآف ديناء وضصها في كيس وسرى
الى بيت خزيمة ولما وصل طرق الباب آه يا هند حبات قلبي تفرذ,الى بيت خزيمة ولما وصل طرق الباب آه يا هند حبات قلبي تعذذ
اصبر اصبر يا خزيمة ولما وصل طرق الباب مرة اخرى آه ان الفرج,صبر اصبر يا خزيمة ولما وصل طرق الباب مرة اخرى آه ان الفرج
قريب من الله. ان اوتار قلبي تتقطع. اسمع اسمع ان الباب,نريب من الله. ان اوتار قلبي تتقطع. اسمع اسمع ان الباب
يطرق انهض ان قلبي يبشرني خير. قام خزيمة يتوكأ على عصاه,يطرق انهض ان قلبي يشرتني خير. قام خزيمة يتوكأ على عصاه
وفتح الباب رأى فارسا يناوله كيسا ويقول له خذ هذ واصلح,وفتح الباب رأى فارسا يناوله كيساو يقول له خذ هذا واصلح
شانك به تناول الكيس خزيمة وجده ثقيلا وضعه على الارض,شانك به تناول الكيس خزيمة وجده ثقبلا وضعه على الارض
مما يروي ان خزيمة بن بشر كان زعيما في العرب يسد حاجة,مما يروي ان خزيمة بن بعشر كان زعيما في العرب يسد حاجة
وقال من انت؟ قال من أتاك بعد الهزيع الاخير من الليل لن يرغب,وقال من انت؟ قال من اتاك بعد الهزيع الاخير من الليل لن يرغب
ان يعرفه احد . والله لن آخذ عطيتك هذه الا ما تقول لي اسمك.,ان يعرفه احد. والله لن آخذ عطيتك هذه الا ما تقول ل اسمك.
المعوز بكرم وسخاء مشى على ذلك ردحا من الزمن لكن الدهر,المحوز بكرم وسخاء مشى على ذلك. ردحا من الزمن لكن الدهر
انقلب عليه وجعل يسَره عسَرا. فاخذ البعض من الناس يسدون,نقلب عليه وجعل يسَره عسرا. فاخذ البعض من الناس يسدون
بعض حاجاته لكن خزيمة ابى على نفسه ان يكون عالة على البشر,بعض حاجاته لكن خزيمة ابى على نفسه ان يكون عالة على البشر
التفت الى امرأته وقال لها يا بنت العم اننا نغتذي بما عندنا من,لتقت الى امرأته وقال لها يا بنت العم اننا نفتذي بما عندنا من
قوت عندما ينتهي نقفل الباب وننتظر الموت من الله قالت,قوت عند ما ينتهي نقفل الباب وننتظرا الموت من الله قالث
حسنا ما نفعل. عكرمة الفياض والي الولاية كان يجمع بعض,حسنا ما نفعل. عكرمة الفياض والي الولاية كان يجمع بعض
اعيان البلاد للبحث في شؤون الولاية قال من مدة مديدة لم,اعيان البلاد للبحث في شؤون الولاية قال من مدة مديدة لم
قال اسمي جابر عثرات الكرام. قال وضّح قال لا وادار رأس,قال اسمي جابء عثرات الكرام. قال وضّح قال لا وادار وراسس
ولما فرغ من ذلك التفت الى امرأته وقال لها يا بنت العم قد,ولما فرغ من ذلك التفت الى امرأته وقال لها يا بنت العم قد
انتخب سليمان بن عبد الملك خليفة والضائقة كانت تؤخرني,انتتخب سليمان بن عبد الملك خليفة والضائقة كانت تؤخرني
عن مبايعته فلا شك انه قد عدني من المقصرين اما الاَن,عن مبايعته قلا شك انه قد عدي من المقصرين اما الآن
فالنعمة تغمرني فاني قاصد اليه لاصلح ما افسد الدهر عليّ,فالنصمة تضمرتي فاني فاصد اليه لاصلح ما افسل الدهر علي
قالت حسنا ما تفعل. ركب فرسه وسار. ولما وصل الى,قالت حسنا ما تفصل. وكب فرسه وسار. ولما وصل الى
دار الخلافة استاذن ودخل بايع وشكر. فالتفت اليه الخليفة,دار الخلافة استاذن ودخل بايع وشكر. فالتفت اليه التخليفة
شذرا وقال ما اخرك الى الانِ يا خزيمة؟ قال الضائقة يا,شذرا وقال ما اخرك الى الان يا خزيمة؟ قال الضائقة يا
مولاي. ومن افرج كربتك؟ فاخبره عما جرى له وكيف اتاه,مولاي. ومن افرج كربتك؟ فاخبره عما جرى له وكيف اتاه
الفرج من الله عن يد رجل يدعى جابر عثرات الكرام. قال آه,الفرج من الله عن يد رجل يدعي جابر عثرات الكرام. قال آ٥
لو نعلم من هو جابر عثرات الكرام لكنا نكافئه على معروفه. ولكن,لو نعلم من هو جابر عثرات اللكرام لكنا نكافئه على مصروفه. ولكن
فرسه وانصرف. وعند الصباح قالت امرأة الوالي له اين,فرسه وانصرف. وعند الصباح قالت امرأة الوالي له. اين
لا بأس يا خزيمة اعطونا قلم ودواة وكتب له عشرة الاَف دينار,-بأسس يا خزيمة اعطونا قلم وادواة وكتب له عشرة الآن دينار
خليلة او زوجة ثانية. قال لا والله لا هذي ولا تلك. وبعد,خليلة او زوجه ثانية. قال لا والله لا هذي ولا تلك. وبعد
كنت ليلا فاننا استفقدناك فما وجدناك . قال ذهبت في طريق,كنت ليلا فاننا استفقدناك فما وجدناك. قال ذهبت في طريق
خير. قالت ان الوالي لا يعجز عن عمل الخير نهاراً فانت كنت عند,خير. قالت ان الوالي لا يحجز عن عمل التخير نهارا فانت كنت عند
ذلك قال لها اتكتمين السر والله اكتم. فاخبرها عما فعل,ذلك قال لها اتلتمين السراني والله الكتم. فاخبرها عما فصل
فقالت خيرا ما فعلت. دخل خزيمة على امراته والكيس بين يديه,فقالت خيرا ما فعلت. دخل خزيمة على امراته والكيس بين يديه
وقال ضوئي لنرى ما في الكيس قالت والله لا زيت عندنا فاخذا,وقال ضوّئي لنرى ما في الكيس قالت والله لازيق عندنا فاخذا
يتأملان الكيس حتى الصباح شقه وجد فيه خمسة الاَف دينار,يتأملان الكيس حتى الصباح شقه وجد فيه خمسة الآف دينار
فشكر الله على نعمته وقام يفي ما عليه من الدين ويصلح شأنه,فشكر الله على نصمته وتام يفي ما عليه من الدين ويصلح شأنه
وجعله وال مكان عكرمة. اخذ خزيمة المال والأمر بالولاية,وجعله وال مكان عكرمة. اخذ خزيمة المال والأمر بالولاية
المدة ورجع اليه بنفس الجواب لا اعلم. فاعاد عليه السؤال,المدة ورجع اليه بنفس الجواب لا اعلم. قاعاد عليه السؤال
فلم يرد عليه. فامر بسجنه. وبعد مدة قصد الوالي سجن,فلم يرد عليه. فامر بسحته. وبعد مدة قصد الوالي سجن
عكرمة وقال له يا عكرمة انت صديقي بل اخي اطلب منك,عكرامة وقال له با عكرمة انت صديقي بل اخي اطلب منك
جملة اضعها مقابل المال المفقود حتى عندما ياتي خلفي,جملة اضعها مقابل المال المفقود حتى عندما بياتي خلفي
اسلمه كما استلمت. قال قلت لك لا اعلم ولن ازيد على,اسلمه كما استلمت. قال قلت لك لا اعلم ولن ازيد على
ذلك حرفا. عاد اليه السؤال فلم يرد عليه. فغضب الوالي,ذلك حرفا. عاد عليه الشؤال فلم يرد عليه. فغضب الوالي
غضبا شديدا وامر بالتشديد عليه فوضعت الزناجير بيديه,غضبا شديدا وامر بالتشريد عليه فوضعت الزناجير بيديه
ورجليه وكان غذاؤه اليومي كسرة من الخبز وكوبا من الماء,ورجليه وكان غذاؤه اليومي كسرة من الخيز وكوبا من الماء
جاءت امرأة عكرمة تزوره في سجنه. قالت له يا عكرمة,باءت امرأة عكرمة تزوره في سجنه. قالت له يا عكرمة
لمَ لا تقول له ان الخمسة الاَف دينار هي التي وهبته,لمّ لاتقول له ان الخمسة الآن دينار هي التي وهيته
وانصرف بعدما بايع وشكر. ولما وَصل الى بلاده دفع امر,وانصرف بعد ما بايع وشكر. ولما وصل الى بلاده دفع امر
اياها. قال لا والله لن اقول اني فعلت الخير سراً,اناها. قال لا والله لن اقول الي فعلت الخير سراً
لوجه الله ويبقى سرا الى الابد. انا اقول له ولا انت,لوجه الله وريبق سرا الى الابد. انا اقول له ولا انتت
الخليفة الوالى. طالعه.  قبله ووضعه على رأسه وقام وسلمّ,الخليفة الوالي. طالعه. قبله ووضعه على رأسه وقام وسلم
خزيمة كل شؤون الولاية ما عدا المال. استلم خزيمة كل,خزيمة كل شؤون الولاية ما عدا المال. استلم خزممة كل
شيئ وعين لجنة تبحث له مال الخزينة. قامت تلك اللجنة,شييء وعين لجنة تبحث له مال الخزينة. قامت ئلك اللجنة
بالمفروض عليها وقدمت تقريرها للوالي. طالعه وجد ان المال ناقص,بالمفروضل عليها وقدمت تقريرها للوالي. طالعه وجد ان المال ناقص
خمسة الاَف دينار فاستدعى الوالي القديم وسأله عن ذلك قال,خمسة الآف دينار فاستدعى الوالي القديم وسأله عن ذلك قال
لا اعلم. كيف لا تعلم وكل امور الولاية بين يديك لك ثلاثة,لا اعلم. كيف لا تعلم وكل امور الولاية بين يديك لك ثلاثة
ايام تتحرى بها الامن وبعدها تأتيني بالخبر اليقين مضت تلك,ايام تتحرى بها الامن وبعدها تأتيني بالخبر اليقين مضت تلك
الم تقسمين اليمين. قالت اتسمح لي ان ادبر الامر. دبري,الم تقسمي اليمين. قالت اتتسمح لي ان ادبير الامر. ديري
وقال فكوا زناجير يدي ورجلي هذا الرجل وضعوها في,وقال فكوازناجير يدي ورجلي هذا الزجل وضعوها في
يدي ورجلي المال عندي. ما غيرَك يا مولاي ما غيرني,يدي ورجلي المال عندي. ما غيرك يا مولاي ما غيري
تنشلني من الضيق والفاقه حتى الموت واكافئك بالسجن,تتشلتين من الضيق والفاقه حتى الموت واكافئك بالسجن
والعذاب. والله لاسجن واعذب مثلما سجنت وتعذبت,والغذاب. والله لا سجن واعذب مثلما سجنت وتعذيت
ولما مضت ايام سجنه قصد الى قصر عكرمة وقال له يا عكرمة,ولما مضت ايام سجنه قصد الى قصر عكرمة وقال له يا عكرمة
انك طلبك الخليفة. قال امر الخليفة على الرأس والعين,انك طلبك الخليفة. قال امر الخليفة على الراس والعين
ركبا وسارا الى دار الخلافة. ولما وصلا استأذن خزيمة,ركيا وسارا الى دار الخلافة. ولما وصلا استاذن خزيمة
بالدخول فدخل سلم وبايع وشكر. فالتفت اليه الخليفة,بالدخول قد خل سلم وبايع وشكر. فالتفت اليه الخليفة
وقال ما وراءك يا خزيمة ما ورائي الا الخير يا مولاي,وقال ما وراءك يا خزيمة ما ورائي الا الخير يا مولاي
ما جاء بك؟ جئتك بجابر عثرات الكرام. دخل. دهش,اجاء بك؟ جئتك ببجابر عثرات الكرام. دخل. دهش
رجعت تلك السيدة الى قصرها وارسلت جارية الى دار الولاية,رجعت تلك السيدة الى قصرها وارسلت جارية الى دار الولاية
الخليفةوقال عكرمة الفياض؟ نعم يا مولاي. هل علمت,الخليفة وقال عكرمة الفياض ؟ نعم يا مولاي. هل علمت
ان فعلتك الخير لوجه الله قد جرت عليك الويل.,ان فصلتك الخير لوجه الله قد جرات عليك الويل.
بعدما زودتها بكلام تقول. وصلت تلك الجارية الى دار,بعد ما زودتها بكلام تقوله. وصلت تلك الجارية الى دار
الولاية وقالت نصيحة للوالي. ما هي نصيحتك يا امرأة مني,الولاية وقالت تصيحة اللوالي. ما هي نصيحتك يا امراة مني
لك. فامر بفض الديوان وقال هات ما عندك. قالت اهذا,لك. قامر بغض الديوان وقال هات ما عندك. قالت اهذا
جزاء جابر عثرات الكرام يا خزيمة؟ ومن هو جابر عثرات الكرام,هزاء جابر عثشرات الكرام ياخزيمة؟ ومن هو جابر عثرات الكرام
قالت عكرمة الفياض. عكرمة الفياض غريمي الويل لي من,قالت عكرمة الفاض. عكرمة الفياض غريمي الويل لي من
لئيم. اليّ يا ارباب الديوان هيا الى السجن مشيا على,لئيم. اليّ يا ارباب الديوان هيا الى السجن مشيا علي
الاقدام. ولما وصلوا الى هناك. امر بفتح ابواب السجن,الااقدام. ولما وصلوا الى هناك. امر يفتح ابواب السجن
فعلت الخير لوجه الله ولوجه الانسان. آتوني بقلم,فعلت الخير لوجه الله ولوجه الانسان. آتوني بقام
ودواة اخذ القلم بيده وكتب له عشرة الاَف دينار,ودواة اخذ القلم بيده وكتب له عشرة الآف دينار
وجعله والى على اربع ولايات الجزيرة وامر خزيمة راجع,وجعله والى على اربع ولايات الجزيرة وامر خزيمة اجع
اليك فانت مخير بابقائه او عزله. قال ان خزيمة يا مولاي,اليكث فانت مخير با بقائه او عزله. قال ان خزيمة يا مولاي
هو اهل لكل وظيفة شكراً ووداعاً وانصرفا,هو اهل لكل وظيفة شكراً ووداعاً وانصرفا.
- تمت -,-ممت=
ضحية الشرف,ضحية الشرف
عن الضرب فنهض ذلك البائس يئن من جراحه وقلبه,عن الضرب فنهض ذلك البائس يلن من جراحه وقلبه
مملؤ حقدا على الضابط فيدور لتسرعه بالتنفيذ.,مملؤ حقدا على الضابط فيدور لتسرعه بالتنفيذ.
حكم الجنرال منشيكوف على حلاقه بماية جلدة لاقترافه ذنباً.,حكم الجنرال منشيكوف على حلاقه بماية جلدة لاقترافه ذنياً.
فقاده الضابط فيدور الى ساحة القصر لينفذ الحكم. فالقوه,فقاده الضاط فيدور الى ساحة القصر لينفذ الحكم. فالقوه
ارضا وعرّوه من ثيابه. ورفع الجلاد سوطه المؤلف من,ارضا وعرّوه من تيابه. ورفع الجلاد سوطه المؤلف من
سبعة فروع برأس كل منها كرة من رصاص ليباشر بالضرب,سبعة فروع برأس كل منها كرة من رصاص ليياشو بالضرب
فطلب الحلاق تأخير التنفيذ برهة لعله يأتيه عفو الجنرال,نطلب الحلاق تأخير التتفيذ برهة لعله يأتيه عفو الجرال
فلم يستجب الضابط طلبه وامر بمباشرة الضرب. واخذت,فلم يستجب الضابط طلبه وامر بمباشرة الضرب واخدت
السياط تلهب ظهر ذلك المسكين والدماء تسيل منه,السياط تلهب ظهر ذلك المسكين والدماء تسيل منه
ولما بلغ العدد الثلاثين جاء عفو الجنرال فتوقف الجلاد,ولما بلغ العدد الثلاثين جاء عفو الجنرال فتوقف الجلاد
وأقسما يمين الاخلاص والوفاء. طلب القيصر ابنة,وأقسما ريمين الاخلاص والوفاء. طلب القيصر ابنة
هي. فقال فيدور ابنتك يا مولاي. فوجم الجنرال,هي. فقال فيدور ابنتك يا مولاي. فوجم الجنرال
برهة ثم قال: سنرى سنرى وذهب.,برهة ثم قال: سترى سنرى وذهب.
الجنرال منشيكوف عروساً لابن مارشال روسيا. فاجاب,الجنرال منشيكوف عروساً لابن مار شال روسيا. فاجاب
الجنرال بالقبول. وبينما هو يتنزه في الحديقة تقدم منه,الجنرال بالقبول. وبينما هو يتنزه في الحديقة تقدم منه
فيدور وحياه فرد عليه الجنرال وقال له. الا ترغب,فيدور وحياه فرد عليه الجنرال وقال له. الاترغب
يا عزيزنا بالزواج اجابه نعم يا سيدي. قال لك خطيبة,يا عزيزنا بالزواج اجابه نعم يا سيدي. قال لك خطيبة
او حبيبة نزفها اليك فتكمل سعادتي؟ فاجاب فيدور لي,او حبيبة نزمها اليك فتكمل سعادتي ؟ اجاب فيدور لي
حبيبة لكن الحصول عليها صعب المنال. اجابه الجنرال,حبيبة لكن الحصول عليها صعب المنال. اجابه الجنرال
لا صعوبة في الامر. قل من هي وعليّ التدبير. فاطرق,لاصعوبة في الامر. قل من هي وعليُ التدبير. فاطرق
فيدور رأسه ولم يجب. فصاح به الجنرال قل لي من,فيدور رأسه ولم يجب. فصاح به الجنرال قل لي من
وقالت هدئ من روعك يا فيدور ان الخطبة قد تقررت,وقالت هدى من روعك يا فيدور ان الخطبة قد تقررت
من الله ان يجمع شملهما. فقال الجنرال. ما معنى قولك,من الله ان ويجمع شملهما. فقال الجنرال. ما محنى قولك
هذا. قال لانهما حبيبان. قال ما بدا لك من حبهما,هذا. قال لانهما حببان. قال ما بدالك من حبهما
لمدة سنتين وفي اثناء ذلك لا بدّ أن يحدث ما يمنع هذا,لمدة سنتين وفي اثناء ذلك لا بدّأن يحدث ما يمنع هذا
الزواج. فقال فيدور وان مضت هذه المدة ولم يحدث شيئ,الزواج. فقال فيدور وان حضت هذه المدة ولم يحدث شيء
قالت لدى السمّ والخنجر. فارتاح لجوابها وقام وقبل,مالت لدى السمّ والخنجر. فارتاح لجوابها وقام وقبل
ثغرها قبلة نفث بها كل ما تأجج بفؤاده من غم. بينما,نضرها قبلة نفث بها كل ما تأجبج بغؤاده من عم. بيتما
كان الحلاق يقوم بوظيفته لدى الجنرال. رأى سيده بغبطة,كان الحلاق يقوم بوظيفته لدى الجنرال. رأى سيده بغبطة
وسرور. فاستأنس بذلك وقال. الحق يقال يا مولاي,وسرور. فاستأننس بذلك وقال. الحق يقال يا مولاي
ان سيدي فيدور شاب جميل نبيل حسن الاخلاق,ان سيدي فيدور شاب جميل ينبل حسن الاخلاق
كما ان سيدتي فانكا لا تقل عنه جمالاً ونبلاً. اطلب,كما ان سيدتي فانكا لا تقل عنه جمالاً ونبلاً. اطلب
قال انهما يتمشيان في الحديقة منفردين ونور الغرام,قال انهما يتمشيان في الحديقة منفردين ونور الضرام
فزمجر الجنرال زمجرة الاسد. وصاح بالحلاق. الويل,فزمجر الجنرال زمجرة الاسد. وصاح بالحلاق. الويل
لك يا لئيم اتتهجم على عرضي. يا لعين يا... فوالله,لك يا لثيم اتتهجم على عرضي. يالعين يا .... فوالله
يشع من اعينهما. قال الجنرال. ان هذا ليس بالامر,يشع من اعينهما. قال الجنرال. ان هذا ليس بالامر
الغريب لان فيدور قد قبلته ضيفا في قصري من مدة,الغريب لان فيدور قد قبلته ضيفا في قصري من مدة
بعيدة بناء على رغبة ابيه المرحوم الجنرال كارانوف,بعيدة بناء على رغبة ابيه المرحوم الجنرال كار انوف
صديقي الحميم . لذلك اعده ولداً لي كابنتي فانكا وما,صديقي الحميم. لذلك اعده ولدا لي كابنتي فانكاوما
هما الا شقيقان. فقال الحلاق واحيانا يجتمع فيدور,هما الاشقيقان. فقال الحلاق واحيانا يجتمع فيدور
مع ستي فانكا يتغديان بأخر الحديقة تحت الشحرة الغضة,مع ستي فانكا يتعديان بآخر الحديقة تحت الشرة الغضة
وهذا ايضاً لا اهمية له. فقال الحلاق واحياناً يجتمع,وهذا ايضاً لا اهمية له. فقال الحلاق واحيانا يجتمع
سيدي فيدور بسيدتي فانكا في غرفتها بعد نصف الليل,سيدي فيدور بسيدتي فانكا في غرفتها بعد نصف الليل
ان لم تثبت كلامك هذا بالبرهان الاكيد لا سحقنّ رأسك,ان لم تثبت كلامك هذا بالبرحان الاكيد لاسحقنّ رأرك
غرفة ابنته وطرق الباب . فلم يسمع جواباً .فاعاد الضرب,فرفة ابتته وطرق الباب. فلم يسمع جواباً. فاعاد الصضرب
صائحاً فانكا فانكا افتحي افتحي. فسمع صوتاً عميقاً,صائحاً. فانكا فانكا افتحي افتحيي بسمع صوتاً عميقاً
سحقاً. فقال الحلاق. اطلب من سيدي الجنرال مهلة,سحقاً. فقال الحلاق. اطلب من سيدي الجنرال مهلة
وجيزة فاتيه بالبرهان القاطع . فقال الجنرال . لك ذلك.,وجيزة فآتيه بالبرهان القاطع. فقال الجنرال. لك ذلك.
في الليلة التالية عند منتصف الليل سمع الجنرال طرقا,في الليلة التالية عند منتصف الليل سمع الجنزرال طرقا
على باب غرفته. فنهضى وفتح الباب فرأى الحلاق يشير,على باب غرفته. فنهض وفتح الباب فرأى الحلاق يشير
بيده نحو غرفة فانكا قائلا .هو الان هناك وما على,بيده نحو غرفة فانكا قائلا. هو الان هناك وما على
سيدي الا ان يتحقق الامر بنفسه فيرى صدق كلامي,سيدي الا ان يتتحقق الامر بنفسه فيرى صدق كلامي
فاغلق الجنرال باب غرفته على الحلاق بعد ان قال له,فاغلق الجنرال باب غرفته على الحلاق بعد ان قال له
انت بين أمرين. اما موتاً واما عطفا وانعاماً. وسرى الى,انت بين أمرين. اما موتاً واما عطفا وانعاماً. وسرى الى
يقول نعم. نعم يا ابي. ولم يُفتح الباب. فاعاد الصياح,يقول نعم. نصم يا ابي. ولم يُفتح الباب. فاعاد الصياح
حباً عظيماً. فتأثر الجنرال وقال. وهو هنا الآن؟ لا,حباً عظيماً. فتأثر الجنرال وقال. وهو هنا الآن ؟ لا
يا ابي أتى اليّ من برهة وجيزة مودعاً وخرج من القصر.,يا ابي أتى الييّ من برهة وجيزة مودعاً وخرج من القصر.
قائلاً إفتحي وإلا حطمت الباب تحطيماً. ففتحت فانكا,مائلاً افتحي واإلا حطمت الباب تحطيماً. ففتحت فانكا
الباب وعلى وجهها علامات الدهشة. فدخل الجنرال,الباب وعلى وجهها علامات الدهشة. فدخل الجنرال
الغرفة وعيناه تبحث في جوانبها . فلم يرَ احداً فهدأ,الغرفة وعيناه تبحث في جوانبها. فلم يرَ احداً. فهداً
روعه وبعد لحظة قال: الا يوجد احد هنا. لا يا أبتي,روعه وبعد لحظة قال. الا يوجد احد هنا. لا يا أبشي
لا يوجد الا اختي بالرضاع ماشكا. قال ماشكا تعالي,لا يوجد الا اختي بالرضاع ماشكا. قال ماشكا تعالي
يا بنية وقفي في الرواق وامنعي اياً كان يريد الدخول,يا بنية وقفي في الرواق وامنعيي اياً كان يريد الدخول
علينا. سمعاً وطاعة، وخرجت. أحقيقة يا فانكا انك,علينا. سمعاً وطاعة. وخرجت. أحقيقة يافانكا انك
تحبين فيدور أجابت ورأسها مطأطأ. نعم يا ابي احبه,محبين فيدور اجابت ورأسها مطأطأً. نعم يا ابي احبه
لانه لم يعد يطيق المكوث فيه بعدما علم بخطبتي. فارتاح,لانه لم بعد يطيق المكوث فيه بعدما علم بتخطبتي. فارتاح
